elev,lat,lon,yrst,yrstp,notes
27.4,6.93,100.39,1973,2019,
5.5,6.66,100.08,1978,2019,
10,7,100.5,2007,2019,
2.4,6.79,101.15,1973,2019,
36,6.52,101.28,2007,2019,
4.9,6.52,101.74,1949,2019,
8.8,6.33,99.72,1990,2019,
91.4,21.7,95.97,2004,2019,
3.4,5.3,100.27,1949,2019,
3.4,5.47,100.39,1949,2019,
45,2.45,103.83,2004,2019,
4.6,6.19,100.4,2004,2019,
39.6,4.57,101.09,2004,2019,
5,6.2,100.4,1949,2019,
4.9,6.17,102.29,1949,2019,
6.4,5.38,103.1,2001,2019,
8,4.22,100.7,1949,2019,
1545,4.47,101.36,2001,2019,
27.4,3.13,101.54,1949,2019,
21,2.75,101.71,2000,2019,
17.7,3.78,103.2,1949,2019,
10.7,2.26,102.25,1949,2019,
5.5,4.54,103.42,2012,2019,
41.1,1.64,103.67,1999,2019,
19.8,1.36,103.91,1949,2019,
6.7,1.35,103.99,1956,2019,
11,1.42,103.86,2004,2019,
1581,22.35,103.81,1959,2019,
97,22.5,103.96,1949,2019,
676,21.33,103.9,1997,2019,
243,22.67,106.25,1949,2019,
176,22.15,105.83,1959,2019,
11.9,21.22,105.8,1958,2019,
3,20.43,106.15,1974,2019,
7.9,20.97,105.76,1980,2019,
1.8,20.82,106.72,2017,2019,
116,20.8,106.63,1974,2019,
263,21.83,106.76,1974,2019,
32,21.6,105.83,1974,2019,
7,21.52,107.96,1974,2019,
56,20.13,107.71,1974,2019,
5,19.75,105.78,1974,2019,
5.2,18.74,105.67,1974,2019,
3,18.35,105.9,1974,2019,
8,17.48,106.6,1974,2019,
14.6,16.4,107.7,1957,2019,
10.1,16.04,108.19,1956,2019,
9,15.13,108.78,1957,2019,
741.9,14.01,108.01,1958,2019,
6,13.77,109.21,1957,2019,
10,12.25,109.2,1956,2019,
5,10.93,108.1,1956,2019,
5,11.42,114.33,1992,2019,
3.6,10.65,106.71,2013,2019,
10.1,10.82,106.65,1949,2019,
3,10,105.08,1956,2019,
3.1,10.08,105.71,1965,2019,
2,9.18,105.15,1957,2019,
24,9.28,103.46,1997,2019,
4,10.22,103.96,1957,2019,
9,8.68,106.6,1949,2019,
19,8.02,110.61,1997,2019,
3,8.65,111.91,1981,2019,
644,21.05,101.46,2003,2019,
291.1,19.9,102.16,1951,2019,
1050,19.47,103.13,1951,2019,
326,19.23,101.73,1973,2019,
171.9,17.99,102.56,1949,2019,
52,17.38,104.65,1981,2019,
155.1,16.56,104.76,1968,2019,
168,15.68,106.41,1980,2019,
102,15.12,105.76,1949,2019,
105,14.8,106.83,1966,2019,
18.3,13.41,103.81,1949,2019,
56,13.52,105.96,1949,2019,
15,10.63,103.48,1956,2019,
12.2,11.55,104.84,1949,2019,
16,12,105.45,1949,2019,
6,11.08,105.8,1949,2019,
556.7,48.68,116.81,1960,2019,
145.4,47.24,123.91,1956,2019,
136,45.08,124.86,1956,2019,
534,48.05,86.35,1960,2019,
1651,45.37,90.53,1959,2019,
663,43.95,81.33,1958,2019,
919,43.78,87.61,1956,2019,
647.7,43.91,87.47,1985,2019,
1380.4,39.54,76.02,1957,2019,
1375,37.13,79.93,1956,2019,
739,42.82,93.51,1956,2019,
941,41.95,101.06,1960,2019,
1770,41.8,97.03,1959,2019,
1329,40.75,104.5,1961,2019,
1478,39.77,98.48,1946,2019,
1947.1,36.52,103.62,2004,2019,
2809,36.42,94.9,1956,2019,
2262,36.62,101.76,1956,2019,
1875,35.87,104.15,2004,2019,
1183,44.62,114.15,1958,2019,
1147.7,44.02,115,1956,2019,
1012.2,40.56,109.99,2006,2019,
1083.9,40.85,111.82,1956,2019,
1381,39.1,107.98,1956,2019,
2210,38.95,113.51,1956,2019,
910,39.83,114.56,1956,2019,
1112,38.48,106.21,1956,2019,
784.9,37.75,112.62,1956,2019,
959,36.6,109.5,1956,2019,
997,44.58,117.6,1956,2019,
266,44.57,120.9,1956,2019,
1004,43.95,116.11,1956,2019,
215.2,44,125.68,1956,2019,
139.3,45.62,126.25,2004,2019,
43,41.73,123.51,1956,2019,
60.4,41.64,123.48,1992,2019,
35.4,40.08,116.58,1945,2019,
3,39.12,117.34,1981,2019,
32.6,38.97,121.53,1956,2019,
40,37.93,120.71,1986,2019,
58,36.68,116.98,1956,2019,
1536,36.25,117.1,1956,2019,
10.1,36.27,120.37,1956,2019,
3650,29.67,91.13,1956,2019,
4024,31.88,93.78,1957,2019,
495.3,30.58,103.94,1956,2019,
3049,29.52,103.33,1956,2019,
900,29.13,100.48,2007,2019,
1894.9,24.99,102.74,1942,2019,
479.1,34.45,108.75,1956,2019,
2063,34.48,110.08,1956,2019,
150.9,34.52,113.84,1957,2019,
344,31.2,107.5,1956,2019,
34.4,30.78,114.2,1956,2019,
28,18.3,109.41,2004,2019,
416.1,29.72,106.64,1944,2019,
1138.7,26.54,106.8,1945,2019,
173.7,25.22,110.03,1943,2019,
125,25.85,114.95,1944,2019,
23.2,36.86,117.21,2005,2019,
14.9,31.74,118.86,1956,2019,
4,29.83,121.46,2004,2019,
32.9,31.78,117.29,1956,2019,
4,31.14,121.8,2004,2019,
3,31.2,121.33,1956,2019,
1836,30.13,118.15,1956,2019,
7,30.23,120.43,1956,2019,
1165,29.58,115.98,1956,2019,
172,29.62,119.01,2007,2019,
43.6,28.87,115.9,1956,2019,
71,28.97,118.86,1956,2019,
84,28.45,121.88,1959,2019,
203,25.3,117.4,1994,2019,
1651,25.72,118.1,1956,2019,
102,25.63,122.06,1973,2019,
116.9,24.28,116.06,1956,2019,
18,24.54,118.12,1956,2019,
15.2,23.39,113.29,1945,2019,
66.1,28.19,113.22,2004,2019,
3,23.4,116.68,1956,2019,
128.3,22.61,108.17,1944,2019,
4,22.64,113.81,1957,2019,
325,22.03,121.55,1973,2019,
28,21.22,110.4,1956,2019,
18,21.73,112.76,1959,2019,
24,20,110.25,1956,2019,
6,20.67,116.71,1956,2019,
5,16.83,112.33,1957,2019,
5,16.53,111.61,1975,2019,
5,10.38,114.36,1973,2019,
31.4,27.82,-17.88,1973,2019,
32.6,28.63,-17.75,1960,2019,
219,28.03,-17.21,2004,2019,
631.9,28.48,-16.34,1947,2019,
36,28.45,-16.25,1931,2019,
63.7,28.04,-16.57,1980,2019,
23.8,27.93,-15.38,1950,2019,
63.1,27.15,-13.21,1961,2019,
6.1,23.72,-15.93,1996,2019,
25.3,28.45,-13.86,1950,2019,
14.3,28.95,-13.6,1950,2019,
59,29.37,-10.18,1950,2019,
10,23.7,-15.86,1931,2019,
18.9,35.73,-5.91,1957,2019,
27.1,35.18,-3.84,1965,2019,
467.9,34.79,-1.92,1949,2019,
6,34.3,-6.6,1949,2019,
510,34.22,-4,1959,2019,
84.1,34.05,-6.75,1943,2019,
50,34.23,-6.05,1951,2019,
579.1,33.93,-4.97,1944,2019,
576.1,33.88,-5.51,1949,2019,
61.9,33.56,-7.66,1949,2019,
199.9,33.37,-7.59,1942,2019,
45,32.28,-9.23,1949,2019,
1044.9,31.95,-4.39,1973,2019,
467.9,31.61,-8.03,1943,2019,
27.1,30.38,-9.54,1945,2019,
76.2,30.33,-9.41,1992,2019,
1153.1,30.94,-6.9,1949,2019,
341,29.02,-10.06,1991,2019,
199,28.45,-11.16,1949,2019,
3,35.59,-5.32,1950,2019,
47.5,35.28,-2.95,1964,2019,
177,34.98,-3.01,1950,2019,
11,36.8,5.87,1981,2019,
7,36.93,6.95,1957,2019,
4.9,36.82,7.8,1945,2019,
25,36.69,3.21,1943,2019,
6.1,36.71,5.07,1973,2019,
690.4,36.28,6.62,1943,2019,
891,35.87,7.11,1985,2019,
831,36.25,7.95,1988,2019,
141.1,36.21,1.33,1943,2019,
1050,36.18,5.32,1949,2019,
794,32.92,3.3,2004,2019,
822,35.75,6.3,1973,2019,
811.1,35.43,8.12,1951,2019,
89.9,35.62,-0.62,1949,2019,
94,35.75,0.61,1942,2019,
513.9,35.21,0.14,1943,2019,
989.1,35.34,1.46,1983,2019,
801,35.17,2.31,1995,2019,
459,35.33,4.2,1984,2019,
426,34.82,-1.77,1976,2019,
88.1,34.79,5.73,1943,2019,
248.1,35.02,-1.45,1981,2019,
1144,34.68,3.25,1949,2019,
765,33.76,2.92,1949,2019,
1175,33.54,-0.24,1980,2019,
1347,33.72,1.08,1949,2019,
85,33.07,6.08,1949,2019,
61.9,33.51,6.77,1965,2019,
460.9,32.38,3.79,1959,2019,
811.1,31.65,-2.27,1957,2019,
150,31.92,5.41,1949,2019,
141.1,31.67,6.14,1965,2019,
398.1,30.57,2.86,1949,2019,
252,29.72,6.7,2005,2019,
313,29.24,0.27,1966,2019,
563,28.05,9.64,1964,2019,
280.1,27.84,-0.18,1949,2019,
398,21.33,0.95,1996,2019,
280,27.25,2.5,1979,2019,
480.1,28.45,7.55,2011,2019,
541.9,26.72,8.62,1950,2019,
291.1,26.72,0.28,1950,2019,
442.9,27.7,-8.16,1943,2019,
1054,24.72,4.65,2008,2019,
968,24.29,9.45,1949,2019,
400,19.57,5.75,2005,2019,
70.1,36.98,8.87,1974,2019,
6.1,37.25,9.79,1943,2019,
6.7,36.85,10.22,1943,2019,
30,36.85,11.08,1943,2019,
144,36.48,8.8,1943,2019,
156,36.43,10.08,2001,2019,
6,36.08,10.43,2009,2019,
518,36.13,8.7,1989,2019,
68,35.67,10.1,1949,2019,
2,35.67,10.75,1943,2019,
2.7,35.76,10.75,1989,2019,
323.1,34.42,8.82,1949,2019,
355,35,9.48,1977,2019,
25.9,34.72,10.69,1949,2019,
87.5,33.94,8.11,1973,2019,
7.9,33.88,10.1,1949,2019,
5.8,33.88,10.77,1966,2019,
306,32.31,10.38,1949,2019,
252.1,31.7,9.25,1949,2019,
357,18.68,12.91,1949,2019,
505.1,16.97,7.96,1949,2019,
210,14.2,1.45,1949,2019,
385.9,14.88,5.26,1949,2019,
460,13.98,10.3,1983,2019,
223.1,13.48,2.18,1949,2019,
225,13.03,3.3,2010,2019,
273,13.8,5.25,1949,2019,
378,13.5,7.12,1949,2019,
303,13.37,12.62,1985,2019,
462.1,13.78,8.98,1949,2019,
338,13.23,11.98,1949,2019,
202,11.88,3.45,1973,2019,
459,18.43,1.35,1957,2019,
263,16.73,-3,1949,2019,
265.2,16.25,0,1949,2019,
237,15.23,-9.35,1949,2019,
265,15.17,-7.28,1978,2019,
51.5,14.48,-11.44,1949,2019,
276.1,14.51,-4.08,1949,2019,
334,13.07,-9.46,1957,2019,
289,13.4,-6.15,1949,2019,
284,13.33,-4.83,1950,2019,
132,12.85,-11.23,1949,2019,
380.1,12.53,-7.95,1975,2019,
367,12.38,-5.46,1950,2019,
351,11.42,-7.5,1949,2019,
375,11.35,-5.68,1949,2019,
4.9,20.93,-17.03,1949,2019,
231,20.51,-13.04,1943,2019,
120,19.75,-14.36,1949,2019,
2.1,18.1,-15.94,1949,2019,
231,16.62,-7.31,1965,2019,
2.7,16.05,-16.46,1949,2019,
7,16.65,-14.96,1973,2019,
21,15.38,-15.11,1950,2019,
17,15.65,-13.25,1949,2019,
25.9,14.74,-17.49,1943,2019,
9,14.65,-16.23,1950,2019,
7.9,14.15,-16.05,1950,2019,
49.1,13.74,-13.65,1949,2019,
22.9,12.56,-16.28,1949,2019,
15.8,12.41,-16.74,1977,2019,
10,12.88,-14.96,1973,2019,
178,12.57,-12.22,1973,2019,
29,13.34,-16.65,1949,2019,
39.3,11.9,-15.65,1949,2019,
43,12.18,-14.66,1973,2019,
1035.1,11.33,-12.28,1949,2019,
366,11.43,-9.16,1974,2019,
459,10.05,-12.86,1973,2019,
21.9,9.58,-13.61,1949,2019,
470,7.73,-8.83,1974,2019,
25.6,8.62,-13.19,1949,2019,
436,-15.93,-5.66,1943,2019,
84.7,-7.97,-14.39,1942,2019,
10.1,0.38,6.71,1973,2019,
180.1,1.66,7.41,1973,2019,
4.3,-7.3,72.4,1949,2019,
4,-11.58,47.28,1973,2019,
10,-17.05,42.71,1973,2019,
6,-22.33,40.33,1973,2019,
13,-15.88,54.51,1973,2019,
20.1,-20.89,55.51,1973,2019,
18,-21.32,55.42,1973,2019,
4,-16.45,59.61,1949,2019,
29,-19.76,63.36,1949,2019,
30,-19.75,63.37,2006,2019,
56.7,-20.43,57.68,1949,2019,
425,-20.3,57.46,1977,2019,
29,-37.8,77.53,1973,2019,
142,-46.43,51.85,1974,2019,
30,-49.35,70.25,1973,2019,
25,32.4,14.14,1990,2019,
90,30.36,15.25,2004,2019,
11,32.89,13.27,2005,2019,
132,32.1,20.26,1943,2019,
342,30.15,9.71,1957,2019,
497,30.38,13.58,1973,2019,
463,26.6,12.78,1988,2019,
699.8,25.15,10.14,1981,2019,
416.7,24.18,23.31,1949,2019,
6,31.57,25.13,1995,2019,
28.7,31.33,27.22,1937,2019,
40,31.12,27.86,2001,2019,
-1.8,31.18,29.94,1937,2019,
6,31.27,32.3,1949,2019,
27,31.08,33.81,1938,2019,
36.9,31.07,33.83,1985,2019,
1,30.4,30.35,1996,2019,
11,30.6,31.01,2001,2019,
53.9,30.92,29.69,2004,2019,
116.4,30.12,31.4,1943,2019,
76.5,25.56,34.58,2004,2019,
1331,28.68,34.06,2007,2019,
37.2,28.08,30.73,1938,2019,
235.3,27.05,31.01,1949,2019,
92.7,26.33,31.73,2007,2019,
96,26.2,32.75,2004,2019,
89.6,25.67,32.7,1943,2019,
201.8,23.96,32.82,1937,2019,
187.8,22.38,31.61,1973,2019,
261.8,22.59,28.71,2001,2019,
12.5,30.6,32.25,1943,2019,
16,29.58,32.71,1996,2019,
35.1,28.21,33.64,1938,2019,
15.8,27.18,33.79,1990,2019,
45,27.97,34.38,1997,2019,
768,29.6,34.76,1999,2019,
183,21.82,31.48,1949,2019,
312,19.53,33.31,1949,2019,
3,19.58,37.21,1949,2019,
41.1,19.43,37.23,2003,2019,
235.6,19.15,30.43,1949,2019,
345,17.7,33.96,1949,2019,
360,16.7,33.43,1949,2019,
385.6,15.59,32.55,1942,2019,
380,15.67,32.53,1951,2019,
509.3,15.39,36.32,1949,2019,
451,15.32,35.6,1974,2019,
378,14,32.33,1949,2019,
408,14.4,33.48,1949,2019,
599,14.03,35.4,1949,2019,
729.4,13.62,25.32,1943,2019,
418,13.55,33.61,1979,2019,
805,13.48,22.45,1943,2019,
587.3,13.15,30.23,1949,2019,
381,13.17,32.66,1949,2019,
435,13.07,33.95,2007,2019,
564,12.7,28.43,1949,2019,
643,12.05,24.88,1979,2019,
445,12.73,34.13,1959,2019,
282,11.75,32.78,1979,2019,
482.2,11.79,34.33,1973,2019,
563.3,11.14,29.7,1974,2019,
491.9,8.13,34.56,2001,2019,
438,7.7,28.01,1949,2019,
468.8,4.87,31.6,1949,2019,
13,11.55,43.13,1996,2019,
1348.1,9.52,44.08,1952,2019,
2,11.28,49.18,1957,2019,
173,4.7,45.21,1957,2019,
9,2.03,45.35,1949,2019,
2254.3,13.47,39.53,1957,2019,
1965.7,12.52,37.43,1957,2019,
1822.1,11.61,37.32,1973,2019,
1864,11.08,39.71,1957,2019,
2476,10.35,37.71,1957,2019,
1676.4,7.67,36.81,1957,2019,
1974,8.17,35.55,1957,2019,
2325.6,8.98,38.79,1957,2019,
1876,8.73,39,1957,2019,
1652,7.07,38.05,1973,2019,
1158.8,9.63,41.85,1957,2019,
254.2,5.94,43.57,1973,2019,
1189,6.04,37.59,1987,2019,
1455,5.28,39.75,1957,2019,
1211,3.05,30.91,1957,2019,
522.7,3.12,35.6,1957,2019,
1097,3.53,39.05,1957,2019,
231,3.93,41.86,1957,2019,
1069.8,2.81,32.27,1957,2019,
1345,2.3,37.9,1975,2019,
1147,1.68,31.71,1963,2019,
1126.8,1.73,33.62,1973,2019,
1850.1,0.97,34.95,1949,2019,
234.7,1.73,40.09,1957,2019,
1585,-1.41,35,2011,2019,
961,0.18,30.1,1973,2019,
1173,0.45,33.18,1957,2019,
1171,0.68,34.16,1957,2019,
1554,0.08,37.65,1957,2019,
1413,-0.62,30.65,1957,2019,
1152.8,0.04,32.44,1949,2019,
1208.5,-0.09,34.72,1949,2019,
2184,-0.37,35.35,1973,2019,
1901,-0.27,36.1,1957,2019,
1759,-0.5,36.96,1979,2019,
1493,-0.5,37.45,1979,2019,
148,-0.46,39.64,1957,2019,
1869,-1.25,29.98,1957,2019,
1137,-1.33,31.81,1957,2019,
1147,-1.5,33.8,1957,2019,
1890,-1.13,35.83,1957,2019,
1623.7,-1.32,36.92,1949,2019,
1798,-1.3,36.75,1957,2019,
1687.4,-1.32,36.81,1963,2019,
1147,-2.44,32.93,1950,2019,
1000,-2.28,37.83,1957,2019,
6.1,-2.25,40.91,1957,2019,
1386.8,-3.37,36.63,1960,2019,
893.7,-3.43,37.07,1973,2019,
579,-3.4,38.56,1957,2019,
25,-3.23,40.1,1963,2019,
885,-4.88,29.63,1957,2019,
61,-4.04,39.59,1949,2019,
1190,-5.08,32.83,1949,2019,
39.3,-5.09,39.07,1957,2019,
24.4,-5.26,39.81,1957,2019,
1119.5,-6.17,35.75,1950,2019,
526,-6.83,37.65,1957,2019,
16.5,-6.22,39.22,1957,2019,
1923,-7.97,31.63,1989,2019,
1425.9,-7.67,35.75,1957,2019,
55.5,-6.88,39.2,1950,2019,
1100,-3.5,33,1988,2019,
1067,-10.68,35.58,1949,2019,
113.1,-10.34,40.18,1957,2019,
3,-4.67,55.52,1949,2019,
420,3.24,19.77,1973,2019,
431.9,0.48,25.33,2011,2019,
392.9,0.52,25.15,1949,2019,
677,-6.12,23.56,2008,2019,
1552,-1.68,29.23,1973,2019,
313,-4.39,15.44,1949,2019,
282,-4.32,15.31,1973,2019,
479.1,-5.04,18.78,1977,2019,
652,-5.9,22.46,1949,2019,
633,-7.28,27.43,1973,2019,
1526.1,-10.77,25.5,1973,2019,
1309.1,-11.59,27.53,1949,2019,
1587.4,-2.47,28.91,1973,2019,
1549,-1.68,29.25,1985,2019,
1855.7,-1.5,29.63,1978,2019,
1481,-1.97,30.13,1973,2019,
787,-3.32,29.31,1973,2019,
16.8,-4.82,11.88,1942,2019,
164.9,-4.22,13.28,2010,2019,
331,-4.2,12.7,1949,2019,
512,-3.98,13.91,1950,2019,
161,-3.48,12.61,1973,2019,
531,-3.68,13.35,1949,2019,
319.4,-4.25,15.25,1949,2019,
312,-2.62,16.21,1950,2019,
790,-2.53,14.76,1950,2019,
377,-1.87,15.86,1949,2019,
380,-0.02,15.65,1973,2019,
353,1.62,16.03,1949,2019,
326,1.62,18.06,1949,2019,
550,2.07,14.13,1950,2019,
408,0.1,13.55,2004,2019,
438,-5.58,14.81,2008,2019,
11.9,0.46,9.41,1949,2019,
4,-0.71,8.75,1949,2019,
79,-2.85,11.01,1973,2019,
600.2,2.08,11.49,1973,2019,
657.8,1.54,11.58,2006,2019,
89.9,-1.85,11.05,1949,2019,
25,-0.7,10.24,1949,2019,
526.1,0.58,12.89,1973,2019,
485,-0.83,12.71,1973,2019,
444,-1.67,13.4,1981,2019,
588,4.22,15.78,1949,2019,
1020,5.97,15.63,1950,2019,
368.2,4.4,18.51,1949,2019,
295,12.13,15.03,1949,2019,
355,14.12,15.31,1973,2019,
292,13.43,14.73,1973,2019,
428.9,8.62,16.07,1973,2019,
301,12.38,17.05,1973,2019,
512,14.52,20.9,2008,2019,
455,9.37,14.91,1973,2019,
365,9.15,18.38,1949,2019,
235,17.92,19.11,1973,2019,
436,11.03,20.28,1973,2019,
545,13.85,20.84,1950,2019,
23.2,3.76,8.7,1974,2019,
8,1.9,9.8,2007,2019,
424,10.45,14.25,1950,2019,
242,9.34,13.37,1950,2019,
1114,7.36,13.55,1950,2019,
10.1,4.01,9.71,1949,2019,
668,4.6,13.73,1950,2019,
694.3,3.72,11.55,1949,2019,
307.8,12.92,5.2,1949,2019,
631.9,10.7,7.32,1949,2019,
517,13.02,7.68,1949,2019,
476.1,12.05,8.52,1943,2019,
505,10.28,11.15,2012,2019,
221,7.36,3.97,2004,2019,
343.2,8.44,4.49,1950,2019,
143,9.1,6.01,1950,2019,
342.3,9.01,7.26,2005,2019,
1289.9,9.64,8.86,1949,2019,
182.6,9.26,12.43,1950,2019,
41.1,6.58,3.32,1949,2019,
114,5.42,7.2,2011,2019,
77,6.83,3.93,2009,2019,
304,7.78,4.48,1973,2019,
79,6.32,5.1,1949,2019,
335.3,7.25,5.3,2011,2019,
26.5,5.02,6.95,1949,2019,
38,5.05,7.91,1983,2019,
64,4.98,8.34,1949,2019,
113.1,7.7,8.61,1973,2019,
292,11.13,2.93,1949,2019,
461,10.32,1.38,1949,2019,
393,9.35,2.61,1973,2019,
200,8.03,2.46,1949,2019,
167,7.17,2.06,1949,2019,
5.8,6.36,2.38,1949,2019,
146,10.37,0.46,1949,2019,
461.8,9.77,1.09,1985,2019,
387,8.98,1.15,1949,2019,
402,7.58,1.11,1949,2019,
919,10.8,0.25,1996,2019,
44,6.58,1.5,1973,2019,
21.9,6.17,1.25,1949,2019,
203,10.9,-1.1,1949,2019,
323.1,10.08,-2.5,1973,2019,
301,9.03,-2.48,1973,2019,
168.6,9.56,-0.86,1973,2019,
197,9.45,-0.01,1973,2019,
340,7.75,-2.1,1973,2019,
309.1,7.36,-2.32,1974,2019,
287.1,6.72,-1.59,1973,2019,
172,6.2,-2.33,1974,2019,
158,6.6,0.46,1973,2019,
140,5.93,-0.98,1949,2019,
167,6.08,-0.25,1973,2019,
19,6.1,0.11,1973,2019,
40,4.87,-2.23,1973,2019,
6.4,4.9,-1.77,1973,2019,
47,5.2,-1.06,1973,2019,
62.5,5.61,-0.16,1942,2019,
18,5.62,0,1979,2019,
7,5.78,0.63,1973,2019,
277,14.03,-0.03,1949,2019,
336,13.57,-2.41,1973,2019,
316.1,12.35,-1.51,1949,2019,
300,12.47,-3.48,1983,2019,
309,12.03,0.36,1949,2019,
460.6,11.16,-4.33,1949,2019,
271,11.75,-2.93,1950,2019,
322,11.15,-1.15,1983,2019,
335,10.33,-3.18,1949,2019,
421,9.5,-7.56,1949,2019,
370,9.39,-5.55,1973,2019,
370,8.05,-2.78,1973,2019,
331.9,7.27,-7.58,1949,2019,
374.9,7.74,-5.07,1949,2019,
210,6.13,-5.95,1950,2019,
250.9,6.79,-6.47,1978,2019,
92,6.65,-4.7,1950,2019,
213.1,6.9,-5.36,1978,2019,
6.4,5.26,-3.92,1949,2019,
39,5.3,-3.3,1950,2019,
21,4.42,-7.36,1943,2019,
7.9,4.75,-6.66,1978,2019,
66,4.95,-6.08,1949,2019,
9.4,6.23,-10.36,1942,2019,
20.1,-5.6,12.18,1949,2019,
74.1,-8.86,13.23,1949,2019,
1179,-9.53,16.31,1949,2019,
1092.4,-9.69,20.43,1952,2019,
1328.9,-11.77,19.89,1949,2019,
36,-12.61,13.4,1973,2019,
1702.9,-12.81,15.76,1949,2019,
1712.4,-12.41,16.94,1952,2019,
1761.1,-14.93,13.57,1949,2019,
1086.9,-17.04,15.68,1974,2019,
28.3,-11.53,43.27,1981,2019,
18.9,-12.13,44.43,1973,2019,
7,-12.81,45.28,1949,2019,
114,-12.35,49.29,1949,2019,
11,-13.31,48.31,1973,2019,
6.1,-14.28,50.17,1973,2019,
6.1,-15,50.32,1973,2019,
26.5,-15.67,46.35,1949,2019,
38.1,-16.74,44.48,1973,2019,
2.1,-17.09,49.81,1973,2019,
23,-18.05,44.03,1973,2019,
1279.6,-18.8,47.47,1973,2019,
1310,-18.87,47.5,1952,2019,
6.7,-18.11,49.39,1949,2019,
1532,-19.82,47.06,1973,2019,
5,-19.83,48.8,1973,2019,
9.1,-20.29,44.31,1973,2019,
4.9,-21.75,43.37,1973,2019,
1115,-21.44,47.11,1973,2019,
6.1,-21.2,48.35,1973,2019,
824,-22.55,45.4,1973,2019,
7.9,-22.81,47.82,1973,2019,
8.8,-23.38,43.72,1973,2019,
8.8,-25.04,46.95,1949,2019,
100.9,-12.99,40.52,1973,2019,
1373.1,-13.27,35.26,1973,2019,
755.9,-13.23,37.55,1973,2019,
1300,-14.71,34.35,1980,2019,
607,-14.82,36.53,1973,2019,
440.1,-15.11,39.28,1973,2019,
10.1,-15.03,40.67,1949,2019,
966,-15.6,34.43,1976,2019,
150,-16.18,33.58,1973,2019,
160,-16.11,33.64,1999,2019,
11,-17.86,36.86,1949,2019,
697.1,-19.15,33.42,1973,2019,
10.1,-19.8,34.9,1949,2019,
14,-22.02,35.31,1973,2019,
5,-25.05,33.63,1973,2019,
44.2,-25.92,32.57,1973,2019,
1324,-9.8,29.08,1973,2019,
1673,-8.85,31.33,1973,2019,
1278,-9.7,33.26,1973,2019,
538,-9.95,33.89,1973,2019,
1363,-11.75,24.43,1973,2019,
1384,-11.1,28.85,1973,2019,
1384,-10.22,31.13,1949,2019,
1402,-11.9,31.43,1973,2019,
1360,-10.12,32.63,1985,2019,
1351,-11.88,33.61,1973,2019,
1254.3,-11.45,34.01,1973,2019,
500,-11.6,34.3,1973,2019,
1078,-13.53,23.11,1973,2019,
1234,-13.53,25.85,1973,2019,
1386,-12.17,26.36,1973,2019,
1270.1,-12.98,28.65,1949,2019,
1384,-13.23,30.21,1973,2019,
1032,-13.55,32.58,1949,2019,
1143,-12.28,33.2,1973,2019,
1261,-13.79,33.78,1982,2019,
500,-12.92,34.26,1973,2019,
513,-13.75,34.58,1973,2019,
1063.1,-15.26,23.16,1949,2019,
1213,-14.8,24.8,1973,2019,
978,-15.77,27.91,1973,2019,
1165,-14.4,28.5,1990,2019,
1207,-14.45,28.46,1973,2019,
1151.8,-15.33,28.45,1973,2019,
1280.2,-15.41,28.33,1988,2019,
1213,-15.55,28.25,1973,2019,
1036,-14.25,31.28,1973,2019,
1632,-14.32,34.26,1973,2019,
474,-14.08,34.91,1982,2019,
778.8,-15.68,34.97,1949,2019,
485,-14.43,35.25,1973,2019,
1027,-16.1,23.26,1985,2019,
951,-17.47,24.3,1973,2019,
992.1,-17.8,25.81,1949,2019,
1278,-16.83,27.06,1973,2019,
617,-17.62,27.33,1962,2019,
520,-16.52,28.88,1962,2019,
1344,-16.83,29.61,1962,2019,
1472,-17.83,31.01,1983,2019,
1489.6,-17.93,31.09,1949,2019,
966,-16.78,31.58,1962,2019,
1204,-17.43,32.18,1962,2019,
1063.8,-18.1,25.83,1973,2019,
1079.9,-18.63,27.02,1962,2019,
1282,-18.22,28.93,1962,2019,
1426.5,-19.44,29.86,1962,2019,
1430,-18.53,32.13,1962,2019,
1344,-20.15,28.61,1962,2019,
1330.8,-20.02,28.62,1949,2019,
861,-21.05,29.36,1962,2019,
1095.8,-20.06,30.85,1962,2019,
433.1,-21.01,31.57,1965,2019,
1132,-20.2,32.61,1949,2019,
457,-22.22,30,1962,2019,
1699.3,-22.61,17.08,1973,2019,
958,-17.63,24.16,2007,2019,
1475,-20.43,16.67,1973,2019,
1097,-17.88,15.95,1973,2019,
1100,-19.18,15.91,1974,2019,
1413.1,-19.6,18.12,1973,2019,
1105.5,-17.96,19.71,1973,2019,
1100,-21.7,21.65,1959,2019,
1000,-18.37,21.85,1960,2019,
1002.5,-17.83,25.16,1982,2019,
942.7,-19.97,23.43,1949,2019,
909.8,-20.55,26.11,1991,2019,
985,-21.42,25.6,1992,2019,
1000.7,-21.16,27.47,1959,2019,
91.1,-22.98,14.64,1990,2019,
1112.5,-24.61,17.92,2005,2019,
1725,-22.57,17.1,1957,2019,
1719.1,-22.48,17.47,1973,2019,
1387,-22.5,18.96,1960,2019,
839,-23.68,27.7,1997,2019,
618,-23.07,30.38,1997,2019,
457,-22.68,31.01,2008,2019,
1100,-24.02,21.88,1959,2019,
1188.7,-24.6,24.69,1988,2019,
1005.5,-24.56,25.91,1985,2019,
1274.4,-25.8,25.54,1958,2019,
977,-24.58,27.41,1998,2019,
1322,-25.73,28.18,1949,2019,
1500,-25.92,28.21,1991,2019,
