,elev,lat,lon,yrst,yrstp
3710,328.0,22.5,57.36,2001.0,2019.0
3711,14.0,22.533,59.48,1983.0,2019.0
3712,43.0,22.3,59.81,2005.0,2019.0
3713,135.0,21.383,57.05,2014.0,2019.0
3714,133.0,21.383,57.05,2001.0,2019.0
3715,105.0,23.5,58.48,2013.0,2019.0
3716,19.5,20.675,58.89,1943.0,2019.0
3717,102.0,19.517,57.65,2013.0,2019.0
3718,378.0,22.517,58.11,2014.0,2019.0
3719,0.0,19.75,57.63,1983.0,1990.0
3720,25.0,16.933,54.01,1983.0,2019.0
3721,706.0,17.25,55.23,2013.0,2013.0
3722,478.5,17.666,54.02,1983.0,2019.0
3723,881.0,17.25,54.08,2001.0,2019.0
3724,22.3,17.039,54.09,1943.0,2019.0
3725,1890.0,16.967,43.71,1983.0,2003.0
3726,1890.0,16.967,43.71,1997.0,1997.0
3727,1900.0,16.2,44.78,1984.0,2003.0
3728,2000.0,16.083,43.16,2008.0,2013.0
3729,2190.0,15.517,44.18,1983.0,2001.0
3730,115.0,14.75,42.96,1983.0,2014.0
3731,1385.0,13.683,44.15,1983.0,2017.0
3732,1760.0,15.833,43.58,1993.0,2017.0
3733,2205.8,15.476,44.22,1992.0,2017.0
3734,1070.0,15.433,45.33,1992.0,2016.0
3735,15.0,15.367,42.58,1983.0,2003.0
3736,12.5,14.753,42.97,1992.0,2017.0
3737,2425.0,14.583,44.41,2003.0,2017.0
3738,580.0,15.983,48.95,1983.0,2001.0
3739,1097.3,14.551,46.82,1992.0,2017.0
3740,2692.0,14.133,44.36,2011.0,2016.0
3741,16.5,14.663,49.37,1992.0,2015.0
3742,1097.0,14.517,46.85,1988.0,2002.0
3743,1920.0,14.0,44.33,2001.0,2017.0
3744,1402.1,13.686,44.13,1992.0,2015.0
3745,3.0,12.833,45.03,1943.0,1993.0
3746,3.0,12.833,45.03,1992.0,2018.0
3747,45.0,12.633,53.9,1990.0,1992.0
3748,786.0,34.833,71.81,2008.0,2018.0
3749,1250.0,35.5,71.7,2006.0,2018.0
3750,1457.2,35.919,74.33,1973.0,2018.0
3751,2316.5,35.336,75.53,1944.0,2019.0
3752,152.0,25.983,63.03,2005.0,2018.0
3753,148.0,29.967,70.48,2005.0,2018.0
3754,951.0,34.733,72.35,1974.0,2008.0
3755,970.0,34.817,72.35,2005.0,2019.0
3756,2652.0,34.75,72.9,2007.0,2018.0
3757,2303.0,34.367,73.48,1973.0,2008.0
3758,320.0,34.081,71.97,1973.0,2018.0
3759,508.4,33.617,73.09,1944.0,2019.0
3760,525.0,33.717,73.1,2005.0,2018.0
3761,921.0,32.983,70.11,1944.0,2003.0
3762,210.3,32.563,71.57,1944.0,2018.0
3763,58.2,27.722,68.79,2005.0,2019.0
3764,188.0,32.05,72.66,1973.0,2019.0
3765,253.0,32.583,73.5,2005.0,2018.0
3766,255.0,32.5,74.53,2009.0,2019.0
3767,256.0,32.5,74.53,1944.0,2019.0
3768,1417.3,31.358,69.46,1944.0,2019.0
3769,181.1,31.909,70.89,1944.0,2019.0
3770,156.0,30.983,72.46,2008.0,2018.0
3771,215.0,31.55,74.33,1944.0,2019.0
3772,217.0,31.522,74.4,1976.0,2019.0
3773,125.0,30.05,70.63,1973.0,2008.0
3774,1600.2,30.251,66.93,1944.0,2019.0
3775,1621.0,30.267,66.91,1973.0,2018.0
3776,1801.0,30.75,67.86,1957.0,1963.0
3777,121.9,30.203,71.41,1944.0,2019.0
3778,1098.0,29.883,69.71,1973.0,2019.0
3779,134.0,29.55,67.88,1957.0,2019.0
3780,113.0,29.4,71.78,1944.0,2019.0
3781,850.0,28.883,64.4,1944.0,2019.0
3782,56.4,28.284,68.45,1944.0,2019.0
3783,82.6,28.384,70.28,2008.0,2018.0
3784,1002.5,26.955,64.13,1944.0,2019.0
3785,11.0,25.133,68.26,2018.0,2018.0
3786,50.9,27.335,68.14,2015.0,2017.0
3787,28.3,26.219,68.39,1955.0,2019.0
3788,58.0,25.068,61.8,1944.0,2019.0
3789,29.3,25.233,62.32,2005.0,2019.0
3790,3.7,25.29,63.34,1944.0,2019.0
3791,19.0,25.273,64.58,1944.0,2018.0
3792,41.0,25.383,68.41,1945.0,2019.0
3793,30.5,24.907,67.16,1942.0,2019.0
3794,10.7,24.894,66.93,1973.0,2018.0
3795,4.0,24.8,66.98,1944.0,2003.0
3796,34.0,24.732,69.79,2018.0,2018.0
3797,55.0,26.35,88.6,2016.0,2019.0
3798,34.0,25.883,89.48,1943.0,1946.0
3799,31.0,25.8,89.55,2015.0,2019.0
3800,15.2,24.963,91.86,1944.0,2019.0
3801,19.5,24.437,88.61,1981.0,2019.0
3802,13.7,24.153,89.04,1982.0,2019.0
3803,7.0,23.767,90.38,1954.0,2002.0
3804,9.1,23.843,90.39,1943.0,2019.0
3805,7.3,23.779,90.38,1945.0,2019.0
3806,6.1,23.184,89.16,1982.0,2019.0
3807,34.0,22.35,91.81,1944.0,2006.0
3808,3.7,22.25,91.81,1982.0,2019.0
3809,3.7,21.452,91.96,1946.0,2019.0
3810,3513.0,34.15,77.56,1944.0,1948.0
3811,1690.0,33.583,75.08,2003.0,2019.0
3812,314.0,32.683,74.83,1973.0,1991.0
3813,312.0,32.233,75.63,1973.0,1975.0
3814,230.4,31.71,74.79,1973.0,2019.0
3815,13.4,21.752,72.18,2011.0,2019.0
3816,213.4,29.179,75.75,1944.0,2019.0
3817,2311.0,29.467,79.65,1944.0,2019.0
3818,236.8,28.567,77.1,1975.0,2019.0
3819,214.9,28.585,77.2,1942.0,2019.0
3820,176.8,28.422,79.45,1944.0,2019.0
3821,167.9,27.156,77.96,1942.0,2019.0
3822,100.6,27.295,94.09,1943.0,2019.0
3823,110.3,27.484,95.01,1942.0,2019.0
3824,218.5,26.251,73.04,1943.0,2019.0
3825,385.0,26.824,75.81,1944.0,2019.0
3826,188.1,26.293,78.22,1944.0,2019.0
3827,123.4,26.404,80.41,1944.0,2019.0
3828,125.0,26.761,80.88,1944.0,2019.0
3829,109.7,26.25,81.38,2013.0,2019.0
3830,78.9,26.74,83.45,1944.0,2019.0
3831,53.0,26.117,85.31,2001.0,2017.0
3832,125.6,26.681,88.32,1957.0,2019.0
3833,43.0,26.333,89.46,1943.0,2019.0
3834,49.4,26.106,91.58,1944.0,2019.0
3835,94.8,26.732,94.17,2016.0,2018.0
3836,295.0,25.083,73.08,1945.0,2019.0
3837,273.1,25.16,75.84,1973.0,2019.0
3838,264.0,25.983,76.36,2001.0,2019.0
3839,244.1,25.491,78.55,1944.0,2019.0
3840,98.2,25.44,81.73,1942.0,2018.0
3841,81.1,25.45,82.86,1973.0,2019.0
3842,51.8,25.591,85.08,1944.0,2019.0
3843,891.2,25.7,91.98,2015.0,2019.0
3844,1195.0,24.6,72.71,1944.0,2019.0
3845,513.3,24.618,73.89,1975.0,2019.0
3846,351.0,24.917,75.58,2004.0,2009.0
3847,317.0,24.567,80.83,1944.0,2019.0
3848,115.8,24.744,84.95,1942.0,2019.0
3849,774.2,24.76,93.89,1944.0,2019.0
3850,81.7,23.288,69.67,1944.0,2019.0
3851,29.0,23.15,70.11,2004.0,2019.0
3852,14.0,23.0,70.21,2003.0,2019.0
3853,370.0,42.983,-89.75,1986.0,1986.0
3854,57.6,23.077,72.63,1944.0,2019.0
3855,524.0,23.287,77.33,1944.0,2019.0
3856,495.0,23.178,80.05,1944.0,2019.0
3857,654.7,23.314,85.32,1944.0,2019.0
3858,1089.1,31.877,77.15,2004.0,2019.0
3859,308.5,30.673,76.78,2006.0,2019.0
3860,3255.9,34.136,77.54,2006.0,2019.0
3861,104.2,11.137,75.95,2010.0,2019.0
3862,915.0,13.2,77.7,2008.0,2019.0
3863,59.0,23.65,87.7,2001.0,2019.0
3864,14.0,23.887,91.24,1945.0,2019.0
3865,426.1,23.841,92.62,2010.0,2019.0
3866,134.4,22.309,70.78,1944.0,2019.0
3867,317.3,21.18,81.73,2008.0,2018.0
3868,44.0,22.567,72.93,1983.0,2019.0
3869,37.0,22.333,73.26,2003.0,2019.0
3870,563.9,22.722,75.8,1944.0,2019.0
3871,625.0,22.767,81.9,1944.0,2019.0
3872,274.0,21.988,82.11,2011.0,2019.0
3873,153.9,22.813,86.16,1973.0,2019.0
3874,4.9,22.655,88.44,1943.0,2019.0
3875,7.0,22.183,88.2,2001.0,2019.0
3876,318.0,21.833,76.36,1944.0,2019.0
3877,311.0,21.15,79.11,1986.0,2018.0
3878,314.9,21.092,79.04,1944.0,2019.0
3879,300.8,21.524,80.28,1973.0,2019.0
3880,298.0,21.233,81.65,1996.0,2019.0
3881,317.6,21.183,81.73,1944.0,2019.0
3882,228.9,21.914,84.05,1957.0,2019.0
3883,3.0,21.65,88.05,1944.0,2002.0
3884,9.1,20.715,70.92,2015.0,2019.0
3885,598.0,20.119,73.91,1989.0,2019.0
3886,598.0,19.967,73.81,2006.0,2019.0
3887,304.5,20.699,77.05,1973.0,2019.0
3888,42.1,20.244,85.81,1957.0,2019.0
3889,8.0,20.3,86.68,2002.0,2019.0
3890,3.0,19.117,72.83,2016.0,2016.0
3891,11.3,19.089,72.86,1944.0,2019.0
3892,12.0,19.15,72.0,2017.0,2019.0
3893,582.5,19.863,75.39,1973.0,2019.0
3894,11.0,18.9,72.81,2003.0,2019.0
3895,589.0,18.583,73.91,1988.0,2016.0
3896,560.0,18.533,73.85,2018.0,2018.0
3897,482.8,17.628,75.93,1944.0,2019.0
3898,663.0,17.917,77.53,1944.0,2019.0
3899,531.0,17.452,78.46,1944.0,2019.0
3900,617.0,17.233,78.41,2008.0,2019.0
3901,4.6,17.717,83.21,1954.0,2019.0
3902,66.0,17.7,83.3,1944.0,2019.0
3903,608.4,16.665,74.28,1973.0,2019.0
3904,25.0,16.53,80.79,1973.0,2019.0
3905,56.1,15.381,73.83,1973.0,2019.0
3906,747.0,15.85,74.61,2015.0,2019.0
3907,758.0,15.859,74.61,1973.0,2019.0
3908,661.3,15.35,75.08,2015.0,2019.0
3909,364.0,14.583,77.63,1954.0,2019.0
3910,659.0,13.5,75.08,2001.0,2019.0
3911,3.0,10.85,72.46,2009.0,2019.0
3912,15.8,12.994,80.18,1944.0,2019.0
3913,102.7,12.961,74.89,1973.0,2019.0
3914,888.0,12.95,77.63,1942.0,2019.0
3915,882.0,12.95,78.3,1999.0,2019.0
3916,887.6,12.95,77.66,2005.0,2019.0
3917,214.0,12.917,79.15,1944.0,2019.0
3918,28.0,12.917,92.91,1973.0,2019.0
3919,25.0,12.417,92.93,2007.0,2019.0
3920,3.0,11.117,72.73,1973.0,2019.0
3921,100.0,11.133,75.95,2009.0,2019.0
3922,403.6,11.031,77.04,1973.0,2019.0
3923,38.0,11.967,79.81,2009.0,2019.0
3924,79.0,11.667,92.71,1945.0,2019.0
3925,7.7,10.15,76.4,2006.0,2019.0
3926,9.1,10.542,72.61,2016.0,2016.0
3927,181.0,10.95,78.08,1978.0,2019.0
3928,88.0,10.767,78.71,2016.0,2018.0
3929,87.8,10.765,78.71,1944.0,2019.0
3930,3.0,9.967,76.23,1954.0,2001.0
3931,2.4,9.946,76.27,1944.0,2019.0
3932,139.9,9.835,78.09,1944.0,2019.0
3933,5.0,10.583,92.55,2002.0,2019.0
3934,10.0,9.167,92.83,1973.0,2019.0
3935,14.0,9.15,92.81,1973.0,2019.0
3936,4.6,8.482,76.92,1996.0,2019.0
3937,7.0,8.533,76.86,2003.0,2003.0
3938,2.0,8.75,78.18,2009.0,2019.0
3939,6.0,4.167,73.5,1974.0,1981.0
3940,2234.8,27.403,89.42,2010.0,2019.0
3941,1.8,8.539,81.18,1945.0,2019.0
3942,98.8,8.301,80.42,1962.0,2019.0
3943,117.0,8.117,80.46,1999.0,2019.0
3944,6.1,7.706,81.67,1957.0,2019.0
3945,8.8,7.181,79.86,1962.0,2019.0
3946,6.7,6.822,79.88,1944.0,2019.0
3947,1880.0,6.967,80.76,1957.0,2019.0
3948,20.0,6.117,81.13,1945.0,2019.0
3949,2515.0,34.317,75.31,1944.0,1963.0
3950,1.8,4.192,73.52,1981.0,2019.0
3951,1.8,-0.693,73.15,1981.0,2019.0
3952,1724.0,51.517,100.68,1974.0,1982.0
3953,2050.0,49.533,93.8,1973.0,1982.0
3954,1421.0,49.65,95.78,1973.0,2019.0
3955,1928.0,48.767,96.0,1975.0,2019.0
3956,1723.0,48.733,98.2,1969.0,2019.0
3957,1070.0,49.95,102.6,1973.0,1982.0
3958,1989.0,48.05,100.48,1973.0,1982.0
3959,630.0,48.417,106.71,1969.0,2019.0
3960,883.0,49.833,107.73,1973.0,2019.0
3961,824.0,48.033,113.25,1963.0,1963.0
3962,2523.0,47.667,99.0,1974.0,1974.0
3963,1358.0,46.967,103.8,1973.0,2019.0
3964,1330.1,47.843,106.76,1956.0,2019.0
3965,1319.0,47.833,108.5,1956.0,1958.0
3966,1067.0,47.333,119.03,1973.0,1981.0
3967,1093.0,44.567,107.18,1973.0,2019.0
3968,1494.0,42.9,100.21,1973.0,2019.0
3969,213.0,43.183,109.21,1973.0,2019.0
3970,187.0,28.8,80.55,2005.0,2019.0
3971,720.0,28.6,81.61,1976.0,2019.0
3972,165.0,28.1,81.66,2005.0,2019.0
3973,2300.0,29.283,82.16,1975.0,2019.0
3974,826.6,28.201,83.98,1977.0,2019.0
3975,109.1,27.506,83.41,1977.0,2019.0
3976,137.2,27.159,84.98,1974.0,2019.0
3977,1338.1,27.697,85.35,1973.0,2019.0
3978,2003.0,27.633,86.23,1978.0,1978.0
3979,1732.0,27.35,87.66,1978.0,2019.0
3980,71.9,26.481,87.26,1977.0,2019.0
3981,79.0,22.2,114.01,1973.0,2002.0
3982,62.0,22.3,114.16,1946.0,2018.0
3983,76.0,22.283,114.11,2001.0,2001.0
3984,8.5,22.309,113.91,1948.0,2019.0
3985,947.0,22.417,114.11,1947.0,1956.0
3986,576.0,22.367,114.21,2001.0,2001.0
3987,6.1,22.15,113.59,1951.0,2019.0
3988,59.0,22.183,113.53,2012.0,2012.0
3989,13.0,22.533,114.15,1992.0,2019.0
3990,10.0,22.533,114.3,1992.0,1999.0
3991,53.0,22.483,114.23,1992.0,1996.0
3992,35.0,22.467,113.98,2004.0,2019.0
3993,8.0,22.4,114.2,2004.0,2019.0
3994,32.0,22.317,114.25,2004.0,2004.0
3995,79.0,22.2,114.01,1996.0,2019.0
3996,60.0,22.183,114.3,2004.0,2019.0
3997,35.7,28.417,121.91,1954.0,1955.0
3998,32.6,25.078,121.23,1979.0,2019.0
3999,12.5,26.224,120.0,1999.0,2000.0
4000,68.0,26.16,119.95,1954.0,1999.0
4001,102.0,25.633,122.06,1973.0,1998.0
4002,5.5,25.069,121.55,1946.0,2019.0
4003,46.0,25.056,121.24,1949.0,2000.0
4004,19.0,23.983,121.6,1973.0,2018.0
4005,3.0,24.6,121.85,1982.0,1998.0
4006,7.0,24.75,121.78,1973.0,2018.0
4007,45.0,23.267,119.66,1973.0,2001.0
4008,31.4,23.569,119.62,1949.0,2014.0
4009,21.0,23.5,119.5,1973.0,2009.0
4010,28.3,24.428,118.35,1954.0,2002.0
4011,141.0,24.933,121.3,1988.0,1990.0
4012,141.0,24.933,121.3,1981.0,2001.0
4013,7.9,22.577,120.35,1973.0,2019.0
4014,43.6,22.755,121.1,1982.0,2019.0
4015,14.0,23.0,120.21,1973.0,2004.0
4016,19.2,22.95,120.2,1947.0,2019.0
4017,10.4,22.783,120.26,1954.0,2009.0
4018,25.9,23.462,120.39,1949.0,2014.0
4019,8.0,22.467,120.43,1973.0,1974.0
4020,78.0,24.15,120.68,1973.0,1999.0
4021,23.8,22.672,120.46,1954.0,2009.0
4022,115.0,24.186,120.65,1946.0,2000.0
4023,14.0,22.041,120.73,1949.0,2003.0
4024,2406.0,23.517,120.8,1973.0,2000.0
4025,3850.0,23.483,120.95,1973.0,1998.0
4026,7.9,24.818,120.93,1954.0,2010.0
4027,27.0,24.833,120.0,1973.0,1998.0
4028,29.6,22.7,120.48,1973.0,2001.0
4029,24.0,22.0,120.75,1973.0,1998.0
4030,36.9,22.793,121.18,1949.0,2001.0
4031,13.1,22.029,121.53,1973.0,2003.0
4032,15.8,24.023,121.61,1946.0,2014.0
4033,9.0,24.75,121.76,1949.0,2002.0
4034,10.0,22.75,121.15,1973.0,2001.0
4035,241.0,24.867,121.23,1952.0,1965.0
4036,202.1,24.265,120.62,1952.0,2019.0
4037,430.0,24.25,120.8,1954.0,1955.0
4038,20.0,22.417,120.55,1954.0,2001.0
4039,5.0,24.25,120.51,1978.0,1998.0
4040,6.0,20.667,116.71,1949.0,2000.0
4041,3.0,20.717,116.71,1973.0,1999.0
4042,2.4,16.85,112.33,1949.0,1950.0
4043,5.0,10.383,114.36,1949.0,1998.0
4044,23.0,40.667,129.2,1957.0,2019.0
4045,22.9,19.935,110.45,2004.0,2019.0
4046,71.0,38.281,114.69,2004.0,2019.0
4047,36.0,39.183,127.43,1957.0,2019.0
4048,35.7,39.224,125.67,1950.0,2019.0
4049,274.0,37.95,128.31,1951.0,1983.0
4050,100.0,37.867,127.18,1979.0,1979.0
4051,90.3,36.4,128.28,1996.0,2019.0
4052,13.0,38.133,128.6,1973.0,1981.0
4053,73.5,38.061,128.66,2004.0,2019.0
4054,171.0,37.933,124.66,1951.0,2019.0
4055,91.0,37.7,125.7,1993.0,2019.0
4056,77.0,37.884,127.71,1960.0,2019.0
4057,37.0,37.5,129.13,1951.0,2019.0
4058,71.3,37.719,127.09,1979.0,2016.0
4059,60.0,37.917,127.05,1953.0,2019.0
4060,248.0,37.783,126.36,1979.0,1989.0
4061,10.7,37.754,128.94,1951.0,2019.0
4062,107.0,38.467,128.46,1993.0,2019.0
4063,87.0,37.567,126.96,1950.0,2019.0
4064,250.0,37.783,126.36,1993.0,2019.0
4065,46.0,37.017,126.05,1993.0,2019.0
4066,13.0,36.2,126.55,1993.0,2019.0
4067,12.0,36.7,126.48,1995.0,2004.0
4068,1407.0,37.75,128.66,1993.0,2019.0
4069,17.7,37.558,126.79,1945.0,2019.0
4070,12.2,37.522,126.97,1973.0,2019.0
4071,28.0,37.446,127.11,1974.0,2019.0
4072,15.0,37.033,126.75,1973.0,1973.0
4073,52.0,37.6,126.86,1984.0,1990.0
4074,73.0,37.517,126.98,1996.0,2000.0
4075,7.0,37.467,126.43,1964.0,2005.0
4076,7.0,37.469,126.45,2004.0,2019.0
4077,100.3,37.438,127.96,1954.0,2019.0
4078,49.0,37.5,126.91,1996.0,2018.0
4079,105.5,38.233,127.96,1951.0,2002.0
4080,26.8,37.239,127.0,1951.0,2018.0
4081,406.0,37.35,126.91,1963.0,2009.0
4082,144.0,37.35,127.26,1993.0,2019.0
4083,20.0,37.433,127.11,1973.0,1973.0
4084,11.6,37.091,127.03,1953.0,2019.0
4085,792.0,37.1,128.9,1982.0,2019.0
4086,78.6,36.568,127.5,1991.0,2019.0
4087,85.6,37.03,127.88,1992.0,2019.0
4088,84.0,36.933,126.45,1974.0,2017.0
4089,16.0,36.967,127.03,1951.0,2019.0
4090,15.5,36.967,127.03,2000.0,2004.0
4091,302.0,36.933,126.45,1969.0,1973.0
4092,58.2,36.717,127.49,1979.0,2019.0
4093,25.0,36.567,127.28,2001.0,2005.0
4094,43.0,37.433,127.63,1973.0,2019.0
4095,43.0,36.517,126.31,1951.0,2007.0
4096,78.0,36.3,127.4,1973.0,2019.0
4097,107.9,36.632,128.35,1977.0,2019.0
4098,141.6,36.567,128.7,1983.0,2019.0
4099,97.6,36.417,128.15,1989.0,2019.0
4100,21.3,35.988,129.42,1973.0,2019.0
4101,7.0,34.759,126.38,2004.0,2014.0
4102,29.3,35.878,127.12,1973.0,1973.0
4103,10.0,35.917,126.61,1951.0,2019.0
4104,8.8,35.904,126.61,2000.0,2004.0
4105,35.4,35.894,128.65,1950.0,2019.0
4106,75.0,35.85,128.58,1973.0,1997.0
4107,61.0,35.883,128.61,1973.0,2019.0
4108,12.0,36.683,126.48,1996.0,2007.0
4109,13.0,35.583,129.35,1950.0,2007.0
4110,10.0,35.583,129.35,1981.0,1983.0
4111,13.7,35.593,129.35,1973.0,2019.0
4112,1.8,35.18,128.93,1954.0,2019.0
4113,4.0,35.133,128.7,1967.0,1984.0
4114,11.9,35.126,126.8,1953.0,2018.0
4115,71.0,35.1,129.03,1973.0,2019.0
4116,8.0,35.083,128.08,1973.0,2019.0
4117,7.6,35.089,128.07,2000.0,2004.0
4118,16.0,34.983,126.38,2008.0,2019.0
4119,5.0,34.767,126.38,1974.0,1974.0
4120,16.2,34.842,127.61,1974.0,2019.0
4121,478.0,34.467,126.33,2003.0,2019.0
4122,36.0,33.511,126.49,1973.0,2019.0
4123,27.0,33.2,126.26,1954.0,2019.0
4124,79.0,36.567,127.5,1987.0,1991.0
4125,37.0,35.433,126.43,1980.0,2002.0
4126,37.0,35.433,126.43,1973.0,1980.0
4127,34.1,45.242,141.18,1975.0,2006.0
4128,54.9,42.073,139.43,1975.0,1999.0
4129,40.0,44.433,141.43,1973.0,2004.0
4130,37.0,42.983,144.4,1952.0,2019.0
4131,49.0,42.317,140.98,1952.0,2019.0
4132,25.0,42.775,141.69,1945.0,2019.0
4133,63.0,41.917,143.25,1973.0,2002.0
4134,36.0,41.817,141.18,1973.0,2002.0
4135,26.5,42.794,141.66,1988.0,2019.0
4136,9.1,45.404,141.8,1973.0,2019.0
4137,27.0,45.45,141.03,1979.0,2000.0
4138,16.0,42.05,139.45,1973.0,1990.0
4139,117.0,43.367,140.46,1973.0,2002.0
4140,33.0,45.233,141.2,1999.0,2002.0
4141,24.4,44.304,143.4,1973.0,2019.0
4142,219.8,43.671,142.44,1973.0,2019.0
4143,114.9,43.795,142.36,1973.0,2019.0
4144,7.6,43.116,141.38,1973.0,2019.0
4145,41.1,43.881,144.16,1973.0,2019.0
4146,71.3,43.578,144.96,1973.0,2019.0
4147,21.3,42.783,141.7,2007.0,2007.0
4148,46.0,41.77,140.82,1973.0,2019.0
4149,99.7,43.041,144.19,1973.0,2019.0
4150,153.9,42.733,143.21,1973.0,2019.0
4151,85.6,42.891,143.15,1981.0,2019.0
4152,46.3,40.556,141.46,1973.0,2019.0
4153,10.0,41.233,141.13,1973.0,2014.0
4154,202.4,40.735,140.69,1973.0,2019.0
4155,95.4,39.616,140.21,1973.0,2019.0
4156,90.5,39.429,141.13,1973.0,2019.0
4157,107.6,38.412,140.37,1973.0,2019.0
4158,372.2,37.227,140.43,1995.0,2019.0
4159,10.0,38.233,140.91,1973.0,2014.0
4160,4.6,38.14,140.91,1973.0,2019.0
4161,4.0,37.95,139.11,1973.0,2019.0
4162,8.8,37.956,139.12,2000.0,2004.0
4163,16.0,41.433,141.46,1973.0,2001.0
4164,35.1,40.7,141.36,1996.0,2019.0
4165,39.0,40.705,141.37,1948.0,2004.0
4166,36.0,40.683,141.4,1980.0,2001.0
4167,89.0,40.192,140.37,1980.0,2019.0
4168,28.0,39.55,142.08,1973.0,1974.0
4169,26.2,38.812,139.78,1992.0,2019.0
4170,2.1,38.405,141.22,1948.0,2019.0
4171,47.0,38.267,141.58,1973.0,1994.0
4172,375.0,37.233,140.43,1993.0,1995.0
4173,52.0,37.0,140.98,1973.0,1974.0
4174,14.0,37.85,136.91,1973.0,2002.0
4175,57.0,38.333,138.51,1973.0,1982.0
4176,870.0,36.217,140.1,1952.0,2009.0
4177,39.0,35.394,136.87,1973.0,2019.0
4178,4.6,34.858,136.8,2005.0,2019.0
4179,15.8,35.255,136.92,1946.0,2019.0
4180,142.0,35.75,139.35,1999.0,2019.0
4181,141.1,35.748,139.34,1947.0,2004.0
4182,89.9,35.842,139.41,1946.0,2019.0
4183,395.0,36.433,138.95,2009.0,2019.0
4184,7.0,34.813,138.29,1973.0,2019.0
4185,98.0,35.7,139.4,1945.0,2014.0
4186,6.0,35.4,139.91,1973.0,2019.0
4187,3.0,35.398,139.91,2000.0,2004.0
4188,36.0,35.683,139.76,1952.0,2019.0
4189,27.0,34.267,136.9,1973.0,2005.0
4190,10.7,35.552,139.78,1946.0,2019.0
4191,31.0,35.68,139.72,1990.0,2019.0
4192,103.6,32.483,130.15,2004.0,2019.0
4193,218.8,37.293,136.96,2004.0,2019.0
4194,10.0,34.367,139.25,1952.0,2002.0
4195,50.9,35.45,139.45,1996.0,2019.0
4196,65.0,35.45,139.45,1945.0,2004.0
4197,61.0,35.45,139.46,1979.0,1980.0
4198,111.9,35.514,139.39,1954.0,2019.0
4199,45.7,34.75,137.7,1973.0,2019.0
4200,44.0,35.667,139.53,1954.0,2019.0
4201,43.0,35.765,140.38,1978.0,2019.0
4202,8.0,35.633,139.85,1973.0,2019.0
4203,3.0,34.987,139.82,1973.0,2019.0
4204,101.8,36.515,139.87,1973.0,2019.0
4205,49.1,35.283,139.66,1973.0,2009.0
4206,10.0,35.3,139.66,1973.0,1975.0
4207,11.0,36.395,136.4,1973.0,2019.0
4208,5.8,36.143,136.22,1973.0,2007.0
4209,29.0,36.648,137.18,1973.0,2019.0
4210,665.1,36.167,137.92,1973.0,2019.0
4211,32.0,36.181,140.41,1973.0,2019.0
4212,29.0,36.033,140.2,1973.0,2014.0
4213,683.0,35.317,138.86,1973.0,2014.0
4214,29.9,35.799,140.01,1973.0,2019.0
4215,9.0,34.533,136.68,1973.0,2014.0
4216,39.6,34.782,139.36,1973.0,2019.0
4217,20.4,34.074,139.56,1973.0,2002.0
4218,92.4,33.115,139.78,1973.0,2013.0
4219,135.0,34.8,138.18,1973.0,2019.0
4220,94.8,36.181,133.32,1996.0,1996.0
4221,6.1,35.492,133.23,1948.0,2019.0
4222,178.0,35.513,134.78,1996.0,2019.0
4223,139.0,35.767,135.23,1974.0,1990.0
4224,9.0,35.483,135.38,2008.0,2013.0
4225,30.0,35.45,135.33,1973.0,1975.0
4226,1377.0,35.417,136.41,1952.0,2002.0
4227,72.0,34.75,131.15,1980.0,1980.0
4228,3.0,34.15,132.23,1973.0,2004.0
4229,2.1,34.15,132.23,2004.0,2019.0
4230,2.0,34.15,132.23,1996.0,2004.0
4231,4.0,34.233,132.56,1973.0,1975.0
4232,15.2,34.786,135.43,1945.0,2019.0
4233,8.0,34.417,135.25,1995.0,1995.0
4234,7.9,34.433,135.23,1995.0,2019.0
4235,11.9,34.596,135.6,1973.0,2019.0
4236,90.8,33.662,135.36,1973.0,2019.0
4237,56.1,34.676,131.79,1994.0,2019.0
4238,7.0,33.93,131.27,1973.0,2019.0
4239,4.0,34.045,131.05,1973.0,2019.0
4240,2.1,34.035,131.54,1948.0,2019.0
4241,331.6,34.436,132.91,1973.0,2019.0
4242,4.6,34.367,132.41,1994.0,2011.0
4243,4.6,35.414,132.89,1973.0,2019.0
4244,245.7,34.757,133.85,1973.0,2019.0
4245,19.8,35.53,134.16,1973.0,2019.0
4246,64.9,34.285,129.33,1980.0,2019.0
4247,29.9,33.883,130.65,1945.0,2019.0
4248,9.8,33.586,130.45,1946.0,2019.0
4249,1.8,33.15,130.3,1999.0,2019.0
4250,3.3,33.167,129.71,1987.0,2007.0
4251,22.0,33.167,129.73,2000.0,2004.0
4252,20.0,33.017,129.18,1982.0,2019.0
4253,20.0,33.217,129.05,1989.0,1999.0
4254,17.0,33.167,129.71,1973.0,1975.0
4255,96.0,32.417,131.68,1973.0,1981.0
4256,147.0,31.617,129.7,1973.0,1984.0
4257,56.0,30.983,130.66,1973.0,1986.0
4258,234.0,31.367,131.35,1973.0,1974.0
4259,37.8,30.386,130.65,1952.0,2019.0
4260,16.8,33.685,131.04,1973.0,2019.0
4261,83.2,32.666,128.83,1973.0,2019.0
4262,196.0,29.917,129.53,1973.0,2002.0
4263,65.2,31.368,130.84,1945.0,2019.0
4264,276.1,31.803,130.71,1973.0,2019.0
4265,5.8,33.479,131.73,1973.0,2019.0
