,elev,lat,lon,yrst,yrstp
11710,327.4,48.941,-95.34,2006.0,2019.0
11711,327.0,48.933,-95.33,1997.0,2005.0
11712,404.5,47.822,-92.68,2006.0,2019.0
11713,404.0,47.817,-92.68,1997.0,2005.0
11714,307.5,45.543,-94.05,1973.0,2019.0
11715,315.2,44.969,-95.71,2006.0,2019.0
11716,315.0,44.969,-95.71,1988.0,2005.0
11717,325.2,43.986,-94.55,2006.0,2019.0
11718,325.0,43.986,-94.55,1986.0,2005.0
11719,372.2,46.405,-94.13,2006.0,2019.0
11720,374.0,46.4,-94.13,1973.0,2005.0
11721,311.2,44.548,-95.08,2000.0,2019.0
11722,312.0,44.55,-95.08,1949.0,1999.0
11723,431.6,45.868,-95.39,1973.0,2019.0
11724,389.8,46.703,-92.5,2006.0,2019.0
11725,390.0,46.7,-92.5,1992.0,2005.0
11726,359.4,44.45,-95.81,2006.0,2019.0
11727,360.0,44.451,-95.82,1984.0,2005.0
11728,531.0,44.381,-100.28,2010.0,2019.0
11729,360.9,46.283,-96.15,2006.0,2010.0
11730,531.0,44.383,-100.28,1984.0,2005.0
11731,417.6,46.447,-95.21,2006.0,2019.0
11732,417.0,46.45,-95.21,2002.0,2005.0
11733,292.6,44.628,-93.22,2006.0,2019.0
11734,293.0,44.629,-93.22,1996.0,2005.0
11735,323.1,44.333,-93.31,2006.0,2018.0
11736,323.0,44.325,-93.31,1986.0,2005.0
11737,237.7,44.589,-92.48,2006.0,2019.0
11738,238.0,44.583,-92.48,1991.0,2005.0
11739,344.4,45.566,-95.96,2006.0,2019.0
11740,347.0,45.567,-95.96,1991.0,2005.0
11741,529.1,43.983,-96.3,2006.0,2019.0
11742,529.0,43.983,-96.3,1991.0,2005.0
11743,308.2,44.319,-94.5,2006.0,2019.0
11744,308.0,44.317,-94.5,1991.0,2005.0
11745,349.3,44.123,-93.26,2006.0,2019.0
11746,349.0,44.117,-93.26,1992.0,2005.0
11747,323.1,44.859,-94.38,2006.0,2019.0
11748,323.0,44.867,-94.38,1992.0,2005.0
11749,360.6,46.283,-96.15,1996.0,2019.0
11750,292.0,44.633,-93.23,1993.0,1996.0
11751,382.5,44.638,-90.18,2006.0,2019.0
11752,389.0,44.637,-90.18,1992.0,2005.0
11753,262.4,45.062,-93.35,2006.0,2019.0
11754,265.0,45.062,-93.35,1983.0,2005.0
11755,344.1,45.117,-95.08,1990.0,2009.0
11756,343.5,45.116,-95.08,2000.0,2003.0
11757,278.0,45.15,-93.21,2006.0,2019.0
11758,278.0,45.15,-93.21,1990.0,2005.0
11759,342.0,45.949,-94.34,2006.0,2019.0
11760,342.0,45.949,-94.34,1992.0,2005.0
11761,276.5,44.832,-93.47,2006.0,2019.0
11762,276.0,44.817,-93.45,1983.0,2005.0
11763,265.8,44.883,-93.22,1945.0,2019.0
11764,347.5,45.147,-94.5,2006.0,2019.0
11765,347.0,45.1,-94.5,1985.0,2005.0
11766,213.4,44.932,-93.05,1983.0,2019.0
11767,215.0,44.933,-93.05,2000.0,2003.0
11768,311.2,44.217,-93.91,2006.0,2019.0
11769,311.0,44.223,-93.91,1973.0,2005.0
11770,353.9,43.65,-94.41,2006.0,2019.0
11771,354.0,43.65,-94.41,1973.0,2005.0
11772,478.5,43.645,-95.58,2006.0,2019.0
11773,480.0,43.65,-95.58,1973.0,2005.0
11774,200.0,44.077,-91.7,2006.0,2019.0
11775,200.0,44.083,-91.7,1991.0,2005.0
11776,383.7,43.683,-93.36,2006.0,2019.0
11777,383.0,43.683,-93.36,1986.0,2005.0
11778,395.3,45.443,-98.41,1973.0,2019.0
11779,440.7,43.65,-94.98,2006.0,2019.0
11780,441.0,43.65,-94.98,1998.0,2005.0
11781,397.8,44.018,-92.83,2006.0,2019.0
11782,398.0,44.017,-92.83,2001.0,2005.0
11783,249.9,44.857,-93.03,2006.0,2019.0
11784,250.0,44.85,-93.03,1995.0,2005.0
11785,1198.2,44.483,-103.78,1996.0,2019.0
11786,1198.2,44.48,-103.78,1990.0,2018.0
11787,972.3,44.734,-103.86,1992.0,2004.0
11788,925.0,45.267,-103.53,1977.0,1989.0
11789,965.6,44.043,-103.05,1973.0,2019.0
11790,999.1,44.15,-103.1,1939.0,2019.0
11791,999.0,44.133,-103.1,2000.0,2004.0
11792,463.9,45.154,-89.11,2006.0,2019.0
11793,464.0,45.15,-89.11,1973.0,2005.0
11794,915.6,45.604,-103.54,1999.0,2019.0
11795,915.0,45.6,-103.55,1974.0,1998.0
11796,1303.0,44.267,-104.95,1973.0,1976.0
11797,1327.1,44.339,-105.54,2006.0,2019.0
11798,1230.0,44.349,-105.53,1977.0,2005.0
11799,1513.9,44.381,-106.72,2006.0,2019.0
11800,1514.0,44.383,-106.71,1999.0,2005.0
11801,1329.0,44.35,-105.53,1976.0,1977.0
11802,0.0,47.733,-122.71,1985.0,1985.0
11803,0.0,44.517,-67.6,1985.0,1985.0
11804,1202.4,44.769,-106.96,1973.0,2019.0
11805,2388.1,44.544,-110.42,1979.0,2019.0
11806,1271.6,43.966,-107.95,2000.0,2019.0
11807,1288.0,43.967,-107.95,1973.0,1999.0
11808,1551.0,44.517,-109.01,1973.0,1977.0
11809,1198.8,44.517,-108.08,2006.0,2019.0
11810,1199.0,44.517,-108.08,1980.0,2005.0
11811,922.0,45.433,-105.4,1976.0,1990.0
11812,922.0,45.433,-105.4,1990.0,1995.0
11813,802.8,46.427,-105.88,1973.0,1983.0
11814,748.9,47.133,-104.8,2006.0,2019.0
11815,749.0,47.133,-104.8,1973.0,2005.0
11816,281.3,45.698,-92.95,2006.0,2019.0
11817,281.0,45.7,-92.95,2001.0,2005.0
11818,522.0,45.55,-100.41,1973.0,1976.0
11819,508.0,45.533,-100.43,1976.0,1977.0
11820,298.4,45.56,-93.6,2006.0,2019.0
11821,298.0,45.56,-93.6,1997.0,2005.0
11822,522.7,45.546,-100.4,2006.0,2019.0
11823,523.0,45.547,-100.4,1977.0,2005.0
11824,526.1,44.381,-100.28,1944.0,2010.0
11825,2053.1,41.8,-107.2,2010.0,2019.0
11826,2065.0,41.8,-107.2,1973.0,2010.0
11827,791.0,45.933,-102.16,1976.0,1977.0
11828,783.6,45.919,-102.1,1977.0,2001.0
11829,1552.0,44.517,-109.01,2006.0,2019.0
11830,1553.0,44.517,-109.01,1977.0,2005.0
11831,1514.0,44.383,-106.71,1999.0,1999.0
11832,2124.5,42.584,-110.1,1999.0,2019.0
11833,2124.0,42.567,-110.1,1978.0,1998.0
11834,1659.6,43.064,-108.45,2007.0,2019.0
11835,1684.0,43.064,-108.46,1996.0,2007.0
11836,2031.0,44.65,-111.1,1975.0,1990.0
11837,2030.9,44.65,-111.1,2006.0,2007.0
11838,2031.0,44.65,-111.1,1990.0,2005.0
11839,2026.6,44.683,-111.11,2006.0,2019.0
11840,2025.0,44.683,-111.11,1991.0,2005.0
11841,2025.0,44.683,-111.11,1973.0,1990.0
11842,2068.0,44.567,-112.31,1943.0,1992.0
11843,1091.5,45.807,-108.54,1935.0,2019.0
11844,1110.0,46.25,-114.15,1988.0,2003.0
11845,1268.0,46.43,-109.83,1973.0,2005.0
11846,1263.4,47.049,-109.45,1942.0,2019.0
11847,905.6,46.358,-104.25,2006.0,2019.0
11848,906.0,46.35,-104.26,1998.0,2005.0
11849,1686.5,45.965,-112.5,1977.0,2010.0
11850,1686.5,45.965,-112.5,1976.0,1977.0
11851,1303.9,45.867,-111.96,1973.0,1978.0
11852,1591.7,45.258,-112.55,1973.0,2010.0
11853,1349.4,45.788,-111.16,1973.0,2019.0
11854,1415.2,45.698,-110.44,1973.0,2019.0
11855,1537.0,45.25,-112.55,1973.0,1974.0
11856,958.0,43.5,-116.23,1999.0,2001.0
11857,857.7,43.567,-116.24,1931.0,2019.0
11858,740.4,43.65,-116.63,2006.0,2019.0
11859,740.0,43.633,-116.63,1992.0,2005.0
11860,913.2,43.05,-115.86,1932.0,2018.0
11861,913.0,43.05,-115.86,2000.0,2004.0
11862,1233.8,42.727,-114.45,2006.0,2019.0
11863,1235.0,42.727,-114.45,1999.0,2005.0
11864,1837.3,47.457,-115.64,1996.0,2019.0
11865,1829.0,47.45,-115.66,2000.0,2003.0
11866,1481.9,43.832,-111.8,1999.0,2019.0
11867,1979.7,44.171,-114.92,1999.0,2019.0
11868,1261.9,43.595,-118.95,1973.0,2019.0
11869,1271.0,43.583,-118.95,1981.0,1990.0
11870,6.0,42.15,-124.27,1977.0,1991.0
11871,940.0,44.256,-121.13,1942.0,2010.0
11872,16.8,45.773,-122.86,2006.0,2019.0
11873,18.0,45.773,-122.86,1978.0,2005.0
11874,668.4,44.021,-117.01,1973.0,2019.0
11875,668.0,44.017,-117.01,2000.0,2003.0
11876,1271.0,43.595,-118.95,1980.0,1990.0
11877,1126.8,44.404,-118.96,2006.0,2006.0
11878,1127.0,44.4,-118.96,1990.0,1995.0
11879,1232.0,45.117,-113.88,1976.0,1977.0
11880,1232.6,45.117,-113.88,2006.0,2019.0
11881,1232.0,45.117,-113.88,1977.0,2005.0
11882,1210.0,45.18,-113.9,1981.0,1997.0
11883,1009.0,45.95,-116.13,1976.0,1990.0
11884,1010.1,45.943,-116.12,1996.0,2019.0
11885,1010.1,45.943,-116.12,1990.0,2018.0
11886,1162.0,42.9,-117.65,1981.0,1998.0
11887,1234.4,42.591,-117.86,1998.0,2019.0
11888,1235.0,42.583,-117.88,2000.0,2003.0
11889,1127.2,44.4,-118.96,2005.0,2019.0
11890,1126.8,44.4,-118.96,1999.0,2018.0
11891,452.9,45.698,-118.85,1942.0,2019.0
11892,48.5,45.195,-123.13,2006.0,2019.0
11893,50.0,45.183,-123.13,1997.0,2005.0
11894,195.4,45.826,-119.26,2006.0,2019.0
11895,196.0,45.828,-119.25,1998.0,2005.0
11896,826.9,45.283,-118.0,1988.0,2019.0
11897,828.0,45.283,-118.0,2000.0,2003.0
11898,1134.8,45.511,-118.42,1973.0,2019.0
11899,1024.4,44.843,-117.8,1973.0,2019.0
11900,1269.2,43.876,-121.45,1980.0,1980.0
11901,155.1,43.239,-123.35,1973.0,1980.0
11902,160.0,43.239,-123.35,1980.0,2019.0
11903,161.0,43.233,-123.35,2000.0,2003.0
11904,23.0,43.35,-124.33,1975.0,1987.0
11905,41.0,43.68,-124.17,1975.0,1991.0
11906,5.2,43.413,-124.24,1977.0,2019.0
11907,5.0,43.417,-124.23,2000.0,2003.0
11908,927.5,44.256,-121.13,1996.0,2019.0
11909,107.6,44.128,-123.22,1973.0,2019.0
11910,62.5,44.905,-123.0,1973.0,2019.0
11911,76.2,44.5,-123.28,2006.0,2019.0
11912,75.0,44.483,-123.28,1943.0,2005.0
11913,37.2,44.583,-124.05,2011.0,2019.0
11914,49.0,44.58,-124.05,1973.0,2011.0
11915,48.0,44.633,-124.05,1976.0,1977.0
11916,48.0,44.583,-124.06,1990.0,2001.0
11917,12.0,44.0,-124.12,1975.0,1991.0
11918,1.0,44.62,-124.05,1975.0,1996.0
11919,2.0,45.2,-123.96,1990.0,1992.0
11920,48.8,44.583,-124.05,1977.0,2011.0
11921,48.0,44.583,-124.05,2000.0,2003.0
11922,59.7,45.249,-122.76,2006.0,2019.0
11923,61.0,45.25,-122.76,1980.0,2005.0
11924,11.0,45.417,-123.81,1992.0,1995.0
11925,5.8,45.596,-122.6,1936.0,2019.0
11926,8.8,45.551,-122.4,2006.0,2019.0
11927,12.0,45.55,-122.4,1948.0,2005.0
11928,62.2,45.541,-122.94,2006.0,2019.0
11929,62.0,45.533,-122.95,1973.0,2005.0
11930,46.0,45.683,-121.88,2006.0,2013.0
11931,46.0,45.667,-121.88,1973.0,2005.0
11932,71.6,45.619,-121.16,1973.0,2019.0
11933,15.0,45.57,-123.92,1975.0,1990.0
11934,20.0,45.867,-66.53,1973.0,1977.0
11935,51.0,45.833,-66.43,1975.0,1977.0
11936,150.0,46.133,-67.78,1973.0,1990.0
11937,145.1,46.119,-67.79,2000.0,2019.0
11938,149.0,46.117,-67.8,1942.0,1999.0
11939,71.0,46.117,-64.68,1973.0,1977.0
11940,55.0,46.283,-63.13,1973.0,1977.0
11941,62.0,46.167,-60.05,1973.0,1977.0
11942,41.0,46.233,-61.3,1973.0,1977.0
11943,57.0,47.383,-61.86,1973.0,1977.0
11944,37.0,48.0,-66.33,1973.0,1977.0
11945,314.2,46.617,-69.53,2006.0,2019.0
11946,314.0,46.617,-69.51,1985.0,2005.0
11947,190.2,46.871,-68.01,1973.0,2019.0
11948,227.0,46.95,-67.88,1950.0,1994.0
11949,162.8,46.683,-68.05,1941.0,2019.0
11950,146.0,46.683,-68.05,2000.0,2003.0
11951,20.7,43.964,-69.71,2006.0,2019.0
11952,21.0,43.961,-69.71,1995.0,2005.0
11953,72.0,46.8,-71.38,1973.0,1977.0
11954,60.0,46.35,-72.68,1973.0,1977.0
11955,149.0,47.8,-69.55,1973.0,1977.0
11956,52.0,48.6,-68.2,1973.0,1977.0
11957,4.0,48.017,-64.5,1973.0,1977.0
11958,395.0,46.05,-74.28,1973.0,1977.0
11959,337.0,48.05,-77.78,1973.0,1977.0
11960,301.0,48.2,-78.83,1973.0,1977.0
11961,439.0,47.917,-74.61,1973.0,1977.0
11962,179.0,48.517,-72.26,1973.0,1977.0
11963,341.0,46.617,-80.8,1973.0,1977.0
11964,370.0,46.367,-79.41,1973.0,1977.0
11965,193.0,45.883,-82.56,1973.0,1977.0
11966,220.1,46.479,-84.35,1973.0,2019.0
11967,243.5,46.25,-84.46,2006.0,2019.0
11968,244.0,46.25,-84.46,1978.0,2005.0
11969,220.7,46.479,-84.35,1948.0,1972.0
11970,218.0,46.483,-84.36,1973.0,1991.0
11971,176.0,46.5,-84.33,1976.0,1996.0
11972,214.9,45.564,-84.79,1973.0,2019.0
11973,176.0,45.85,-84.72,1976.0,1996.0
11974,183.0,46.767,-84.95,1981.0,1981.0
11975,244.0,47.7,-79.85,1973.0,1977.0
11976,188.0,46.483,-84.5,1973.0,1977.0
11977,183.0,46.67,-85.98,1976.0,1982.0
11978,186.0,46.767,-84.96,1977.0,1981.0
11979,287.0,47.967,-84.78,1973.0,1977.0
11980,295.0,48.567,-81.36,1973.0,1977.0
11981,457.2,45.955,-90.42,1973.0,2001.0
11982,495.0,45.631,-89.48,2006.0,2019.0
11983,495.0,45.633,-89.46,1973.0,2005.0
11984,192.0,47.08,-90.73,1976.0,1987.0
11985,204.2,45.407,-83.81,2006.0,2019.0
11986,204.0,45.4,-83.81,2004.0,2005.0
11987,431.3,46.531,-87.54,1973.0,2019.0
11988,434.0,46.533,-87.55,2004.0,2004.0
11989,434.0,46.533,-87.56,1985.0,1985.0
11990,196.9,45.305,-85.27,2006.0,2019.0
11991,204.0,45.3,-85.26,2002.0,2005.0
11992,225.6,45.865,-84.63,2006.0,2019.0
11993,226.0,45.865,-84.63,1956.0,2005.0
11994,189.0,44.986,-85.2,2006.0,2019.0
11995,190.0,44.983,-85.2,1973.0,2005.0
11996,342.0,45.818,-88.11,2006.0,2019.0
11997,360.0,45.817,-88.11,1973.0,2005.0
11998,203.0,46.55,-87.38,1976.0,1996.0
11999,186.0,47.417,-87.58,1976.0,1977.0
12000,333.8,47.169,-88.48,1973.0,2019.0
12001,329.2,47.049,-91.74,2006.0,2019.0
12002,329.0,47.05,-91.75,1992.0,2005.0
12003,374.9,46.533,-90.13,2006.0,2019.0
12004,375.0,46.527,-90.13,1973.0,2005.0
12005,328.0,47.1,-91.75,1976.0,1981.0
12006,186.0,47.47,-88.17,1976.0,1983.0
12007,190.0,47.23,-88.63,1976.0,1991.0
12008,328.0,46.419,-92.8,2006.0,2019.0
12009,328.0,46.417,-92.8,1976.0,2005.0
12010,436.8,46.837,-92.18,1948.0,2019.0
12011,274.0,47.842,-96.62,2006.0,2019.0
12012,274.0,47.85,-96.61,1985.0,2005.0
12013,437.1,46.901,-95.06,1990.0,2019.0
12014,548.0,47.838,-90.38,2006.0,2019.0
12015,548.0,47.833,-90.38,1997.0,2005.0
12016,412.1,47.386,-92.83,1973.0,2019.0
12017,185.9,46.722,-92.04,2006.0,2019.0
12018,186.0,46.722,-92.04,1976.0,2005.0
12019,425.8,46.833,-95.88,2006.0,2019.0
12020,426.0,46.825,-95.88,1978.0,2005.0
12021,413.0,47.211,-93.51,2006.0,2019.0
12022,413.0,47.217,-93.51,1983.0,2005.0
12023,443.8,47.817,-91.83,2006.0,2019.0
12024,443.0,47.817,-91.83,1983.0,2005.0
12025,329.8,44.986,-96.04,2006.0,2019.0
12026,330.0,44.986,-96.17,1999.0,2005.0
12027,329.2,49.318,-94.9,2006.0,2019.0
12028,329.0,49.317,-94.9,1999.0,2005.0
12029,411.2,47.783,-93.65,2006.0,2019.0
12030,411.0,47.783,-93.65,1999.0,2005.0
12031,185.9,47.747,-90.34,2006.0,2019.0
12032,186.0,47.833,-90.38,1999.0,2005.0
12033,360.6,48.561,-93.39,1973.0,2019.0
12034,341.1,48.267,-92.48,2006.0,2019.0
12035,341.0,48.267,-92.48,1991.0,2005.0
12036,420.3,47.424,-92.49,2006.0,2019.0
12037,420.0,47.425,-92.49,1992.0,2005.0
12038,308.5,45.886,-93.27,2006.0,2019.0
12039,308.0,45.886,-93.27,1976.0,2005.0
12040,329.8,48.717,-94.6,1983.0,2019.0
12041,322.8,48.856,-95.69,2006.0,2019.0
12042,323.0,48.85,-95.7,1990.0,2005.0
12043,249.6,48.753,-96.94,2006.0,2019.0
12044,250.0,48.75,-96.95,1992.0,2005.0
12045,391.0,48.75,-91.61,1973.0,1977.0
12046,360.0,48.154,-94.51,2006.0,2019.0
12047,360.0,48.15,-94.51,2001.0,2005.0
12048,199.0,48.367,-89.31,1973.0,1977.0
12049,489.0,49.033,-90.46,1973.0,1977.0
12050,406.6,46.99,-94.2,2006.0,2019.0
12051,407.0,46.983,-94.2,2001.0,2005.0
12052,390.0,46.6,-94.31,1976.0,2004.0
12053,288.0,45.559,-93.26,2006.0,2019.0
12054,288.0,45.55,-93.26,1992.0,2005.0
12055,367.0,46.548,-93.67,2006.0,2019.0
12056,367.0,46.55,-93.68,1992.0,2005.0
12057,389.2,47.593,-95.77,2006.0,2019.0
12058,389.0,47.6,-95.76,1992.0,2005.0
12059,429.8,43.913,-95.1,2006.0,2019.0
12060,430.0,43.917,-95.11,1999.0,2005.0
12061,316.7,45.332,-95.65,2006.0,2019.0
12062,317.0,45.333,-95.65,1994.0,2005.0
12063,394.7,46.725,-94.38,2006.0,2019.0
12064,395.0,46.717,-94.38,1999.0,2005.0
12065,7.6,27.635,-97.31,2018.0,2018.0
12066,392.3,46.381,-94.8,2006.0,2019.0
12067,392.0,46.383,-94.8,1999.0,2005.0
12068,335.3,45.306,-96.42,2006.0,2019.0
12069,335.0,45.3,-96.41,1999.0,2005.0
12070,302.4,44.756,-94.08,2006.0,2019.0
12071,302.0,44.75,-94.08,2001.0,2005.0
12072,274.3,46.925,-96.81,1948.0,2019.0
12073,312.4,45.78,-96.54,2006.0,2019.0
12074,312.0,45.78,-96.54,1992.0,2005.0
12075,351.0,46.1,-97.15,1979.0,2001.0
12076,455.4,46.926,-98.66,1973.0,2019.0
12077,424.3,47.5,-94.93,2006.0,2019.0
12078,420.0,47.5,-94.93,1973.0,2005.0
12079,185.0,47.75,-90.34,1978.0,2010.0
12080,339.9,48.067,-96.18,2006.0,2019.0
12081,340.0,48.066,-96.18,1973.0,2005.0
12082,331.9,47.249,-91.41,2006.0,2019.0
12083,332.0,47.25,-91.41,1992.0,2005.0
12084,328.0,48.933,-95.35,1978.0,1993.0
12085,336.0,48.941,-95.34,1992.0,1995.0
12086,375.8,43.665,-92.93,2006.0,2019.0
12087,376.0,43.667,-92.93,1992.0,2005.0
12088,256.6,47.943,-97.18,2010.0,2019.0
12089,257.0,47.933,-97.16,1948.0,2010.0
12090,443.0,48.117,-98.9,1973.0,1990.0
12091,439.2,48.117,-98.9,2006.0,2019.0
12092,443.0,48.114,-98.9,1990.0,2005.0
12093,278.3,47.967,-97.4,1959.0,2019.0
12094,278.0,47.95,-97.4,2000.0,2004.0
12095,253.6,47.943,-97.18,1973.0,2010.0
12096,329.0,47.533,-97.33,1974.0,1975.0
12097,439.0,48.1,-98.87,1977.0,1992.0
12098,824.5,46.014,-102.65,2006.0,2019.0
12099,824.0,46.017,-102.65,1999.0,2005.0
12100,786.4,46.799,-102.79,1996.0,2019.0
12101,503.2,46.783,-100.75,1936.0,2019.0
12102,787.3,46.799,-102.79,1973.0,2010.0
12103,624.0,47.75,-101.83,1977.0,2004.0
12104,579.7,48.174,-103.63,1973.0,2019.0
12105,508.1,48.417,-101.35,1959.0,2019.0
12106,508.0,48.417,-101.35,2000.0,2004.0
12107,507.5,48.255,-101.27,1973.0,2019.0
12108,582.8,47.646,-101.43,2006.0,2019.0
12109,582.0,47.65,-101.44,1976.0,2005.0
12110,696.5,48.214,-106.62,1942.0,2019.0
12111,811.4,47.326,-106.94,2006.0,2019.0
12112,811.0,47.329,-106.95,1979.0,2005.0
12113,841.9,48.421,-106.52,1973.0,1976.0
12114,605.3,48.094,-105.57,2006.0,2019.0
12115,605.0,48.1,-105.58,1973.0,2005.0
12116,603.5,47.717,-104.18,2006.0,2019.0
12117,605.0,47.707,-104.19,1973.0,2005.0
12118,1169.8,48.603,-112.37,1996.0,2019.0
12119,1585.0,45.258,-112.55,2005.0,2019.0
12120,1166.8,46.606,-111.96,1973.0,2019.0
12121,1547.0,46.567,-112.43,1973.0,1977.0
12122,972.9,46.921,-114.09,1973.0,2019.0
12123,0.0,46.638,-113.17,1973.0,2012.0
12124,1202.0,46.67,-113.15,2000.0,2004.0
12125,1678.2,45.965,-112.5,1996.0,2019.0
12126,1116.8,47.473,-111.38,1973.0,2019.0
12127,1058.3,47.517,-111.18,1942.0,2019.0
12128,1058.0,47.5,-111.18,2002.0,2004.0
12129,1130.5,47.45,-111.38,1994.0,2019.0
12130,787.9,48.543,-109.76,1973.0,2019.0
12131,901.3,48.304,-114.26,1973.0,2019.0
12132,725.0,47.6,-115.37,1973.0,2002.0
12133,1169.8,48.603,-112.37,1942.0,2010.0
12134,324.3,46.568,-120.54,1973.0,2019.0
12135,417.6,46.667,-120.45,2003.0,2008.0
12136,1206.7,47.277,-121.33,1973.0,2019.0
12137,374.6,47.398,-120.2,2000.0,2019.0
12138,381.0,47.399,-120.2,1973.0,1999.0
12139,383.7,47.308,-119.51,1942.0,2010.0
12140,364.5,47.208,-119.31,1943.0,2019.0
12141,361.0,47.2,-119.31,2000.0,2003.0
12142,437.7,46.375,-117.01,1973.0,2019.0
12143,1536.2,44.523,-114.21,1999.0,2009.0
12144,1534.0,44.52,-114.22,1981.0,1998.0
12145,703.2,47.767,-116.81,2006.0,2019.0
12146,707.0,47.767,-116.81,1948.0,2005.0
12147,1011.0,47.47,-115.8,1973.0,1996.0
12148,223.1,46.567,-119.6,2006.0,2013.0
12149,223.0,46.567,-119.6,1973.0,2005.0
12150,124.1,46.267,-119.11,1973.0,2019.0
12151,124.0,46.267,-119.11,2000.0,2003.0
12152,355.4,46.095,-118.28,1941.0,2019.0
12153,717.2,47.622,-117.52,1941.0,2019.0
12154,672.4,47.974,-117.42,2006.0,2010.0
12155,672.0,47.967,-117.41,2001.0,2004.0
12156,750.1,47.633,-117.65,1940.0,2019.0
12157,750.0,47.617,-117.65,2000.0,2004.0
12158,595.3,47.683,-117.32,2006.0,2019.0
12159,595.0,47.683,-117.31,1973.0,2005.0
12160,777.5,46.744,-117.1,2006.0,2019.0
12161,778.0,46.75,-117.11,1973.0,2005.0
12162,729.1,47.681,-117.62,2004.0,2004.0
12163,745.0,47.683,117.63,2000.0,2000.0
12164,667.8,47.974,-117.42,2010.0,2019.0
12165,674.0,47.967,-117.42,1973.0,2010.0
12166,572.0,48.55,-117.88,1976.0,1988.0
12167,572.0,48.55,-117.88,1989.0,2004.0
12168,538.3,47.034,-120.53,1988.0,2019.0
12169,537.0,47.033,-120.53,2000.0,2003.0
12170,120.1,46.306,-119.3,1981.0,2019.0
12171,87.8,48.12,-123.49,2006.0,2019.0
12172,89.0,48.117,-123.5,1981.0,2005.0
12173,396.2,48.464,-119.51,2006.0,2019.0
12174,382.0,48.417,-119.53,1973.0,2005.0
12175,381.6,47.308,-119.51,1996.0,2019.0
12176,2.7,46.157,-123.88,1973.0,2019.0
12177,55.0,46.28,-124.05,1975.0,1990.0
12178,6.0,46.92,-124.1,1975.0,1990.0
12179,18.0,47.217,-124.2,1978.0,1987.0
12180,9.1,45.621,-122.65,2006.0,2019.0
12181,8.0,45.617,-122.65,1998.0,2005.0
12182,57.3,46.973,-122.9,1973.0,2019.0
12183,3.7,46.973,-123.93,1991.0,2019.0
12184,6.1,46.117,-122.89,1990.0,2019.0
12185,6.0,46.118,-122.89,2000.0,2003.0
12186,82.6,47.238,-123.14,1999.0,2019.0
12187,83.0,47.233,-123.15,1973.0,1998.0
12188,115.5,46.483,-122.81,2006.0,2007.0
12189,114.0,46.483,-122.8,1973.0,2005.0
12190,4.6,46.973,-123.93,1973.0,1990.0
12191,135.3,47.483,-122.76,2006.0,2019.0
12192,135.0,47.483,-122.75,1973.0,2005.0
12193,4.0,46.698,-123.82,1975.0,1979.0
12194,112.8,47.444,-122.31,1948.0,2019.0
12195,99.0,47.283,-122.18,1976.0,1976.0
12196,8.8,47.493,-122.21,2006.0,2019.0
12197,10.0,47.493,-122.21,1980.0,2005.0
12198,5.5,47.53,-122.3,1943.0,2019.0
12199,6.0,47.517,-122.3,2000.0,2003.0
12200,184.7,47.908,-122.28,2006.0,2019.0
12201,185.0,47.9,-122.28,1941.0,2005.0
12202,89.0,47.268,-122.57,2006.0,2019.0
12203,91.0,47.267,-122.56,1973.0,2005.0
12204,1.0,47.52,-122.42,1975.0,1990.0
12205,41.8,48.161,-122.15,2006.0,2019.0
12206,42.0,48.161,-122.15,1996.0,2005.0
12207,59.0,48.25,-122.66,1981.0,2008.0
12208,42.0,48.167,-122.15,1981.0,1994.0
12209,56.4,47.938,-124.55,1973.0,2019.0
12210,0.0,47.733,-122.71,1985.0,1988.0
12211,24.0,47.67,-124.48,1979.0,1986.0
12212,14.3,48.35,-122.66,1973.0,1989.0
12213,45.4,48.794,-122.53,1948.0,2019.0
12214,1.0,47.9,-124.63,1975.0,1990.0
12215,26.0,48.383,-124.73,1975.0,1986.0
12216,1.0,48.12,-122.75,1975.0,1995.0
12217,3.0,48.367,-124.6,1979.0,1995.0
12218,33.2,48.522,-123.02,2006.0,2019.0
12219,34.0,48.522,-123.02,1988.0,2005.0
12220,19.0,48.65,-123.43,1973.0,1977.0
12221,31.0,48.367,-123.75,1973.0,1977.0
12222,12.0,48.17,-123.1,1975.0,1994.0
12223,27.0,46.65,-53.06,1976.0,1977.0
12224,141.0,47.617,-52.75,1973.0,1977.0
12225,33.0,46.883,-55.41,1973.0,1977.0
12226,150.0,48.95,-54.56,1973.0,1977.0
12227,22.0,49.217,-57.4,1973.0,1977.0
12228,105.0,48.967,-56.06,1973.0,1977.0
12229,3.0,46.767,-56.16,1973.0,1977.0
12230,16.0,47.283,-54.0,1973.0,1977.0
12231,19.0,51.433,-57.21,1973.0,1977.0
12232,31.0,49.85,-64.45,1973.0,1977.0
12233,6.0,50.25,-63.6,1973.0,1977.0
12234,55.0,50.217,-66.26,1973.0,1977.0
12235,593.0,51.85,-63.28,1973.0,1977.0
12236,11.0,50.183,-61.8,1973.0,1977.0
12237,3.0,50.533,-59.5,1973.0,1977.0
12238,26.0,48.533,-58.55,1973.0,1977.0
12239,290.0,48.583,-57.23,1992.0,1993.0
12240,46.0,53.317,-60.41,1973.0,1977.0
12241,5.0,52.25,-55.6,1973.0,1977.0
12242,105.0,51.367,-55.63,1973.0,1977.0
12243,277.0,49.767,-77.8,1973.0,1977.0
