elev,lat,lon,yrst,yrstp,notes,reference
4.9,30.61,-81.46,2018,2018,ISD,
434,47.42,-98.1,2011,2013,ISD,
142.7,32.11,-84.18,2011,2019,ISD,
143.6,32.11,-84.18,2018,2018,ISD,
324,37.97,-92.69,2011,2019,ISD,
323.7,37.97,-92.69,2018,2018,ISD,
100.3,32.61,-82.37,2011,2019,ISD,
100,32.61,-82.37,2018,2018,ISD,
920.5,34.56,-117.67,2011,2019,ISD,
115.2,29.25,-88.44,2011,2019,ISD,
115,29.25,-88.44,2011,2018,ISD,
25.3,26.93,-94.68,2011,2019,ISD,
90,26.94,-94.68,2011,2018,ISD,
89,28.16,-90.66,2011,2013,ISD,
90.2,28.27,-92.26,2011,2019,ISD,
90,28.27,-92.26,2011,2018,ISD,
30.2,29.12,-90.2,2011,2019,ISD,
30,29.12,-90.2,2018,2018,ISD,
472.7,36.86,-83.35,2011,2013,ISD,
203.3,32.57,-84.25,2011,2012,ISD,
225.3,40.71,-86.37,2011,2019,ISD,
224.9,40.71,-86.37,2018,2018,ISD,
93.3,32.21,-83.12,2011,2019,ISD,
92.7,32.21,-83.12,2011,2018,ISD,
1246,32.08,-106.15,2010,2019,ISD,
5.2,30.03,-85.53,2012,2019,ISD,
4.6,30.03,-85.53,2018,2018,ISD,
545,32.43,-99.85,1996,2019,ISD,
545,32.42,-99.85,2018,2018,ISD,
292.3,33.23,-84.27,2011,2019,ISD,
292,33.23,-84.27,2018,2018,ISD,
12.2,30.72,-91.47,2011,2019,ISD,
11.9,30.72,-91.47,2018,2018,ISD,
187.2,35.7,-79.5,2011,2019,ISD,
2741.1,44.15,-107.16,2012,2012,ISD,
2741,44.15,-107.16,2011,2012,ISD,
2588.1,42.52,-108.78,2012,2019,ISD,
2588,42.52,-108.78,2011,2018,ISD,
355,44.02,-92.48,2011,2019,ISD,
298.1,35.18,-86.06,2012,2019,ISD,
298.4,35.18,-86.06,2018,2018,ISD,
85.3,31.17,-89.19,2011,2016,ISD,
1304.2,32.33,-108.69,2012,2018,ISD,
1667.3,41.33,-104.26,2013,2019,ISD,
1607.2,41.52,-104,2013,2019,ISD,
1371,41.58,-103.66,2013,2018,ISD,
1546,41.37,-103.8,2013,2018,ISD,
1609.3,41.12,-103.98,2013,2017,ISD,
1453,41.37,-103.48,2014,2018,ISD,
1333.5,41.22,-103.1,2014,2019,ISD,
1262.8,41.32,-102.83,2013,2018,ISD,
1293,41.05,-102.86,2013,2018,ISD,
1380.1,40.97,-103.2,2013,2018,ISD,
1439.3,41.13,-103.48,2014,2018,ISD,
1518.8,40.92,-103.7,2014,2018,ISD,
1336.2,40.7,-103.48,2012,2018,ISD,
1459.1,40.63,-103.83,2014,2018,ISD,
1649,40.88,-104,2013,2018,ISD,
1219.2,47.28,-110.8,2013,2019,ISD,
1234.4,47.28,-110.36,2012,2019,ISD,
1336.6,47.1,-110.16,2012,2019,ISD,
1093.3,47.38,-109.81,2013,2019,ISD,
1116.5,47.45,-109.41,2012,2019,ISD,
1343.3,47.6,-112.31,2012,2019,ISD,
1310.6,47.33,-112.1,2013,2019,ISD,
1178.7,47.7,-111.95,2013,2019,ISD,
1108,47.32,-111.46,2012,2019,ISD,
1152.1,47.75,-111.55,2012,2019,ISD,
1329.8,46.45,-109.8,2012,2019,ISD,
1414.3,46.7,-109.73,2012,2019,ISD,
1256.1,47.02,-109.63,2012,2019,ISD,
1161.3,47.07,-109.03,2012,2019,ISD,
1086,47.33,-108.93,2013,2019,ISD,
482.8,47.97,-100.58,2014,2019,ISD,
588.6,47.91,-100.92,2012,2019,ISD,
598.6,47.71,-101.01,2012,2019,ISD,
631.6,47.8,-101.29,2012,2019,ISD,
640.7,47.75,-101.67,2012,2019,ISD,
619.4,47.9,-101.67,2012,2019,ISD,
643.7,48.12,-101.96,2012,2019,ISD,
578.2,47.97,-102.22,2012,2019,ISD,
678.2,48.35,-102.3,2012,2019,ISD,
670.3,48.41,-101.89,2012,2019,ISD,
693.4,48.55,-102.12,2012,2019,ISD,
601.1,48.79,-102.26,2012,2018,ISD,
569.4,48.67,-101.88,2012,2019,ISD,
516,48.76,-101.59,2012,2018,ISD,
466.3,48.83,-101.28,2012,2019,ISD,
728.5,40.98,-122.69,2012,2013,ISD,
149.4,43.99,-73.09,2012,2019,ISD,
247.2,41.57,-86.73,2012,2019,ISD,
247.5,41.57,-86.73,2018,2018,ISD,
330.1,35.38,-86.24,2012,2019,ISD,
329.8,35.38,-86.24,2018,2018,ISD,
967.4,32.33,-102.53,2012,2013,ISD,
111.3,31.68,-83.27,2012,2019,ISD,
111.3,31.68,-83.27,2018,2018,ISD,
123.1,30.88,-96.97,2012,2019,ISD,
78,31.89,-82.64,2012,2019,ISD,
77.7,31.89,-82.64,2018,2018,ISD,
2225,43.47,-108.38,2012,2019,ISD,
2225,43.47,-108.23,2012,2012,ISD,
3,36.07,-75.69,2012,2018,ISD,
182.9,35.24,-79.99,2012,2018,ISD,
1.5,26,-81.67,2012,2019,ISD,
27.4,28.23,-82.15,2012,2019,ISD,
27.4,28.23,-82.15,2018,2018,ISD,
135.3,32.16,-95.82,2012,2019,ISD,
175.3,32.93,-96.43,2012,2019,ISD,
175,32.93,-96.43,2018,2018,ISD,
237.1,39.33,-94.31,2012,2019,ISD,
236.8,39.33,-94.31,2012,2018,ISD,
4.6,30.17,-90.94,2019,2019,ISD,
4.3,30.17,-90.93,2012,2018,ISD,
896.1,29.63,-104.36,2013,2019,ISD,
893.7,29.63,-104.36,2018,2018,ISD,
280.4,44.48,-93.01,2006,2019,ISD,
280,44.48,-93.01,1988,2005,ISD,
295.1,46.24,-96.6,2006,2019,ISD,
295,46.25,-96.6,2005,2005,ISD,
357.5,38.3,-95.72,2005,2008,ISD,
436.2,43.62,-96.21,2006,2019,ISD,
436,43.62,-96.21,2005,2005,ISD,
213.7,43.46,-83.44,2005,2019,ISD,
1.5,27.81,-97.08,2006,2019,ISD,
2,27.83,-97.06,2005,2005,ISD,
0.3,24.56,-81.75,1973,2019,ISD,
25,28.29,-81.43,2006,2019,ISD,
25,28.29,-81.43,2002,2005,ISD,
27.1,28.95,-81.96,2005,2018,ISD,
27,28.97,-81.96,2002,2004,ISD,
3,24.6,-81.7,1988,1988,ISD,
23.5,28.47,-82.45,2006,2019,ISD,
23,28.47,-82.45,1999,2005,ISD,
1.8,24.58,-81.68,1973,2019,ISD,
2.4,24.73,-81.05,2006,2019,ISD,
2,24.73,-81.05,1988,2005,ISD,
44.5,28.06,-81.75,2006,2010,ISD,
44,28.05,-81.75,1999,2001,ISD,
1417,34.63,-103.63,2000,2001,ISD,
1,24.95,-80.58,1975,1992,ISD,
8.8,25.79,-80.31,1973,2019,ISD,
6.7,28.01,-82.34,2005,2019,ISD,
7,28.02,-82.35,2002,2004,ISD,
4,26.38,-80.1,2006,2019,ISD,
4,26.38,-80.1,2002,2005,ISD,
3.1,25.91,-80.28,2006,2019,ISD,
2,25.9,-80.28,1962,2005,ISD,
3.4,26.07,-80.15,1973,2010,ISD,
1.5,25.48,-80.38,1943,2019,ISD,
2,25.48,-80.38,2000,2004,ISD,
1,25.77,-80.13,1983,1984,ISD,
1,25.58,-80.1,1980,1986,ISD,
3.1,25.65,-80.43,2006,2019,ISD,
2,25.65,-80.43,1976,2005,ISD,
5.8,26.69,-80.09,1943,2019,ISD,
293.5,34.27,-86.85,2006,2019,ISD,
295,34.27,-86.85,1973,2004,ISD,
343.2,44.07,-93.55,2006,2019,ISD,
343,44.07,-93.55,2004,2005,ISD,
319.1,44.75,-95.55,2006,2019,ISD,
319,44.75,-95.55,2004,2005,ISD,
7.6,26.92,-81.99,2006,2019,ISD,
8,26.92,-81.98,1999,2005,ISD,
6,26.75,-80.95,1973,1978,ISD,
1,26.77,-80.05,1975,1987,ISD,
2.7,26,-80.24,2006,2019,ISD,
3,26,-80.23,1999,2005,ISD,
2.7,26.16,-81.77,1999,2019,ISD,
2,26.15,-81.77,1943,1998,ISD,
4.3,26.2,-80.17,2006,2019,ISD,
4,26.2,-80.16,1984,2005,ISD,
8.2,28.1,-80.64,1974,2019,ISD,
11,28.1,-80.65,2000,2003,ISD,
0.3,29.45,-90.26,2006,2019,ISD,
0,29.45,-90.26,1973,2005,ISD,
132.3,32.74,-95.49,2006,2019,ISD,
132,32.74,-95.49,2004,2005,ISD,
109.1,34.89,-79.75,2005,2005,ISD,
109,34.89,-79.76,2004,2006,ISD,
309.7,34.8,-96.67,2006,2019,ISD,
310,34.8,-96.66,2004,2005,ISD,
8.5,27.65,-80.24,1973,2010,ISD,
10.7,28.52,-80.8,2006,2019,ISD,
10,28.52,-80.8,1973,2005,ISD,
1,27.47,-80.3,1975,1990,ISD,
1,27.03,-80.12,1976,1978,ISD,
6.4,26.25,-80.1,2006,2019,ISD,
6,26.25,-80.11,1988,2005,ISD,
27.4,28.43,-81.32,1952,2019,ISD,
34.1,28.55,-81.33,1941,1990,ISD,
179.8,34.4,-96.14,2005,2019,ISD,
180,34.4,-96.14,2004,2004,ISD,
449.3,36.77,-98.67,2006,2019,ISD,
449,36.77,-98.66,2004,2005,ISD,
32.9,28.55,-81.33,1990,2019,ISD,
34,28.55,-81.33,2000,2003,ISD,
65.2,35.14,-90.23,2005,2019,ISD,
65,35.14,-90.23,2004,2004,ISD,
26.5,29.17,-82.23,2006,2019,ISD,
27,29.17,-82.21,1944,2005,ISD,
12.5,29.18,-81.04,1973,2010,ISD,
16.8,28.78,-81.24,1973,2019,ISD,
17,28.77,-81.23,2000,2003,ISD,
3,29.07,-80.92,1975,1983,ISD,
237.4,42.69,-88.3,2006,2019,ISD,
237,42.68,-88.3,1945,2005,ISD,
7.9,30.5,-81.69,1948,2019,ISD,
3680.2,39.47,-106.15,2006,2019,ISD,
3680,39.47,-106.15,2004,2005,ISD,
78.3,31.48,-82.86,2006,2019,ISD,
78,31.48,-82.86,2004,2005,ISD,
12,28.35,-82.61,1996,1999,ISD,
6.1,30.23,-81.66,1973,2019,ISD,
4.9,30.4,-81.41,1973,2019,ISD,
24.7,30.22,-81.87,2006,2019,ISD,
24.4,30.22,-81.88,1973,1999,ISD,
25,30.22,-81.87,2001,2005,ISD,
12.5,30.34,-81.51,2004,2010,ISD,
12,30.33,-81.51,1974,2003,ISD,
6.7,30.4,-86.47,2006,2019,ISD,
7,30.4,-86.47,1997,2005,ISD,
14,32.13,-81.2,1948,2019,ISD,
350.5,35.1,-97.96,2006,2019,ISD,
351,35.1,-97.96,2004,2005,ISD,
167.6,36.62,-87.41,2006,2010,ISD,
165,36.62,-87.41,2004,2004,ISD,
45.1,34.98,-78.36,2006,2019,ISD,
45,34.98,-78.36,2004,2005,ISD,
118.3,38.09,-88.12,2006,2019,ISD,
118,38.08,-88.11,2004,2005,ISD,
278.9,41.93,-88.7,2006,2019,ISD,
279,41.93,-88.71,1973,2005,ISD,
202.4,40.2,-87.6,2006,2019,ISD,
212,40.2,-87.59,1973,2005,ISD,
2,32.02,-80.85,1975,1987,ISD,
339.2,34.47,-97.95,2006,2019,ISD,
339,34.47,-97.96,2004,2005,ISD,
223.4,35.78,-80.3,2006,2019,ISD,
223,35.78,-80.3,1992,2005,ISD,
12.2,32.9,-80.04,1945,2019,ISD,
92.4,39.42,-77.38,2005,2019,ISD,
92,39.42,-77.36,2004,2004,ISD,
261.8,42.25,-89.58,2006,2019,ISD,
262,42.25,-89.58,2004,2005,ISD,
14,32.9,-80.05,1995,1995,ISD,
11.3,32.48,-80.71,1945,2019,ISD,
1,32.85,-79.95,1973,1980,ISD,
1,32.86,-79.95,2000,2002,ISD,
3,32.68,-79.88,1975,1984,ISD,
232.9,40.93,-90.43,2006,2019,ISD,
233,40.93,-90.43,2004,2005,ISD,
13.7,31.88,-81.56,2006,2019,ISD,
14,31.88,-81.56,1967,2005,ISD,
221,36.29,-95.47,2006,2019,ISD,
223,36.3,-95.48,2004,2005,ISD,
253.9,36.61,-94.73,2006,2019,ISD,
253,36.6,-94.73,2004,2005,ISD,
350.2,44.68,-84.72,2006,2019,ISD,
353,44.68,-84.72,1986,2005,ISD,
179.5,32.7,-97.04,2006,2019,ISD,
180,32.7,-97.05,1985,2005,ISD,
951.9,36.68,-101.5,2006,2019,ISD,
952,36.69,-101.5,2004,2005,ISD,
749,35.98,-115.13,2006,2019,ISD,
760,35.97,-115.13,2004,2005,ISD,
375.2,41.58,-95.33,2006,2019,ISD,
375,41.58,-95.33,2004,2005,ISD,
17.1,40.96,-72.25,2006,2019,ISD,
17,40.97,-72.25,2004,2005,ISD,
300,35.72,-96.82,2006,2019,ISD,
300,35.72,-96.81,2004,2005,ISD,
14.8,27.7,-82.4,1976,2006,ISD,
3593.9,37.45,-106.8,2006,2019,ISD,
3584,37.45,-106.8,1973,2005,ISD,
260,32.35,-97.43,2004,2004,ISD,
7.3,27.5,-80.37,2006,2019,ISD,
7,27.48,-80.36,1988,2005,ISD,
2.4,27.77,-82.62,1986,2019,ISD,
2,27.77,-82.63,2000,2003,ISD,
1,26.45,-81.95,1975,1984,ISD,
4.6,26.59,-81.86,1943,2019,ISD,
1010.4,32.68,-102.65,2006,2019,ISD,
1010,32.67,-102.65,2004,2005,ISD,
9.5,26.54,-81.75,2006,2019,ISD,
9,26.53,-81.75,1983,2005,ISD,
372,34.32,-84.41,2005,2019,ISD,
372,34.3,-84.41,2004,2004,ISD,
6,27.96,-82.54,1940,2019,ISD,
267.3,34.47,-85.72,2008,2009,ISD,
267.3,34.47,-85.72,2004,2004,ISD,
126.5,32.7,-94.94,2006,2019,ISD,
126,32.7,-94.94,2004,2005,ISD,
147.8,30.17,-96.98,2005,2019,ISD,
148,30.17,-96.98,2004,2004,ISD,
294.7,45.16,-93.84,2005,2019,ISD,
295,45.17,-93.83,2004,2004,ISD,
8.5,27.4,-82.55,2006,2019,ISD,
9,27.38,-82.55,1973,2005,ISD,
3.4,27.911,-82.68,2006,2019,ISD,
3,27.9,-82.68,1973,2005,ISD,
1,27.6,-82.77,1975,1984,ISD,
5.8,27.072,-82.44,2011,2019,ISD,
5.5,27.072,-82.44,1944,2018,ISD,
43.3,28,-82.05,2006,2019,ISD,
43,27.983,-82.01,1942,2005,ISD,
11.6,29.633,-83.1,1943,2019,ISD,
5,36.4,-76.02,2004,2004,ISD,
740.7,32.693,-100.95,2006,2019,ISD,
741,32.7,-100.95,2004,2005,ISD,
38.1,27.95,-81.78,2005,2019,ISD,
38,27.95,-81.78,1990,2004,ISD,
449,40.149,-97.58,2006,2019,ISD,
447,40.15,-97.58,2004,2005,ISD,
182.9,43.433,-83.86,2006,2019,ISD,
183,43.433,-83.86,2004,2005,ISD,
187.8,41.54,-87.53,2006,2019,ISD,
189,41.533,-87.53,2004,2005,ISD,
191.7,41.121,-87.84,2006,2019,ISD,
192,41.067,-87.83,2004,2005,ISD,
266.7,35.483,-81.16,2006,2019,ISD,
267,35.483,-81.16,2004,2005,ISD,
279.5,46.839,-96.66,2006,2019,ISD,
280,46.839,-96.66,2004,2005,ISD,
43.3,31.25,-82.4,1942,2019,ISD,
46,31.25,-82.4,2000,2003,ISD,
50.3,35.541,-78.39,2006,2019,ISD,
50,35.541,-78.39,2004,2005,ISD,
214.9,35.39,-80.7,2006,2019,ISD,
215,35.383,-80.7,2004,2005,ISD,
160.9,35.438,-94.8,2006,2019,ISD,
161,35.438,-94.8,2004,2005,ISD,
83.5,32.193,-82.37,2006,2019,ISD,
84,32.2,-82.36,2001,2005,ISD,
62.8,31.536,-82.5,1973,2010,ISD,
7.9,31.259,-81.46,2006,2019,ISD,
8,31.25,-81.46,1973,2005,ISD,
4.9,31.152,-81.39,1973,2019,ISD,
7,30.367,-89.45,1942,1989,ISD,
7,30.368,-89.45,2005,2019,ISD,
7,30.367,-89.45,2004,2004,ISD,
1,31.13,-81.37,1975,1983,ISD,
16.8,30.393,-84.35,1942,2019,ISD,
112.5,36.023,-78.33,2005,2019,ISD,
112,36.023,-78.33,2004,2004,ISD,
1546,44.523,-114.21,2005,2019,ISD,
1546,44.517,-114.21,2004,2008,ISD,
152.7,32.579,-96.71,2006,2019,ISD,
153,32.583,-96.71,2004,2005,ISD,
313.3,45.236,-93.98,2006,2019,ISD,
313,45.24,-93.99,2004,2005,ISD,
206.4,45.426,-84.91,2006,2019,ISD,
209,45.426,-84.91,1976,2005,ISD,
50.3,29.692,-82.27,1943,2010,ISD,
86.3,31.083,-83.8,2005,2019,ISD,
90,31.085,-83.8,2004,2004,ISD,
185.6,35.417,-80.15,2006,2019,ISD,
186,35.417,-80.15,2004,2005,ISD,
199.3,41.352,-89.15,2006,2019,ISD,
199,41.35,-89.15,2004,2005,ISD,
244.9,33.356,-84.56,1999,2006,ISD,
24.7,41.35,-71.79,2006,2019,ISD,
24,41.35,-71.8,2004,2005,ISD,
666.9,36.437,-99.52,2005,2019,ISD,
0,27.767,-91.51,2004,2006,ISD,
216.4,34.722,-84.86,2006,2019,ISD,
216,34.722,-84.86,1999,2005,ISD,
2151.9,39.217,-104.63,2006,2019,ISD,
2125,39.217,-104.63,2004,2005,ISD,
232.6,34.123,-84.84,2006,2019,ISD,
231,34.117,-84.85,2001,2005,ISD,
215.5,40.52,-90.65,2006,2019,ISD,
215,40.517,-90.65,2004,2005,ISD,
2,38.99,-76.48,2004,2019,ISD,
21.3,26.178,-97.97,2006,2019,ISD,
21,26.179,-97.97,2004,2005,ISD,
57.9,31.536,-84.19,1973,2019,ISD,
59,31.533,-84.18,2000,2003,ISD,
356.6,61.267,-153.8,2006,2014,ISD,
358,61.25,-153.81,2004,2004,ISD,
335,66.817,-150.65,2004,2008,ISD,
219.5,35.668,-95.94,2006,2019,ISD,
219,35.667,-95.95,2004,2005,ISD,
123,34.983,-89.78,1941,1974,ISD,
122.5,34.979,-89.78,2005,2019,ISD,
123,34.983,-89.78,2004,2004,ISD,
60.4,30.783,-83.27,1948,2019,ISD,
62,30.783,-83.26,2000,2003,ISD,
143,38.247,-78.04,2006,2019,ISD,
142,38.25,-78.05,1942,2005,ISD,
328,44.779,-95.03,2006,2019,ISD,
328,44.783,-95.03,2004,2005,ISD,
796.4,31.383,-103.51,2006,2019,ISD,
796,31.383,-103.5,2004,2005,ISD,
104.6,32.685,-83.65,1941,2019,ISD,
200.9,40.924,-88.62,2006,2019,ISD,
203,40.917,-88.61,2004,2005,ISD,
199.3,39.7,-87.66,2006,2019,ISD,
199,39.7,-87.66,2004,2005,ISD,
295.1,34.711,-97.22,2006,2019,ISD,
295,34.717,-97.21,2004,2005,ISD,
1028.4,34.167,-101.71,2006,2019,ISD,
1028,34.167,-101.71,2004,2005,ISD,
89.6,32.633,-83.6,1942,2019,ISD,
90,32.633,-83.6,2000,2004,ISD,
295.7,33.312,-84.77,2006,2019,ISD,
296,33.317,-84.76,1999,2005,ISD,
516.9,35.195,-83.86,2006,2019,ISD,
517,35.2,-83.86,2004,2005,ISD,
137.5,35.021,-94.62,2006,2019,ISD,
137,35.017,-94.61,2004,2005,ISD,
303.6,45.15,-92.53,2006,2019,ISD,
304,45.15,-92.53,2004,2005,ISD,
40.2,33.364,-81.96,1948,2019,ISD,
128.9,33.467,-82.03,2006,2019,ISD,
129,33.467,-82.03,1997,2005,ISD,
238.1,41.893,-89.07,2006,2019,ISD,
238,41.9,-89.08,2004,2005,ISD,
301.5,45.823,-92.37,2006,2019,ISD,
301,45.817,-92.36,2004,2005,ISD,
160,32.08,-84.37,1977,1981,ISD,
388.6,34.272,-83.83,2006,2019,ISD,
389,34.267,-83.83,1997,2005,ISD,
203,45.689,-85.56,2006,2019,ISD,
204,45.7,-85.56,2004,2005,ISD,
327.1,35.357,-96.94,2006,2019,ISD,
327,35.35,-96.95,2004,2005,ISD,
80.5,35.212,-91.73,2006,2019,ISD,
80,35.211,-91.73,2004,2005,ISD,
5.5,27.182,-80.22,2006,2019,ISD,
5,27.183,-80.21,2004,2005,ISD,
307.9,33.63,-84.44,1973,2019,ISD,
7.6,33.929,-78.07,2005,2019,ISD,
8,33.933,-78.06,2004,2004,ISD,
725.4,32.473,-100.46,2006,2019,ISD,
725,32.467,-100.46,2004,2005,ISD,
185.6,36.285,-78.98,2006,2019,ISD,
186,36.283,-78.98,2004,2005,ISD,
224.6,40.293,-88.14,2006,2019,ISD,
225,40.3,-88.15,2004,2005,ISD,
256,33.779,-84.52,2006,2019,ISD,
256,33.767,-84.51,1973,2005,ISD,
305.4,33.875,-84.3,2006,2019,ISD,
306,33.867,-84.3,1981,2005,ISD,
243.2,33.355,-84.56,2006,2019,ISD,
246,33.357,-84.57,1996,2005,ISD,
910.4,36.2,-81.65,2002,2019,ISD,
959,36.2,-81.65,2004,2004,ISD,
266.1,35.929,-95,2006,2019,ISD,
266,35.933,-95,2004,2005,ISD,
5.8,29.733,-85.03,1945,2019,ISD,
6,29.733,-85.03,2000,2003,ISD,
75.3,35.582,-79.1,2006,2019,ISD,
75,35.584,-79.1,2004,2005,ISD,
287.1,29.211,-99.74,2006,2019,ISD,
287,29.217,-99.75,2004,2005,ISD,
3667.1,38.483,-106.31,2006,2019,ISD,
3667,38.483,-106.31,2004,2005,ISD,
187.8,42.046,-90.1,2006,2019,ISD,
188,42.05,-90.1,2004,2005,ISD,
905,41.95,-100.58,2006,2006,ISD,
9.5,48.708,-122.91,2006,2019,ISD,
9,48.717,-122.91,2004,2005,ISD,
9.1,28.654,-96.68,2006,2019,ISD,
9,28.65,-96.68,2004,2005,ISD,
26.5,30.483,-86.51,1938,2019,ISD,
29,30.483,-86.51,1972,2004,ISD,
888.2,41.964,-100.56,2006,2019,ISD,
892,41.967,-100.56,2004,2005,ISD,
3.1,29.959,-81.34,2006,2019,ISD,
3,29.967,-81.33,1997,2005,ISD,
23.5,28.821,-81.81,2006,2019,ISD,
23,28.823,-81.8,1997,2005,ISD,
1129.3,35.858,-102.01,2006,2019,ISD,
1129,35.858,-102.01,2004,2005,ISD,
57.9,30.78,-86.52,1973,2019,ISD,
97.8,33.615,-81.08,2007,2019,ISD,
94.2,32.564,-82.98,2006,2019,ISD,
94,32.564,-82.98,2005,2005,ISD,
6.1,38.533,-76.03,2006,2019,ISD,
5.8,38.539,-76.03,2008,2018,ISD,
121.9,31.363,-85.84,2013,2019,ISD,
38,30.483,-87.18,2001,2019,ISD,
1996.1,41.037,-107.49,2013,2019,ISD,
34.1,30.478,-87.18,1990,2019,ISD,
13.7,30.072,-83.57,2006,2013,ISD,
13.7,30.069,-83.58,1998,2005,ISD,
8.5,30.35,-87.31,1945,2019,ISD,
60.7,30.717,-87.01,1973,2019,ISD,
28,30.483,-87.35,1973,1975,ISD,
2,30.32,-87.25,1975,1979,ISD,
65.5,30.688,-88.24,1973,2019,ISD,
396.2,31.666,-98.14,2009,2019,ISD,
395.9,31.666,-98.14,2008,2018,ISD,
7.9,30.626,-88.06,1942,2019,ISD,
8,30.617,-88.06,2000,2003,ISD,
1,30.23,-88.03,1975,1977,ISD,
8,30.37,-88.57,1975,1979,ISD,
96.6,31.35,-85.66,2006,2019,ISD,
97,31.35,-85.65,1979,1979,ISD,
74.4,31.356,-85.75,2008,2019,ISD,
74,31.35,-85.75,1989,1998,ISD,
2,29.683,-85.36,1978,2004,ISD,
434,42.242,-96.98,2006,2019,ISD,
436,42.25,-96.98,2005,2005,ISD,
2,29.4,-90.3,2005,2008,ISD,
109.1,34.891,-79.75,2006,2019,ISD,
15.2,38.981,-76.92,2006,2019,ISD,
14.6,38.981,-76.92,1976,1981,ISD,
6.4,30.212,-85.68,2006,2010,ISD,
6,30.2,-85.68,1973,2005,ISD,
58,30.65,-86.51,1949,2019,ISD,
59.4,30.65,-86.52,2000,2004,ISD,
32,40.624,-74.66,2006,2019,ISD,
32,40.633,-74.66,2005,2005,ISD,
3.1,30.131,-93.37,2006,2019,ISD,
198.1,39.531,-84.39,2006,2019,ISD,
70.7,32.35,-85,1939,2019,ISD,
71,32.333,-85,2000,2004,ISD,
94.8,32.514,-92.58,2006,2019,ISD,
363.6,44.729,-96.26,2006,2019,ISD,
50.9,32.756,-91.88,2006,2019,ISD,
119.5,32.516,-84.94,1948,2019,ISD,
3.4,42.098,-70.67,1996,2019,ISD,
61.6,32.3,-86.4,1973,2019,ISD,
10.1,27.267,-80.85,2007,2019,ISD,
10.4,27.263,-80.85,2008,2018,ISD,
52.1,32.383,-86.35,1935,2019,ISD,
52,32.383,-86.36,2000,2004,ISD,
51,32.35,-86.98,1941,1977,ISD,
50.6,32.344,-86.98,2014,2019,ISD,
121,31.861,-86.01,1973,2019,ISD,
121,31.867,-86.01,2000,2003,ISD,
114,31.317,-85.45,2006,2019,ISD,
122,31.317,-85.45,1941,1999,ISD,
122,31.317,-85.45,2000,2005,ISD,
91.7,31.267,-85.71,1954,2019,ISD,
92,31.267,-85.7,2000,2004,ISD,
325.5,33.917,-84.51,1946,2019,ISD,
326,33.917,-84.51,2000,2004,ISD,
326,33.917,-84.51,2003,2003,ISD,
311.8,40.684,-92.9,2009,2019,ISD,
313,40.684,-92.9,2018,2018,ISD,
94.5,31.309,-86.39,2006,2019,ISD,
94.5,31.309,-86.39,1973,2005,ISD,
78.6,31.416,-87.04,2006,2019,ISD,
79,31.417,-87.05,1993,2005,ISD,
180.4,34.653,-86.94,2006,2019,ISD,
180,34.653,-86.94,1999,2005,ISD,
187.5,33.566,-86.74,1942,2019,ISD,
236.5,32.616,-85.43,2006,2019,ISD,
237,32.616,-85.43,1992,2005,ISD,
173.4,33.967,-86.08,2006,2019,ISD,
173,33.967,-86.08,1973,2005,ISD,
45.7,33.212,-87.61,1973,2019,ISD,
52,33.217,-87.6,2000,2003,ISD,
181.1,33.587,-85.85,1973,2019,ISD,
198,32.6,-85.5,1991,1996,ISD,
138.1,32.9,-87.25,1976,2005,ISD,
140,32.9,-87.25,2002,2002,ISD,
367.3,40.948,-95.91,2006,2019,ISD,
366.4,40.95,-95.91,2008,2018,ISD,
5,29.784,-93.3,1981,2019,ISD,
2,29.8,-92.8,1987,2019,ISD,
1,28.533,-90.58,1987,2011,ISD,
2,28.5,-91.2,1987,1992,ISD,
43,28.15,-93.35,1987,2013,ISD,
1,28.583,-92.45,1987,1988,ISD,
172.2,33.178,-86.78,2002,2019,ISD,
175,33.183,-86.78,1998,2001,ISD,
30,28.13,-94.4,1987,1993,ISD,
18,28.78,-89.05,1987,1990,ISD,
80,29.12,-89.2,1987,1988,ISD,
30,28.47,-91.78,1987,1992,ISD,
1.5,29.286,-89.36,1987,2016,ISD,
2,29.1,-90.2,1987,2016,ISD,
2.1,29.25,-89.96,1996,2016,ISD,
2,29.25,-89.96,1987,2004,ISD,
1.2,29.997,-90.27,1945,2019,ISD,
13.4,30.521,-90.41,2006,2019,ISD,
14,30.517,-90.41,2002,2005,ISD,
7,30.033,-91.88,1981,1999,ISD,
7.3,30.038,-91.88,2006,2019,ISD,
7,30.033,-91.88,2000,2005,ISD,
2.7,30.049,-90.02,1942,2019,ISD,
2,30.033,-90.01,2000,2003,ISD,
0.6,29.817,-90.01,1973,2019,ISD,
23.2,30.537,-91.14,1942,2010,ISD,
36.9,31.736,-93.09,2006,2019,ISD,
37,31.733,-93.1,2002,2005,ISD,
0.3,29.333,-89.4,1973,2010,ISD,
19.5,30.537,-91.14,2010,2019,ISD,
218.2,37.033,-85.95,2005,2019,ISD,
217.9,37.032,-85.95,2004,2018,ISD,
276.2,31.417,-97.8,2005,2019,ISD,
275.8,31.421,-97.79,2004,2018,ISD,
854.4,32.036,-102.1,2006,2019,ISD,
854,32.037,-102.1,2004,2005,ISD,
1,28.92,-89.43,1975,1986,ISD,
2,29.27,-89.95,1975,1982,ISD,
2,29.22,-90.23,1978,1985,ISD,
2,29.7,-91.1,1978,2016,ISD,
2.7,29.717,-91.33,2006,2019,ISD,
3,29.717,-91.33,1984,2005,ISD,
