,record#,T_HMP,PRT,RH,SURF_TEMP,SUB_TEMP,PRECIP_CODE,PRECIP,PRECIP_24,WS_AVG,WDIR,WS_MAX,SW_IN_SAMP,SW_IN_MAX,SW_IN_AVG,SW_OUT_SAMP,SW_OUT_MAX,SW_OUT_AVG,LW_IN_SAMP,LW_IN_MAX,LW_IN_AVG,LW_OUT_SAMP,LW_OUT_MAX,LW_OUT_AVG,NET,SR50,PRESS
2019-04-29 19:00:00,376,4.813,-212.100,76.380,7.090,10.670,0,0.000,0.000,1.241,26.960,2.332,-1,-1,-1.017,0,0,0.000,250.983,252.584,251.601,323.353,325.498,324.737,0,1.819,646.435
2019-04-29 20:00:00,377,4.621,-202.100,80.600,6.340,10.350,0,0.000,0.000,0.740,31.500,1.444,-1,-1,-1.000,0,0,0.000,249.826,251.685,250.571,319.844,323.742,321.420,0,1.820,646.112
2019-04-29 21:00:00,378,4.418,-209.500,73.370,5.830,9.970,0,0.000,0.000,1.098,30.780,2.666,-1,-1,-1.000,0,0,0.000,252.230,258.376,252.558,319.996,321.303,319.935,0,1.819,645.721
2019-04-29 22:00:00,379,4.356,-211.600,81.100,5.240,9.640,0,0.000,0.000,1.014,44.390,1.888,-1,-1,-1.017,0,0,0.000,245.134,252.196,247.986,316.094,320.016,317.636,0,1.820,645.815
2019-04-29 23:00:00,380,3.412,-205.500,81.000,4.640,9.300,0,0.000,0.000,0.967,45.670,1.722,-1,-1,-1.000,0,0,0.000,242.491,245.530,243.690,312.495,316.111,314.111,0,1.820,646.139
2019-04-30 00:00:00,381,3.279,-205.400,69.040,4.270,8.990,0,0.000,0.000,1.259,22.210,2.332,12,12,2.067,2,2,0.300,242.548,243.565,242.393,314.849,314.900,313.194,0,1.819,646.425
2019-04-30 01:00:00,382,4.463,-215.500,64.510,4.460,8.700,0,0.000,0.000,1.115,28.540,2.221,248,248,55.883,43,43,8.833,245.156,245.619,243.148,331.196,331.196,317.678,0,1.819,646.759
2019-04-30 02:00:00,383,6.613,-209.000,62.040,8.260,8.500,0,0.000,0.000,0.691,104.900,1.722,499,499,376.283,93,93,68.067,252.540,252.540,248.166,379.231,379.231,355.666,0,1.818,647.240
2019-04-30 03:00:00,384,7.502,-221.800,71.050,11.810,8.420,0,0.000,0.000,1.685,133.200,3.499,724,724,619.167,145,145,120.767,258.220,258.220,253.601,427.158,427.158,402.755,0,1.820,647.538
2019-04-30 04:00:00,385,8.700,-204.500,61.050,14.070,8.660,0,0.000,0.000,2.726,133.000,5.165,938,938,834.650,193,193,169.167,262.746,264.961,260.040,460.769,463.663,446.222,0,1.818,647.550
2019-04-30 05:00:00,386,10.170,-214.900,56.640,12.550,8.990,0,0.000,0.000,3.344,131.800,5.165,1071,1122,1016.700,221,233,209.533,278.925,282.862,274.663,508.385,509.235,487.069,0,1.817,647.646
2019-04-30 06:00:00,387,10.700,-199.500,58.030,12.820,9.380,0,0.000,0.000,3.243,135.200,7.219,319,1255,1051.200,61,261,217.217,281.033,301.373,287.887,478.851,550.104,516.317,0,1.819,647.371
2019-04-30 07:00:00,388,11.020,-228.300,64.140,17.270,9.670,0,0.000,0.000,3.402,135.300,6.497,1106,1336,1106.417,226,285,230.250,298.349,312.056,293.363,531.066,547.261,529.599,0,1.816,646.806
2019-04-30 08:00:00,389,10.310,-214.600,73.730,18.200,10.190,0,0.000,0.000,3.641,134.800,7.386,986,1332,737.800,212,286,153.683,325.512,338.194,312.178,466.421,554.216,488.537,0,1.817,646.617
2019-04-30 09:00:00,390,9.420,-203.300,70.960,16.750,10.760,0,0.000,0.000,3.684,138.100,7.108,260,952,351.600,51,211,70.900,298.770,331.038,314.918,411.042,473.683,423.533,0,1.819,645.920
2019-04-30 10:00:00,391,9.230,-218.000,72.960,16.470,11.240,0,0.000,0.000,3.900,134.000,6.275,193,860,440.250,38,191,94.083,296.703,300.873,289.614,388.513,460.937,419.171,0,1.818,645.839
2019-04-30 11:00:00,392,7.930,-208.100,68.190,15.100,11.600,0,0.000,0.000,2.848,91.400,8.660,168,392,214.633,35,85,43.450,318.568,318.568,311.634,396.167,399.077,392.082,0,1.818,645.746
2019-04-30 12:00:00,393,8.470,-205.700,77.750,13.650,11.790,0,0.000,0.000,1.016,136.100,2.777,34,195,95.667,6,41,19.200,256.630,321.372,283.134,356.875,399.705,376.796,0,1.819,645.792
2019-04-30 13:00:00,394,6.460,-215.200,90.600,11.500,11.820,0,0.000,0.000,0.395,110.300,1.944,-2,30,8.950,0,6,1.750,246.344,259.000,250.305,337.131,356.397,345.656,0,1.818,646.316
2019-04-30 14:00:00,395,5.335,-212.500,83.000,9.890,11.680,0,0.000,0.000,0.628,41.500,1.610,-2,-1,-1.833,0,0,0.000,247.421,251.266,246.672,330.153,336.985,332.958,0,1.819,646.540
2019-04-30 15:00:00,396,5.200,-213.400,90.600,9.090,11.420,0,0.000,0.000,0.853,90.400,2.277,0,0,-0.917,0,0,0.000,335.247,336.185,279.470,348.174,348.174,335.574,0,1.817,647.587
2019-04-30 16:00:00,397,5.856,-217.600,79.520,8.630,11.110,0,0.000,0.000,1.787,89.000,4.443,-2,0,-1.117,0,0,0.000,259.946,336.525,288.583,332.618,348.760,339.900,0,1.819,648.220
2019-04-30 17:00:00,398,6.280,-214.800,57.370,7.640,10.800,0,0.000,0.000,1.513,53.100,3.721,-2,-2,-2.000,0,0,0.000,238.646,259.693,244.689,322.845,332.366,327.269,0,1.820,647.948
2019-04-30 18:00:00,399,5.970,-208.500,41.530,6.640,10.470,0,0.000,0.000,1.735,36.090,3.887,-2,-1,-1.950,0,0,0.000,229.507,238.584,234.260,317.574,322.667,319.639,0,1.820,647.212
2019-04-30 19:00:00,400,5.558,-208.300,36.710,5.590,10.120,0,0.000,0.000,1.279,35.270,2.332,-2,-2,-2.000,0,0,0.000,220.314,229.873,225.264,308.820,317.364,313.020,0,1.820,646.924
2019-04-30 20:00:00,401,5.722,-209.600,18.220,4.930,9.750,0,0.000,0.000,1.862,34.450,3.388,-2,-2,-2.000,0,0,0.000,215.213,220.953,217.013,310.997,311.239,309.667,0,1.821,646.232
2019-04-30 21:00:00,402,5.563,-211.300,33.780,4.080,9.370,0,0.000,0.000,1.561,56.920,3.887,-2,-2,-2.100,0,0,0.000,211.020,215.202,213.021,302.235,312.784,307.519,0,1.822,646.185
2019-04-30 22:00:00,403,3.804,-211.100,20.350,3.360,9.000,0,0.000,0.000,1.249,34.790,2.666,-2,-1,-2.033,0,0,0.000,211.148,212.593,211.190,301.078,302.943,300.974,0,1.822,645.810
2019-04-30 23:00:00,404,4.317,-218.000,21.740,2.670,8.620,0,0.000,0.000,1.422,36.060,2.832,-2,-2,-2.000,0,0,0.000,209.812,212.120,210.710,297.809,301.895,299.920,0,1.823,646.111
2019-05-01 00:00:00,405,4.987,-217.400,16.530,2.580,8.260,0,0.000,0.000,1.759,45.100,3.998,11,11,1.567,1,1,0.283,211.376,211.376,210.319,307.524,307.524,301.765,0,1.821,646.442
2019-05-01 01:00:00,406,6.102,-200.700,15.050,3.030,7.940,0,0.000,0.000,2.667,53.460,4.665,292,292,55.150,52,52,9.050,214.254,214.254,211.323,328.291,328.291,310.963,0,1.821,646.937
2019-05-01 02:00:00,407,8.850,-207.200,32.090,7.480,7.680,0,0.000,0.000,1.486,60.060,3.499,542,542,419.050,104,104,77.900,223.952,224.462,219.272,379.394,379.394,355.132,0,1.821,646.899
2019-05-01 03:00:00,408,8.720,-210.100,28.110,10.990,7.620,0,0.000,0.000,2.107,130.900,4.276,759,759,656.783,156,156,131.383,238.992,240.205,232.184,424.324,425.609,404.208,0,1.821,647.381
2019-05-01 04:00:00,409,10.190,-213.400,27.180,13.450,7.860,0,0.000,0.000,2.771,134.900,4.665,938,938,856.650,196,196,177.533,250.292,251.303,244.880,476.508,480.808,453.019,0,1.819,647.620
2019-05-01 05:00:00,410,11.400,-214.100,32.120,11.320,8.260,0,0.000,0.000,3.211,136.700,5.831,1053,1053,1002.750,222,222,210.400,258.101,258.810,253.736,509.363,509.363,494.250,0,1.819,647.570
2019-05-01 06:00:00,411,12.250,-210.400,40.620,10.980,8.630,0,0.000,0.000,3.633,137.600,6.331,1092,1096,1079.833,230,231,227.850,267.995,269.060,262.952,525.897,529.844,519.414,0,1.820,647.116
2019-05-01 07:00:00,412,11.750,-215.600,50.940,15.860,8.920,0,0.000,0.000,3.654,137.300,7.386,1071,1103,1090.883,228,233,230.383,274.874,278.484,271.939,525.518,543.005,529.111,0,1.817,646.996
2019-05-01 08:00:00,413,11.760,-197.700,59.390,19.360,9.430,0,0.000,0.000,3.729,136.500,5.775,1036,1084,1023.617,222,231,218.483,286.866,288.900,281.532,521.234,539.342,525.167,0,1.819,646.511
2019-05-01 09:00:00,414,11.110,-189.600,56.780,20.440,10.130,0,0.000,0.000,3.571,140.200,7.497,917,1051,847.950,203,228,183.567,291.227,306.098,289.062,496.538,519.009,494.511,0,1.816,646.368
2019-05-01 10:00:00,415,10.390,-219.000,57.720,19.510,10.870,0,0.000,0.000,3.778,132.700,7.719,654,891,563.950,151,197,124.217,278.515,296.671,284.721,451.390,486.039,448.742,0,1.817,645.859
2019-05-01 11:00:00,416,9.560,-205.300,66.630,17.260,11.570,0,0.000,0.000,3.376,141.600,5.942,83,677,276.533,16,155,60.817,271.105,288.270,277.611,376.227,457.308,406.551,0,1.819,645.729
2019-05-01 12:00:00,417,8.550,-228.200,82.300,14.600,11.950,0,0.000,0.000,2.408,140.500,4.443,30,99,60.033,6,19,11.383,271.636,280.136,271.961,358.625,375.882,367.328,0,1.819,645.735
2019-05-01 13:00:00,418,7.536,-210.300,89.200,12.970,12.070,0,0.000,0.000,2.498,137.000,4.942,-1,33,9.200,0,7,1.583,315.697,336.566,316.719,357.012,366.038,361.355,0,1.819,646.803
2019-05-01 14:00:00,419,7.118,-200.500,89.500,11.700,12.010,0,0.000,0.000,1.745,123.100,4.498,-1,0,-0.883,0,0,0.000,301.572,331.947,301.367,348.664,358.458,352.507,0,1.818,647.490
2019-05-01 15:00:00,420,6.666,-213.600,92.900,10.870,11.810,0,0.000,0.000,1.137,133.500,3.554,0,0,-0.567,0,0,0.000,337.263,338.228,315.659,354.177,354.177,351.311,0,1.818,648.153
2019-05-01 16:00:00,421,6.285,-200.000,90.100,10.170,11.550,0,0.000,0.000,1.771,137.700,4.998,0,0,-0.467,0,0,0.000,322.961,334.836,316.556,349.407,353.931,349.530,0,1.819,648.193
2019-05-01 17:00:00,422,5.823,-208.500,88.600,9.190,11.290,0,0.000,0.000,1.015,98.900,2.777,-2,0,-1.283,0,0,0.000,253.968,322.298,277.124,329.544,349.319,338.793,0,1.819,647.954
2019-05-01 18:00:00,423,5.222,-203.500,96.800,8.820,11.020,0,0.000,0.000,1.270,130.200,3.054,0,0,-0.267,0,0,0.000,335.218,339.401,320.448,346.958,347.500,342.511,0,1.818,647.677
2019-05-01 19:00:00,424,4.984,-211.000,93.100,8.090,10.710,0,0.000,0.000,0.402,95.100,1.888,-1,0,-1.067,0,0,0.000,285.317,334.934,286.253,332.048,346.938,336.384,0,1.819,647.044
2019-05-01 20:00:00,425,4.274,-219.500,90.100,7.120,10.460,0,0.000,0.000,0.678,49.070,1.610,-1,-1,-1.367,0,0,0.000,245.185,284.576,253.010,320.286,332.140,324.771,0,1.819,646.498
2019-05-01 21:00:00,426,3.832,-210.500,91.500,6.960,10.160,0,0.000,0.000,0.701,105.300,2.943,-1,0,-0.367,0,0,0.000,317.798,330.637,303.013,336.774,337.069,330.905,0,1.818,646.593
2019-05-01 22:00:00,427,4.108,-214.700,96.400,6.910,9.900,0,0.000,0.000,0.651,108.100,2.277,-1,0,-0.517,0,0,0.000,312.948,329.976,315.666,335.860,339.078,336.608,0,1.818,646.947
2019-05-01 23:00:00,428,3.894,-205.200,79.840,6.180,9.630,0,0.000,0.000,0.965,44.890,2.332,-2,-1,-1.367,0,0,0.000,241.989,314.537,260.111,318.686,336.203,324.787,0,1.819,646.565
2019-05-02 00:00:00,429,3.985,-215.300,69.490,5.300,9.390,0,0.000,0.000,1.266,51.880,2.888,11,11,1.983,2,2,0.450,237.944,241.873,239.155,312.851,318.750,315.533,0,1.821,647.005
2019-05-02 01:00:00,430,3.100,-209.100,69.290,5.150,9.140,0,0.000,0.000,0.676,41.890,1.666,246,246,54.883,44,44,9.183,238.878,239.822,238.177,329.257,329.257,315.921,0,1.819,647.590
2019-05-02 02:00:00,431,5.504,-211.500,56.970,8.830,8.890,0,0.000,0.000,0.617,27.130,1.888,488,488,369.300,94,94,69.067,250.640,251.204,245.393,383.063,383.063,355.464,0,1.821,647.549
2019-05-02 03:00:00,432,8.530,-215.800,51.840,12.430,8.830,0,0.000,0.000,1.126,128.300,2.943,720,720,608.317,147,147,121.450,258.548,260.660,256.495,433.789,433.959,408.562,0,1.821,647.738
2019-05-02 04:00:00,433,9.530,-218.000,41.460,14.360,9.040,0,0.000,0.000,2.757,131.300,5.498,903,903,820.300,189,189,169.483,262.815,263.677,261.097,467.892,471.403,449.568,0,1.818,648.279
2019-05-02 05:00:00,434,11.070,-216.700,42.590,12.520,9.380,0,0.000,0.000,3.195,131.700,5.831,1031,1031,974.533,217,217,204.450,269.276,271.190,266.192,502.692,507.765,490.928,0,1.821,648.099
2019-05-02 06:00:00,435,11.940,-210.400,48.930,12.220,9.670,0,0.000,0.000,3.201,135.400,5.609,1085,1092,1059.267,229,231,223.983,270.462,276.968,271.903,522.576,541.858,519.571,0,1.818,647.830
2019-05-02 07:00:00,436,11.840,-229.700,51.110,16.810,9.930,0,0.000,0.000,3.587,137.300,6.942,1074,1098,1087.183,229,232,230.050,281.075,287.002,280.093,531.973,541.938,531.701,0,1.817,647.281
2019-05-02 08:00:00,437,12.160,-228.600,59.470,19.920,10.370,0,0.000,0.000,3.965,137.100,6.997,1091,1223,1035.033,236,265,221.900,292.378,311.966,292.066,534.320,543.674,524.725,0,1.818,647.138
2019-05-02 09:00:00,438,10.880,-193.500,64.920,20.610,11.010,0,0.000,0.000,3.960,131.100,7.830,789,1136,801.650,176,247,174.017,290.799,316.238,299.010,462.956,543.155,494.405,0,1.820,646.711
2019-05-02 10:00:00,439,9.680,-216.400,69.160,19.330,11.700,0,0.000,0.000,3.274,133.300,5.887,225,832,437.033,46,186,95.033,309.942,332.620,295.858,414.737,471.915,432.376,0,1.819,646.486
2019-05-02 11:00:00,440,8.550,-202.000,73.660,16.400,12.220,0,0.000,0.000,2.605,135.500,6.942,82,263,148.733,15,55,29.550,277.000,328.077,293.135,373.248,415.002,389.461,0,1.819,646.621
2019-05-02 12:00:00,441,8.100,-208.900,78.900,14.410,12.520,0,0.000,0.000,1.995,135.500,3.332,28,96,58.883,5,20,11.383,303.578,308.943,293.123,363.397,375.664,369.356,0,1.819,646.640
2019-05-02 13:00:00,442,7.367,-211.000,89.200,12.830,12.510,0,0.000,0.000,1.636,129.900,3.832,0,27,9.350,0,5,1.583,327.776,327.776,301.940,358.942,363.375,358.287,0,1.819,647.597
2019-05-02 14:00:00,443,6.441,-212.000,93.700,11.400,12.400,0,0.000,0.000,0.229,124.800,1.499,-2,0,-1.517,0,0,0.000,257.996,329.701,278.103,338.316,359.144,346.979,0,1.818,648.019
2019-05-02 15:00:00,444,5.695,-204.000,85.400,10.070,12.160,0,0.000,0.000,0.640,15.210,1.499,-2,-1,-1.550,0,0,0.000,253.297,257.695,255.151,331.667,338.207,334.664,0,1.819,648.492
2019-05-02 16:00:00,445,5.292,-209.800,82.700,8.910,11.840,0,0.000,0.000,0.553,28.080,1.610,-2,-2,-2.000,0,0,0.000,251.714,254.241,252.614,326.744,331.767,328.930,0,1.819,648.673
2019-05-02 17:00:00,446,4.906,-210.900,83.400,7.980,11.470,0,0.000,0.000,0.784,26.940,1.555,-2,-2,-2.000,0,0,0.000,249.659,251.859,250.439,322.880,326.809,325.011,0,1.820,648.651
2019-05-02 18:00:00,447,4.696,-209.100,80.200,7.480,11.100,0,0.000,0.000,0.727,34.170,1.389,-2,-1,-1.233,0,0,0.000,290.206,290.206,272.428,328.793,330.415,327.254,0,1.819,648.331
2019-05-02 19:00:00,448,4.779,-213.600,77.640,7.430,10.730,0,0.000,0.000,0.747,32.540,1.944,-1,0,-0.433,0,0,0.000,296.682,321.536,309.761,334.406,337.921,335.907,0,1.819,647.556
2019-05-02 20:00:00,449,4.880,-215.600,83.800,6.900,10.390,0,0.000,0.000,0.683,63.740,1.444,-1,-1,-1.000,0,0,0.000,265.582,296.334,278.903,324.549,334.302,329.685,0,1.819,647.184
2019-05-02 21:00:00,450,4.123,-207.600,79.640,6.160,10.110,0,0.000,0.000,1.041,18.980,1.666,-1,-1,-1.017,0,0,0.000,263.233,264.849,256.100,321.081,324.149,321.423,0,1.820,646.694
2019-05-02 22:00:00,451,4.039,-211.800,77.420,5.640,9.840,0,0.000,0.000,1.310,20.740,2.332,-1,-1,-1.000,0,0,0.000,245.208,262.736,254.636,316.475,321.398,319.399,0,1.820,646.476
2019-05-02 23:00:00,452,3.086,-211.100,87.600,5.050,9.510,0,0.000,0.000,0.495,59.940,1.722,0,0,-1.200,0,0,0.000,311.097,313.872,262.911,325.729,325.729,316.515,0,1.819,646.881
2019-05-03 00:00:00,453,3.538,-217.300,81.500,5.460,9.240,0,0.000,0.000,0.632,18.610,1.388,4,5,1.650,0,1,0.083,324.782,324.782,320.279,334.806,334.806,331.269,0,1.819,647.113
2019-05-03 01:00:00,454,4.245,-211.900,77.890,5.920,8.980,0,0.000,0.000,0.454,78.100,1.499,73,79,21.833,14,16,3.650,325.642,328.683,326.489,345.820,345.820,338.452,0,1.819,647.670
2019-05-03 02:00:00,455,5.443,-208.700,76.650,7.670,8.830,0,0.000,0.000,0.308,119.200,1.722,220,582,182.967,43,119,36.733,285.258,328.421,300.958,374.837,389.696,356.467,0,1.818,648.231
2019-05-03 03:00:00,456,7.171,-216.500,64.840,11.300,8.800,0,0.000,0.000,1.438,125.800,3.610,818,911,529.683,169,191,107.600,275.681,292.176,278.086,441.201,441.201,401.597,0,1.818,648.806
2019-05-03 04:00:00,457,10.230,-210.000,38.780,15.550,8.970,0,0.000,0.000,1.353,127.600,2.944,576,1314,861.833,118,278,178.500,309.297,314.844,291.119,472.620,543.175,479.338,0,1.818,648.746
2019-05-03 05:00:00,458,10.380,-218.800,53.930,14.990,9.380,0,0.000,0.000,2.685,137.100,4.887,1161,1285,819.633,245,273,169.400,289.314,322.239,301.875,517.807,519.236,480.039,0,1.818,648.485
2019-05-03 06:00:00,459,9.610,-190.000,60.040,15.360,9.840,0,0.000,0.000,3.694,138.400,6.831,1253,1253,735.567,265,265,151.867,303.300,320.484,311.682,500.141,517.995,467.598,0,1.819,648.459
2019-05-03 07:00:00,460,10.900,-220.700,60.220,19.300,10.330,0,0.000,0.000,3.269,129.100,6.775,1168,1296,1134.333,250,274,239.233,298.283,307.887,298.740,543.003,569.657,536.847,0,1.815,647.761
2019-05-03 08:00:00,461,11.070,-234.900,70.220,20.530,10.960,0,0.000,0.000,3.288,137.600,5.942,452,1224,866.217,92,262,182.867,322.904,323.137,305.026,445.592,563.791,512.234,0,1.817,647.362
2019-05-03 09:00:00,462,8.370,-205.500,89.000,17.960,11.610,61,0.000,0.000,2.970,134.400,4.665,209,739,326.650,33,150,62.283,338.380,342.770,329.117,386.502,473.964,425.393,0,1.819,647.002
2019-05-03 10:00:00,463,6.351,-196.200,98.000,14.990,12.120,61,0.350,0.350,2.647,129.800,4.998,78,244,169.950,8,32,21.200,341.492,342.747,338.083,364.799,387.416,373.903,0,1.818,646.790
2019-05-03 11:00:00,464,5.853,-207.300,92.500,13.460,12.310,0,0.450,0.800,1.266,122.100,3.499,100,174,93.050,13,18,10.617,333.759,343.123,337.293,367.240,370.627,367.119,0,1.818,646.691
2019-05-03 12:00:00,465,5.847,-213.900,98.700,12.170,12.310,0,0.000,0.000,0.832,128.100,1.666,6,92,34.517,0,12,4.300,341.884,342.332,336.710,354.889,366.995,360.767,0,1.818,646.867
2019-05-03 13:00:00,466,5.176,-216.900,97.300,11.030,12.170,0,0.000,0.000,0.652,116.500,2.277,0,12,3.750,0,1,0.117,329.249,341.992,334.355,350.702,354.691,352.762,0,1.817,647.156
2019-05-03 14:00:00,467,5.527,-205.200,94.700,10.070,11.900,0,0.000,0.000,0.402,53.830,1.444,-1,0,-0.817,0,0,0.000,318.709,329.053,319.198,345.489,350.848,346.915,0,1.818,646.992
2019-05-03 15:00:00,468,5.199,-209.200,97.300,9.400,11.630,0,0.000,0.000,0.706,124.800,1.555,0,0,-0.233,0,0,0.000,333.653,336.118,324.278,345.846,346.146,345.018,0,1.818,647.695
2019-05-03 16:00:00,469,4.990,-212.700,90.500,8.760,11.340,0,0.000,0.000,1.972,125.800,4.554,0,0,-0.017,0,0,0.000,331.792,337.720,333.644,342.832,346.387,343.755,0,1.819,647.901
2019-05-03 17:00:00,470,4.758,-222.300,98.000,8.420,11.050,0,0.000,0.000,0.757,119.500,2.443,0,0,0.000,0,0,0.000,333.561,333.922,332.326,343.839,344.052,343.494,0,1.818,647.774
2019-05-03 18:00:00,471,4.560,-206.000,96.700,8.170,10.760,0,0.000,0.000,0.473,80.400,1.277,0,0,0.000,0,0,0.000,332.722,333.210,332.658,343.433,344.364,343.843,0,1.818,647.186
2019-05-03 19:00:00,472,4.725,-216.000,95.100,7.860,10.520,0,0.000,0.000,0.553,88.700,1.666,0,0,0.000,0,0,0.000,330.885,332.633,328.087,342.714,343.519,342.141,0,1.818,646.562
2019-05-03 20:00:00,473,4.713,-219.100,92.400,7.560,10.270,0,0.200,0.200,0.635,38.590,2.443,0,0,0.000,0,0,0.000,324.533,330.720,325.333,340.524,342.722,341.070,0,1.818,646.032
2019-05-03 21:00:00,474,5.151,-207.700,88.900,7.350,10.060,61,0.530,0.730,0.756,29.570,1.888,0,0,0.000,0,0,0.000,328.767,333.057,329.357,342.201,342.391,341.526,0,1.818,645.576
2019-05-03 22:00:00,475,5.060,-212.100,94.000,6.940,9.860,57,1.800,2.530,0.956,26.300,1.999,0,0,0.000,0,0,0.000,329.946,331.985,330.038,340.800,342.323,341.324,0,1.818,645.297
2019-05-03 23:00:00,476,4.629,-202.800,96.900,6.670,9.670,57,1.690,4.220,0.516,4.587,1.166,0,0,0.000,0,0,0.000,328.475,330.587,328.924,340.100,341.290,340.597,0,1.819,645.712
2019-05-04 00:00:00,477,4.616,-220.500,92.600,6.540,9.470,0,0.140,4.360,0.980,28.660,2.388,8,8,1.600,1,1,0.083,327.608,329.717,328.690,340.075,340.546,340.271,0,1.818,645.667
2019-05-04 01:00:00,478,5.335,-205.100,90.000,6.800,9.300,57,0.520,4.880,0.857,38.280,2.166,54,99,38.117,5,9,3.617,332.922,333.876,330.219,348.885,349.106,343.768,0,1.818,645.956
2019-05-04 02:00:00,479,5.982,-211.800,87.400,7.620,9.150,0,0.050,4.930,0.761,30.120,1.722,106,115,87.417,11,11,8.500,336.484,336.484,334.574,355.957,355.957,352.724,0,1.818,646.231
2019-05-04 03:00:00,480,6.652,-214.100,94.100,8.320,9.080,61,0.390,5.320,0.577,115.400,1.499,260,260,115.100,22,22,10.800,336.955,339.175,336.362,365.009,365.009,358.631,0,1.819,646.649
2019-05-04 04:00:00,481,7.404,-210.200,80.500,10.760,9.110,57,0.260,5.580,0.157,0.000,1.055,229,412,301.950,22,39,28.567,345.833,348.104,343.851,383.736,388.042,381.465,0,1.818,646.699
2019-05-04 05:00:00,482,7.635,-218.900,95.600,10.990,9.220,61,1.110,6.690,0.642,126.700,2.110,243,333,196.600,19,27,16.500,344.083,346.417,342.331,379.714,383.988,376.827,0,1.818,646.816
2019-05-04 06:00:00,483,7.502,-213.100,93.500,12.000,9.430,57,0.570,7.260,0.687,125.600,2.332,289,378,266.950,27,32,22.767,347.515,347.733,343.909,388.055,389.614,383.688,0,1.818,646.461
2019-05-04 07:00:00,484,8.690,-209.100,96.100,14.130,9.690,0,0.100,7.360,0.966,123.000,2.277,524,727,455.167,62,73,45.533,361.783,361.783,347.334,406.041,412.924,400.126,0,1.819,645.966
2019-05-04 08:00:00,485,7.923,-212.900,98.800,13.540,10.030,0,0.000,7.360,1.949,135.800,2.888,379,955,319.267,42,113,36.433,348.248,362.329,354.075,383.640,410.193,390.014,0,1.819,645.606
2019-05-04 09:00:00,486,7.752,-207.700,98.100,13.780,10.350,0,0.000,7.360,2.254,136.400,3.554,208,662,381.617,24,75,43.367,350.881,352.603,348.134,383.060,395.545,390.277,0,1.820,645.218
2019-05-04 10:00:00,487,7.082,-218.200,99.300,12.480,10.630,0,0.000,7.360,1.770,136.200,3.165,98,264,149.850,11,30,16.550,347.184,350.735,348.767,368.627,383.689,374.567,0,1.819,645.050
2019-05-04 11:00:00,488,6.493,-209.300,99.500,11.450,10.770,0,0.000,7.360,1.334,126.400,2.832,40,126,64.817,4,14,7.200,346.513,348.033,346.612,362.223,368.336,365.023,0,1.820,644.955
2019-05-04 12:00:00,489,6.203,-217.800,99.700,10.670,10.800,0,0.000,0.000,0.706,120.200,1.666,14,51,29.617,1,5,2.917,344.976,347.500,346.250,358.324,362.947,360.751,0,1.819,644.849
2019-05-04 13:00:00,490,6.046,-205.500,99.800,9.860,10.740,0,0.060,0.060,1.073,117.600,3.332,0,16,3.517,0,1,0.133,344.242,345.422,344.822,352.449,358.953,355.719,0,1.819,645.457
2019-05-04 14:00:00,491,5.944,-212.200,99.900,9.180,10.620,0,0.180,0.240,1.349,137.600,3.832,0,0,0.000,0,0,0.000,344.174,344.174,343.903,351.313,352.205,351.516,0,1.820,646.119
2019-05-04 15:00:00,492,5.980,-217.900,100.000,8.840,10.450,0,0.210,0.450,0.666,116.900,1.777,0,0,0.000,0,0,0.000,344.258,344.479,344.238,350.557,351.649,351.195,0,1.821,646.498
2019-05-04 16:00:00,493,6.023,-212.900,100.000,8.560,10.270,0,0.130,0.580,0.949,135.400,1.944,0,0,0.000,0,0,0.000,344.738,344.768,344.490,350.289,350.925,350.332,0,1.821,646.843
2019-05-04 17:00:00,494,5.951,-212.400,100.000,8.330,10.080,0,0.140,0.720,0.722,139.100,1.499,0,0,0.000,0,0,0.000,344.078,344.802,344.306,349.708,350.352,349.727,0,1.821,646.726
2019-05-04 18:00:00,495,5.906,-214.400,100.000,8.180,9.930,0,0.000,0.720,0.432,135.800,1.111,0,0,0.000,0,0,0.000,343.866,344.314,344.083,349.408,349.604,349.295,0,1.821,646.593
2019-05-04 19:00:00,496,5.389,-216.300,100.000,7.410,9.760,0,0.000,0.720,0.021,42.230,0.666,0,0,-0.883,0,0,0.000,335.274,343.776,332.244,340.813,349.551,341.036,0,1.822,646.231
2019-05-04 20:00:00,497,4.700,-210.400,99.700,7.230,9.580,0,0.000,0.720,0.623,16.230,1.833,0,0,0.000,0,0,0.000,337.055,338.780,337.432,342.911,343.657,342.737,0,1.820,645.851
2019-05-04 21:00:00,498,4.218,-217.300,97.800,6.970,9.440,0,0.000,0.720,0.860,22.200,1.777,0,0,0.000,0,0,0.000,333.705,337.036,335.506,341.254,343.058,342.225,0,1.820,645.714
2019-05-04 22:00:00,499,4.262,-204.100,96.100,6.760,9.260,0,0.000,0.720,0.441,40.010,1.722,0,0,-0.200,0,0,0.000,331.052,333.787,331.922,339.559,341.423,340.618,0,1.818,645.555
2019-05-04 23:00:00,500,3.917,-208.700,91.400,6.160,9.110,0,0.000,0.720,0.927,41.780,2.332,-1,0,-0.950,0,0,0.000,322.971,330.501,323.717,333.377,339.343,335.445,0,1.820,645.622
2019-05-05 00:00:00,501,3.539,-211.500,97.300,5.860,8.930,0,0.000,0.720,0.519,20.660,1.499,13,13,2.283,1,1,0.133,314.480,327.473,321.595,332.892,334.790,333.611,0,1.820,646.025
