,record#,T_HMP,PRT,RH,SURF_TEMP,SUB_TEMP,PRECIP_CODE,PRECIP,PRECIP_24,WS_AVG,WDIR,WS_MAX,SW_IN_SAMP,SW_IN_MAX,SW_IN_AVG,SW_OUT_SAMP,SW_OUT_MAX,SW_OUT_AVG,LW_IN_SAMP,LW_IN_MAX,LW_IN_AVG,LW_OUT_SAMP,LW_OUT_MAX,LW_OUT_AVG,NET,SR50,PRESS
2019-04-17 16:00:00,85,1.658,-209.400,85.800,3.940,7.510,0,0.440,3.220,1.612,65.120,4.332,0,0,-0.100,0,0,0.000,290.970,320.063,301.324,323.938,326.614,324.125,0,1.818,649.062
2019-04-17 17:00:00,86,2.641,-205.600,87.900,3.660,7.190,0,0.000,3.220,1.022,43.340,2.277,-1,0,-0.750,0,0,0.000,274.339,293.943,284.977,320.032,324.206,322.696,0,1.819,649.016
2019-04-17 18:00:00,87,2.254,-212.500,74.480,2.940,6.870,0,0.000,3.220,1.868,49.210,3.165,-1,-1,-1.000,0,0,0.000,238.719,273.886,250.151,312.084,319.890,315.686,0,1.819,648.146
2019-04-17 19:00:00,88,1.519,-208.600,80.900,2.190,6.610,0,0.000,3.220,1.199,64.140,2.166,-1,-1,-1.000,0,0,0.000,246.267,246.404,238.385,309.736,312.381,310.152,0,1.819,647.618
2019-04-17 20:00:00,89,1.246,-207.200,81.000,1.830,6.320,0,0.000,3.220,1.399,42.840,2.999,-1,-1,-1.000,0,0,0.000,238.980,281.490,253.602,311.333,313.423,311.549,0,1.819,647.349
2019-04-17 21:00:00,90,1.251,-200.100,70.770,1.660,6.030,0,0.000,3.220,1.307,32.670,2.388,-1,-1,-1.000,0,0,0.000,231.342,239.982,234.584,311.647,312.500,311.813,0,1.819,646.955
2019-04-17 22:00:00,91,0.622,-212.500,59.470,1.580,5.770,0,0.000,3.220,1.873,38.160,3.165,-1,-1,-1.000,1,1,0.250,221.293,240.581,229.358,310.138,311.686,311.027,0,1.819,646.465
2019-04-17 23:00:00,92,0.506,-211.900,59.800,1.430,5.540,0,0.000,3.220,1.718,43.880,3.832,-1,-1,-1.000,0,1,0.567,215.706,221.154,218.392,308.095,310.097,309.131,0,1.816,646.267
2019-04-18 00:00:00,93,0.139,-211.800,61.670,1.280,5.330,0,0.000,3.220,1.883,27.940,3.110,7,7,0.417,1,1,0.333,212.996,217.080,215.209,306.116,308.285,307.173,0,1.817,646.759
2019-04-18 01:00:00,94,0.109,-211.400,44.070,1.360,5.140,0,0.000,3.220,2.117,41.900,4.276,242,242,50.817,40,40,8.017,209.992,213.072,211.344,308.721,308.721,306.291,0,1.817,646.918
2019-04-18 02:00:00,95,1.789,-204.200,36.030,2.100,5.010,0,0.000,3.220,1.444,35.690,3.165,501,501,374.067,51,51,47.017,220.691,220.691,214.300,318.106,318.106,312.642,0,1.817,647.293
2019-04-18 03:00:00,96,4.018,-206.800,57.480,5.270,4.920,0,0.000,3.220,1.112,120.300,2.610,734,734,621.333,80,80,64.600,235.971,235.971,227.849,360.365,360.365,334.185,0,1.820,647.808
2019-04-18 04:00:00,97,5.136,-208.600,60.590,7.540,4.970,0,0.000,3.220,2.125,133.300,4.887,945,945,844.600,116,116,98.150,244.508,244.508,239.380,383.405,385.371,374.400,0,1.820,648.029
2019-04-18 05:00:00,98,6.189,-215.000,60.520,6.050,5.190,0,0.000,3.220,2.754,134.700,5.109,1101,1101,1021.617,147,147,130.917,256.180,256.180,248.877,407.644,409.961,396.911,0,1.816,648.227
2019-04-18 06:00:00,99,6.990,-218.900,61.800,6.600,5.440,0,0.000,3.220,2.867,138.400,5.276,1264,1264,1157.367,193,193,164.850,274.114,278.575,261.818,417.505,425.232,413.693,0,1.817,647.809
2019-04-18 07:00:00,100,6.909,-222.000,67.970,11.280,5.700,0,0.000,3.220,3.453,132.200,7.219,363,1375,1104.933,58,234,180.467,284.181,297.685,280.731,392.975,431.571,417.650,0,1.817,647.643
2019-04-18 08:00:00,101,6.216,-216.700,61.060,11.990,6.150,0,0.000,3.220,3.132,136.500,5.498,984,1395,773.433,177,246,134.667,266.858,309.209,290.782,413.781,431.556,404.162,0,1.820,646.915
2019-04-18 09:00:00,102,6.468,-208.200,61.220,13.220,6.700,0,0.000,3.220,3.338,137.200,5.498,920,1167,743.683,180,217,137.533,255.343,274.470,261.121,405.135,415.323,397.140,0,1.820,646.299
2019-04-18 10:00:00,103,6.180,-208.300,74.910,14.150,7.260,0,0.000,3.220,3.345,133.900,5.942,703,918,761.067,145,180,152.883,262.591,265.950,254.345,398.876,410.003,400.426,0,1.818,646.048
2019-04-18 11:00:00,104,4.297,-222.200,87.900,10.800,7.720,0,0.000,3.220,2.911,129.000,4.609,78,684,209.817,12,142,39.383,269.949,287.425,257.044,346.586,397.164,360.771,0,1.818,645.994
2019-04-18 12:00:00,105,3.398,-219.300,89.700,8.730,8.050,0,0.000,0.000,1.315,129.600,3.165,27,78,52.583,4,12,8.117,276.691,282.228,269.680,340.118,346.911,342.869,0,1.819,646.123
2019-04-18 13:00:00,106,2.715,-213.300,97.300,7.390,8.100,0,0.000,0.000,0.769,136.000,1.833,-1,25,8.117,0,4,1.117,321.851,325.168,291.944,338.146,340.221,337.618,0,1.819,646.614
2019-04-18 14:00:00,107,2.191,-213.800,96.600,6.120,7.980,0,0.000,0.000,0.284,118.500,1.555,-1,0,-1.317,0,0,0.000,237.887,321.460,255.761,321.836,338.539,328.650,0,1.818,646.717
2019-04-18 15:00:00,108,1.760,-211.800,94.000,4.910,7.790,0,0.000,0.000,1.111,72.210,2.388,-1,0,-1.333,0,0,0.000,254.244,300.908,241.531,321.041,324.216,319.779,0,1.817,647.116
2019-04-18 16:00:00,109,1.284,-213.600,88.400,3.940,7.530,0,0.000,0.000,0.922,57.410,2.943,-2,-1,-1.400,0,0,0.000,227.440,258.293,232.638,312.578,320.908,315.508,0,1.819,647.351
2019-04-18 17:00:00,110,1.185,-215.000,84.700,3.070,7.190,0,0.000,0.000,0.912,23.010,1.722,-2,-2,-2.000,0,0,0.000,224.306,227.104,225.750,308.816,312.468,310.438,0,1.820,647.151
2019-04-18 18:00:00,111,1.275,-214.400,65.850,2.380,6.860,0,0.000,0.000,1.453,27.970,2.555,-3,-2,-2.067,0,0,0.000,220.273,224.523,222.637,310.084,310.372,309.219,0,1.819,646.561
2019-04-18 19:00:00,112,1.726,-216.300,58.970,2.120,6.510,0,0.000,0.000,1.380,39.440,2.610,-2,-2,-2.450,0,0,0.000,212.185,220.297,216.400,307.377,310.153,309.016,0,1.821,646.330
2019-04-18 20:00:00,113,0.666,-209.800,46.140,1.800,6.180,0,0.000,0.000,0.767,32.940,1.888,-2,-2,-2.100,0,0,0.000,203.694,212.017,208.449,304.433,307.435,305.855,0,1.820,645.754
2019-04-18 21:00:00,114,1.494,-208.400,38.450,1.530,5.920,0,0.000,0.000,1.285,25.490,2.610,-2,-2,-2.000,0,0,0.000,202.083,204.283,202.735,302.489,304.384,303.370,0,1.820,645.099
2019-04-18 22:00:00,115,0.731,-204.600,49.910,1.150,5.650,0,0.000,0.000,0.680,40.950,1.777,-2,-2,-2.000,0,0,0.000,201.833,201.892,201.075,299.910,302.474,301.123,0,1.821,644.995
2019-04-18 23:00:00,116,0.064,-206.000,33.490,0.930,5.370,0,0.000,0.000,0.802,36.970,2.221,-2,-1,-1.967,0,0,0.000,201.005,202.099,200.854,299.273,299.886,299.349,0,1.819,644.947
2019-04-19 00:00:00,117,0.421,-212.900,34.880,0.710,5.190,0,0.000,0.000,1.170,32.890,1.999,6,6,-0.333,1,1,0.217,199.572,201.223,200.297,298.336,299.134,298.399,0,1.820,645.249
2019-04-19 01:00:00,118,0.793,-215.300,32.110,0.880,4.980,0,0.000,0.000,1.291,41.000,2.499,245,245,49.117,43,43,8.083,204.449,204.449,201.074,306.064,306.064,299.759,0,1.820,645.686
2019-04-19 02:00:00,119,1.804,-212.200,70.440,1.670,4.830,0,0.000,0.000,1.163,94.600,2.555,498,498,376.000,75,75,60.733,213.932,213.932,207.890,320.593,320.593,313.013,0,1.821,646.239
2019-04-19 03:00:00,120,2.749,-219.400,51.800,3.540,4.690,0,0.000,0.000,1.257,126.500,2.166,743,743,624.433,115,115,94.633,222.302,222.948,220.043,351.764,351.764,335.450,0,1.820,646.680
2019-04-19 04:00:00,121,5.429,-209.200,41.370,6.960,4.670,0,0.000,0.000,1.279,121.000,2.499,936,936,845.933,155,155,134.633,226.019,228.374,225.833,391.424,391.424,373.063,0,1.822,646.769
2019-04-19 05:00:00,122,6.216,-226.600,47.920,4.890,4.800,0,0.000,0.000,2.816,129.500,6.053,1074,1075,1013.283,199,199,178.417,235.906,235.906,229.945,406.421,409.632,396.662,0,1.818,646.666
2019-04-19 06:00:00,123,6.374,-226.000,46.830,4.830,4.980,0,0.000,0.000,3.438,124.900,6.386,1151,1151,1118.767,230,230,216.267,250.311,250.311,243.954,439.406,439.406,422.507,0,1.818,646.303
2019-04-19 07:00:00,124,6.975,-215.600,48.870,9.890,5.150,0,0.000,0.000,3.747,137.000,8.110,1174,1417,1106.650,243,292,224.683,255.509,272.318,259.242,451.610,465.187,443.451,0,1.820,645.936
2019-04-19 08:00:00,125,5.750,-218.100,63.500,13.080,5.550,0,0.000,0.000,3.927,140.300,7.497,1084,1221,1071.683,229,259,224.217,285.995,285.995,268.388,440.859,469.703,448.902,0,1.820,645.693
2019-04-19 09:00:00,126,2.024,-222.400,88.100,9.820,6.020,71,0.000,0.000,2.868,131.000,7.219,84,966,284.183,13,198,53.767,306.611,308.040,303.564,345.509,439.943,376.884,0,1.820,645.735
2019-04-19 10:00:00,127,0.532,-215.400,70.070,8.180,6.430,0,0.610,0.610,1.056,71.870,4.054,174,548,186.917,25,82,27.150,311.286,313.382,306.548,356.506,366.363,348.903,0,1.820,645.017
2019-04-19 11:00:00,128,2.069,-213.100,75.340,7.550,6.640,0,0.000,0.610,0.754,127.400,2.499,72,180,143.633,10,27,21.183,306.700,313.043,303.167,344.697,356.196,351.393,0,1.819,644.840
2019-04-19 12:00:00,129,1.660,-214.600,86.800,6.050,6.740,0,0.000,0.000,1.665,128.700,4.498,27,72,45.233,3,10,6.017,302.719,308.981,305.446,330.416,343.538,337.240,0,1.819,645.006
2019-04-19 13:00:00,130,-0.176,-213.900,99.100,4.910,6.740,0,0.000,0.000,1.517,139.000,3.776,0,25,3.867,0,3,0.350,312.957,313.529,311.535,327.496,329.968,328.332,0,1.819,645.578
2019-04-19 14:00:00,131,-0.208,-216.800,92.500,4.140,6.620,0,0.000,0.000,0.057,48.420,0.611,-1,0,-0.533,0,0,0.000,258.302,312.874,287.104,316.981,328.417,324.187,0,1.819,646.061
2019-04-19 15:00:00,132,-0.025,-210.900,87.800,3.080,6.430,0,0.000,0.000,0.219,48.090,0.944,-1,-1,-1.117,0,0,0.000,252.202,258.261,253.975,311.150,316.839,313.528,0,1.819,646.239
2019-04-19 16:00:00,133,-0.219,-215.900,82.400,2.420,6.220,0,0.000,0.000,0.385,5.072,1.555,-1,-1,-1.117,0,0,0.000,277.199,278.625,263.525,313.419,313.419,311.613,0,1.818,646.049
2019-04-19 17:00:00,134,0.244,-214.800,80.100,2.320,5.980,0,0.000,0.000,0.389,7.305,1.444,-1,-1,-1.000,0,0,0.000,294.409,294.769,289.427,316.940,317.115,315.523,0,1.818,645.971
2019-04-19 18:00:00,135,0.098,-214.000,86.100,2.110,5.730,0,0.000,0.000,0.620,118.300,1.666,-1,0,-0.450,0,0,0.000,288.176,294.384,292.120,314.987,316.988,315.981,0,1.820,645.679
2019-04-19 19:00:00,136,-0.458,-215.600,85.800,1.860,5.510,0,0.000,0.000,0.600,99.200,1.999,-1,0,-0.517,0,0,0.000,276.249,288.928,285.822,312.914,314.988,314.071,0,1.819,645.302
2019-04-19 20:00:00,137,-0.865,-213.600,91.100,1.630,5.330,0,0.000,0.000,0.067,110.600,1.277,-1,-1,-1.000,0,0,0.000,274.208,276.223,262.705,311.395,312.754,310.972,0,1.818,644.700
2019-04-19 21:00:00,138,-1.219,-210.000,92.800,1.470,5.150,0,0.000,0.000,0.105,135.700,0.833,-1,0,-0.433,0,0,0.000,233.796,294.707,279.447,308.731,313.058,311.909,0,1.818,644.348
2019-04-19 22:00:00,139,-1.398,-209.400,85.000,1.210,4.940,0,0.000,0.000,0.139,29.020,0.833,-1,-1,-1.150,0,0,0.000,238.257,240.680,235.381,306.646,308.648,307.390,0,1.818,644.336
2019-04-19 23:00:00,140,-1.425,-213.600,81.500,1.020,4.790,0,0.000,0.000,0.723,19.950,1.777,-1,-1,-1.200,0,0,0.000,236.963,240.398,234.754,305.084,306.584,305.457,0,1.819,644.231
2019-04-20 00:00:00,141,-1.312,-214.600,70.180,0.830,4.660,0,0.000,0.000,1.274,21.740,2.166,8,8,-0.117,1,1,0.200,224.850,236.261,227.827,303.162,305.007,303.516,0,1.819,644.417
2019-04-20 01:00:00,142,-0.899,-209.100,65.050,1.000,4.530,0,0.000,0.000,0.964,23.240,1.722,232,232,52.050,36,36,7.833,223.050,224.706,222.714,307.771,307.771,303.752,0,1.819,644.543
2019-04-20 02:00:00,143,0.943,-217.200,67.630,2.090,4.410,0,0.000,0.000,0.489,94.100,1.555,501,501,365.783,71,71,51.800,229.188,229.650,225.815,327.206,327.206,316.420,0,1.819,644.982
2019-04-20 03:00:00,144,2.106,-210.200,62.850,5.840,4.370,0,0.000,0.000,1.625,126.700,3.165,827,827,664.817,132,132,99.850,249.851,250.747,239.685,370.220,371.500,348.861,0,1.819,645.391
2019-04-20 04:00:00,145,3.887,-213.700,57.790,8.000,4.490,0,0.000,0.000,2.367,136.400,3.887,814,980,864.867,148,180,148.250,263.477,266.559,258.094,392.562,397.365,385.401,0,1.819,645.440
2019-04-20 05:00:00,146,4.561,-202.700,59.510,6.820,4.780,0,0.000,0.000,3.157,138.300,4.998,520,1299,863.333,97,261,165.283,255.554,268.381,262.676,393.808,418.405,400.926,0,1.820,645.374
2019-04-20 06:00:00,147,5.188,-201.000,55.440,6.870,5.060,0,0.000,0.000,3.584,140.000,6.497,1234,1262,1120.283,252,257,226.050,265.796,268.023,262.800,459.263,470.504,438.494,0,1.818,645.260
2019-04-20 07:00:00,148,5.352,-209.100,68.280,11.200,5.380,0,0.000,0.000,3.368,135.400,6.553,704,1434,1040.567,141,303,212.633,305.218,316.469,285.636,427.965,494.315,458.728,0,1.820,645.267
2019-04-20 08:00:00,149,4.083,-212.300,69.750,11.090,5.810,0,0.000,0.000,3.196,139.700,6.109,352,1319,551.617,68,276,109.650,311.676,323.322,313.482,392.968,455.118,414.132,0,1.820,644.716
2019-04-20 09:00:00,150,3.830,-220.400,70.890,10.230,6.230,0,0.000,0.000,2.732,141.500,4.165,360,450,368.800,70,88,71.483,312.665,315.319,312.763,390.014,399.682,390.925,0,1.818,644.187
2019-04-20 10:00:00,151,3.352,-217.800,78.740,9.220,6.610,0,0.000,0.000,2.269,135.500,3.776,155,439,258.867,28,87,49.167,312.794,314.041,308.112,363.690,389.807,376.299,0,1.819,644.127
2019-04-20 11:00:00,152,2.674,-218.900,84.900,8.440,6.830,0,0.000,0.000,1.701,125.700,3.998,164,226,161.283,32,44,30.400,314.589,316.793,311.229,362.477,369.202,363.333,0,1.820,643.989
2019-04-20 12:00:00,153,2.477,-214.100,89.000,7.530,6.940,0,0.000,0.000,1.071,130.500,2.166,42,200,92.733,8,39,17.850,299.969,313.056,304.776,344.860,365.197,353.934,0,1.819,644.007
2019-04-20 13:00:00,154,1.925,-211.100,87.100,6.420,6.970,0,0.000,0.000,0.174,130.300,1.111,-1,40,9.050,0,8,1.567,301.723,308.029,304.614,337.237,344.871,340.837,0,1.819,644.259
2019-04-20 14:00:00,155,1.596,-206.900,98.700,5.240,6.900,0,0.000,0.000,0.766,128.100,2.332,0,0,-1.033,0,0,0.000,318.310,318.310,277.904,331.688,337.248,328.919,0,1.819,644.594
2019-04-20 15:00:00,156,0.937,-212.600,98.800,4.910,6.790,0,0.000,0.000,0.270,126.400,1.333,0,0,0.000,0,0,0.000,315.710,319.148,317.952,332.296,332.872,332.477,0,1.819,645.046
2019-04-20 16:00:00,157,1.164,-214.300,98.100,4.580,6.620,0,0.000,0.000,0.411,133.300,1.111,0,0,0.000,0,0,0.000,318.481,318.481,315.391,330.524,332.363,331.288,0,1.819,645.253
2019-04-20 17:00:00,158,0.897,-210.600,90.100,4.310,6.440,0,0.000,0.000,0.518,118.900,1.777,0,0,0.000,0,0,0.000,315.469,319.514,316.892,329.602,330.394,329.904,0,1.818,645.420
2019-04-20 18:00:00,159,1.131,-213.900,88.300,4.100,6.270,0,0.000,0.000,0.125,128.300,1.000,0,0,0.000,0,0,0.000,312.284,319.579,314.370,328.349,330.092,329.267,0,1.818,645.375
2019-04-20 19:00:00,160,1.140,-208.700,98.300,3.860,6.110,0,0.000,0.000,0.314,138.200,1.055,0,0,0.000,0,0,0.000,315.935,319.598,313.950,327.610,329.094,328.069,0,1.819,645.070
2019-04-20 20:00:00,161,0.908,-209.200,99.400,3.680,5.970,52,0.070,0.070,0.764,135.700,1.888,0,0,0.000,0,0,0.000,317.708,319.910,317.204,326.463,327.421,327.026,0,1.819,644.801
2019-04-20 21:00:00,162,0.811,-208.500,98.600,3.470,5.840,0,0.000,0.070,0.529,130.200,1.888,0,0,0.000,0,0,0.000,312.800,318.535,314.911,325.055,326.628,325.850,0,1.819,644.447
2019-04-20 22:00:00,163,0.925,-208.400,91.500,3.230,5.720,0,0.000,0.070,0.679,18.300,1.944,-1,0,-0.183,0,0,0.000,311.463,312.806,312.002,323.230,325.101,324.287,0,1.818,643.904
2019-04-20 23:00:00,164,1.618,-213.500,69.230,3.030,5.610,0,0.000,0.070,0.844,31.530,2.110,-2,-1,-1.050,0,0,0.000,301.086,311.449,309.613,320.700,323.233,322.614,0,1.820,643.720
2019-04-21 00:00:00,165,1.321,-212.900,99.100,2.650,5.450,0,0.000,0.070,0.608,121.000,2.277,2,2,-0.783,0,0,0.000,317.803,318.324,300.690,322.523,322.523,319.260,0,1.819,644.240
2019-04-21 01:00:00,166,0.507,-221.800,99.100,2.840,5.340,0,0.000,0.070,0.399,117.800,1.944,18,24,11.117,2,3,0.900,313.231,317.773,316.327,324.780,325.505,324.191,0,1.819,644.821
2019-04-21 02:00:00,167,0.814,-206.800,92.400,3.380,5.250,0,0.000,0.070,0.185,134.900,1.388,105,115,60.233,15,17,8.167,314.111,316.520,311.778,335.491,335.676,329.045,0,1.819,645.176
2019-04-21 03:00:00,168,2.109,-214.300,76.410,4.960,5.190,0,0.000,0.070,0.617,131.500,2.832,827,827,232.050,148,148,37.133,260.503,314.924,286.977,361.926,361.926,343.476,0,1.819,645.230
2019-04-21 04:00:00,169,4.484,-218.600,71.300,8.610,5.290,0,0.000,0.070,1.865,130.800,4.332,529,1143,741.650,103,228,139.650,284.519,299.418,278.656,384.405,418.158,391.565,0,1.820,645.371
2019-04-21 05:00:00,170,4.606,-217.500,71.110,8.720,5.480,0,0.000,0.070,3.380,140.500,7.941,821,1244,669.433,163,254,131.750,309.525,313.572,299.501,421.259,430.729,397.770,0,1.817,645.753
2019-04-21 06:00:00,171,5.341,-212.700,69.130,10.510,5.820,0,0.000,0.070,2.604,135.000,4.998,823,1442,785.917,165,295,156.583,309.357,316.538,310.076,442.351,461.815,428.927,0,1.815,645.481
2019-04-21 07:00:00,172,5.962,-216.300,68.740,12.400,6.170,0,0.000,0.070,3.244,138.100,5.389,465,1257,802.317,90,251,160.850,317.864,324.106,313.814,412.215,487.361,443.002,0,1.819,645.407
2019-04-21 08:00:00,173,4.594,-198.100,75.900,12.000,6.630,0,0.000,0.070,3.258,140.300,5.553,588,664,498.617,116,131,97.083,316.022,318.971,316.518,415.161,420.936,407.480,0,1.818,645.029
2019-04-21 09:00:00,174,5.034,-218.200,82.800,13.310,7.090,0,0.000,0.070,2.744,137.000,4.998,1231,1387,629.617,270,299,127.433,313.292,323.750,313.182,460.010,460.010,424.617,0,1.818,644.397
2019-04-21 10:00:00,175,4.507,-223.700,87.400,12.290,7.530,0,0.000,0.070,2.983,135.700,5.664,129,1210,367.600,24,264,73.900,318.920,321.439,317.436,373.549,477.769,400.169,0,1.817,644.226
2019-04-21 11:00:00,176,3.296,-207.000,92.800,10.590,7.870,0,0.000,0.070,1.780,131.900,4.054,65,238,131.550,12,48,25.300,325.692,325.692,317.004,362.535,377.192,367.617,0,1.819,644.215
2019-04-21 12:00:00,177,3.117,-213.800,92.300,9.170,8.050,0,0.000,0.000,1.064,117.600,3.054,24,100,58.950,4,19,11.100,262.130,325.526,307.276,340.571,362.002,352.060,0,1.819,644.177
2019-04-21 13:00:00,178,2.756,-215.700,99.100,7.520,8.060,0,0.000,0.000,0.744,135.600,2.166,0,22,6.300,0,4,1.150,326.368,326.368,280.683,339.481,339.906,335.755,0,1.818,644.650
2019-04-21 14:00:00,179,2.453,-207.800,92.700,6.780,7.940,0,0.000,0.000,0.654,59.730,1.777,-2,0,-0.600,0,0,0.000,235.916,326.927,303.205,325.001,340.475,336.653,0,1.819,644.934
2019-04-21 15:00:00,180,2.302,-209.800,80.300,5.240,7.730,0,0.000,0.000,0.996,40.010,2.888,-2,-2,-2.000,0,0,0.000,231.520,235.842,233.302,315.585,324.651,319.321,0,1.819,644.846
2019-04-21 16:00:00,181,1.434,-215.700,99.600,4.760,7.490,0,0.000,0.000,1.026,106.800,3.276,0,0,-0.700,0,0,0.000,322.494,322.564,291.825,327.087,327.182,322.398,0,1.818,645.458
2019-04-21 17:00:00,182,1.810,-208.700,99.400,4.750,7.200,0,0.000,0.000,1.320,130.600,5.109,0,0,0.000,0,0,0.000,321.760,323.644,322.656,329.090,329.368,328.400,0,1.818,645.673
2019-04-21 18:00:00,183,1.926,-209.800,98.900,4.660,6.980,0,0.000,0.000,0.331,135.200,1.555,0,0,0.000,0,0,0.000,323.734,324.226,321.767,331.114,331.334,330.632,0,1.819,645.498
2019-04-21 19:00:00,184,1.732,-218.200,99.500,4.520,6.770,0,0.000,0.000,0.650,89.500,1.722,0,0,0.000,0,0,0.000,306.816,324.119,319.892,327.273,331.420,330.251,0,1.819,644.668
2019-04-21 20:00:00,185,1.397,-213.900,99.700,4.110,6.570,0,0.000,0.000,0.902,130.000,2.110,0,0,-0.350,0,0,0.000,320.407,321.556,306.008,326.815,327.455,325.500,0,1.819,644.474
2019-04-21 21:00:00,186,1.132,-210.700,98.000,4.010,6.410,0,0.000,0.000,0.349,138.400,2.832,0,0,-0.050,0,0,0.000,315.949,320.368,318.752,327.892,328.444,327.842,0,1.817,644.109
2019-04-21 22:00:00,187,1.359,-206.500,91.800,3.490,6.250,0,0.000,0.000,0.255,45.680,1.333,-2,0,-0.767,0,0,0.000,246.688,315.729,288.542,313.102,327.748,322.245,0,1.819,644.171
2019-04-21 23:00:00,188,0.685,-212.400,82.400,2.450,6.080,0,0.000,0.000,0.709,31.880,1.833,-2,-1,-1.633,0,0,0.000,245.855,246.459,242.819,307.624,313.087,308.888,0,1.819,644.024
2019-04-22 00:00:00,189,0.473,-214.500,89.500,1.850,5.890,0,0.000,0.000,0.680,52.520,1.555,11,11,0.483,2,2,0.217,233.765,246.809,241.506,307.143,307.889,307.330,0,1.819,644.539
2019-04-22 01:00:00,190,0.007,-213.400,83.500,2.000,5.680,0,0.000,0.000,0.507,51.230,1.111,257,257,65.467,37,37,9.317,236.244,236.691,235.323,315.158,315.158,308.755,0,1.819,644.905
2019-04-22 02:00:00,191,2.263,-211.500,82.900,4.660,5.490,0,0.000,0.000,0.778,107.900,2.777,198,467,307.500,32,78,47.650,242.544,243.390,234.981,334.968,342.420,328.996,0,1.819,645.272
2019-04-22 03:00:00,192,3.043,-219.200,72.610,5.650,5.410,0,0.000,0.000,1.789,128.500,3.276,284,882,317.933,50,170,55.933,272.933,285.074,266.565,354.676,376.994,344.944,0,1.818,645.857
2019-04-22 04:00:00,193,5.562,-217.100,65.370,9.710,5.490,0,0.000,0.000,2.317,135.800,4.720,1019,1019,868.283,206,206,171.833,268.587,272.984,266.402,434.618,435.647,407.270,0,1.820,645.928
2019-04-22 05:00:00,194,6.854,-220.300,68.350,9.220,5.740,0,0.000,0.000,3.201,138.900,5.054,746,1339,1126.750,143,275,228.883,296.293,296.293,280.569,487.829,494.927,462.974,0,1.816,645.979
2019-04-22 06:00:00,195,6.763,-205.100,63.540,10.420,6.040,0,0.000,0.000,3.447,139.700,6.553,860,1567,1044.817,171,325,212.133,295.612,319.023,296.776,471.034,541.959,474.505,0,1.818,645.762
2019-04-22 07:00:00,196,7.180,-203.200,69.480,15.290,6.470,0,0.000,0.000,3.201,136.900,5.054,1315,1529,1155.650,270,318,235.317,293.863,319.344,298.800,541.087,541.087,502.149,0,1.822,645.443
2019-04-22 08:00:00,197,6.429,-213.800,76.140,15.000,7.020,0,0.000,0.000,3.389,133.800,6.331,313,1405,659.333,56,287,128.833,315.499,320.487,310.068,402.301,532.328,453.641,0,1.818,644.940
2019-04-22 09:00:00,198,5.483,-200.100,73.290,13.500,7.660,0,0.000,0.000,2.705,136.700,4.054,336,410,348.917,61,76,63.367,306.978,317.772,311.364,403.875,409.888,402.393,0,1.820,644.475
2019-04-22 10:00:00,199,4.861,-205.500,91.400,12.160,8.120,0,0.000,0.000,2.440,132.800,4.387,92,343,242.167,15,64,43.933,324.611,325.503,314.407,366.621,404.074,387.642,0,1.819,644.437
2019-04-22 11:00:00,200,2.802,-216.200,97.100,10.490,8.410,57,0.000,0.000,1.701,132.100,3.165,65,168,106.250,11,28,17.133,327.169,327.169,323.287,356.594,367.274,359.242,0,1.819,644.471
2019-04-22 12:00:00,201,2.493,-216.400,99.100,8.880,8.520,61,0.000,0.000,1.780,135.600,4.109,4,66,31.217,0,11,4.700,324.943,328.013,325.157,340.936,355.137,346.973,0,1.819,644.789
2019-04-22 13:00:00,202,1.609,-208.000,99.100,7.270,8.490,88,0.430,0.430,1.918,131.100,3.610,0,3,0.700,0,0,0.000,319.337,325.915,320.546,332.824,341.646,336.032,0,1.819,645.564
2019-04-22 14:00:00,203,0.933,-211.800,99.600,6.300,8.310,0,0.520,0.950,1.113,114.900,2.666,0,0,0.000,0,0,0.000,319.358,319.565,318.678,333.403,333.545,332.201,0,1.819,645.906
2019-04-22 15:00:00,204,1.048,-207.400,99.700,5.880,8.060,0,0.000,0.950,0.181,116.400,1.055,0,0,0.000,0,0,0.000,320.236,320.315,319.668,333.195,334.008,333.598,0,1.819,646.621
2019-04-22 16:00:00,205,1.224,-208.700,99.700,5.570,7.820,0,0.000,0.950,0.174,134.300,1.000,0,0,0.000,0,0,0.000,314.054,321.463,320.224,332.253,333.654,333.220,0,1.818,646.889
2019-04-22 17:00:00,206,1.398,-206.900,93.500,4.840,7.580,0,0.000,0.950,0.760,29.530,1.777,-1,0,-0.900,0,0,0.000,300.167,312.988,294.287,324.526,331.855,325.832,0,1.818,646.673
2019-04-22 18:00:00,207,1.858,-214.200,94.000,4.500,7.320,0,0.000,0.950,0.477,7.790,1.499,0,0,-0.233,0,0,0.000,305.487,309.421,305.904,325.841,327.582,326.214,0,1.819,646.368
2019-04-22 19:00:00,208,1.986,-204.600,84.500,3.860,7.070,0,0.000,0.950,0.879,25.260,1.666,-1,0,-0.950,0,0,0.000,268.039,304.386,283.887,315.545,325.705,320.206,0,1.818,645.922
2019-04-22 20:00:00,209,1.952,-214.300,82.300,2.910,6.830,0,0.000,0.950,0.902,22.540,1.555,-2,-1,-1.900,0,0,0.000,257.210,266.876,260.928,309.685,315.405,311.888,0,1.820,645.439
2019-04-22 21:00:00,210,1.269,-220.700,97.600,2.290,6.590,0,0.000,0.950,0.853,49.330,1.777,0,0,-1.783,0,0,0.000,314.555,314.555,259.749,315.112,315.112,310.350,0,1.821,645.092
