,LAPSE,LW_IN_AVG,PRESS,REF_WS,REF_Z,RH,RH_err,SW_IN_AVG,SW_OUT_AVG,SW_err,T_109,T_HMP,T_err,WS_AVG
2019-06-10 09:00:00,-0.006380,137.841749,337.363605,9.310000,7945.000000,32.235695,21.365604,1032.376033,825.900826,123.406526,-20.643900,-20.643900,2.700462,10.561348
2019-06-10 10:00:00,-0.006376,154.386439,337.505622,8.610000,7945.000000,60.541182,19.868640,822.723139,658.178511,92.798732,-20.160280,-20.160280,2.727536,9.882320
2019-06-10 11:00:00,-0.006368,158.655881,337.379304,8.250000,7945.000000,58.121182,60.428715,574.613640,459.690912,67.303398,-19.733040,-19.733040,2.799883,9.400263
2019-06-10 12:00:00,-0.006362,198.453578,337.802917,8.160000,7945.000000,82.788674,2.271972,296.901704,237.521363,29.147615,-21.187610,-21.187610,2.800276,9.286827
2019-06-10 13:00:00,-0.006365,200.793966,338.034335,8.200000,7945.000000,84.948086,17.704364,20.031870,16.025496,1.653423,-21.930325,-21.930325,2.746476,9.318867
2019-06-10 14:00:00,-0.006362,197.106207,338.642006,5.785000,8430.000000,83.777288,16.108206,0.000000,0.000000,0.000000,-22.332040,-22.332040,2.686000,6.024181
2019-06-10 15:00:00,-0.006360,169.332759,338.765843,9.720000,8430.000000,78.926153,24.061895,0.000000,0.000000,0.000000,-21.911200,-21.911200,2.635407,10.381545
2019-06-10 16:00:00,-0.006358,169.111121,338.968558,6.315000,8430.000000,79.655858,18.354367,0.000000,0.000000,0.000000,-22.280360,-22.280360,2.530252,6.779146
2019-06-10 17:00:00,-0.006370,157.097927,338.889431,5.613000,7945.000000,69.312925,24.878526,0.000000,0.000000,0.000000,-24.494850,-24.494850,2.534094,6.170076
2019-06-10 18:00:00,-0.006370,151.709285,338.750081,4.324000,8430.000000,60.026337,12.892628,0.000000,0.000000,0.000000,-23.795400,-23.795400,2.516093,4.596480
2019-06-10 19:00:00,-0.006349,155.012230,338.490264,3.705000,8430.000000,60.093424,28.792066,0.000000,0.000000,0.000000,-22.186580,-22.186580,2.502574,3.858179
2019-06-10 20:00:00,-0.006332,167.638880,338.244903,3.858000,8430.000000,76.910735,19.579475,0.000000,0.000000,0.000000,-22.019440,-22.019440,2.536617,4.017512
2019-06-10 21:00:00,-0.006299,197.075338,338.123327,6.211000,8430.000000,82.876676,10.202216,0.000000,0.000000,0.000000,-21.705580,-21.705580,2.467934,6.467836
2019-06-10 22:00:00,-0.006258,166.303348,337.865972,6.845000,8430.000000,74.209496,9.345054,0.000000,0.000000,0.000000,-21.708360,-21.708360,2.335599,7.201451
2019-06-10 23:00:00,-0.006227,162.205170,337.895276,6.299000,7945.000000,71.913303,13.686475,0.000000,0.000000,0.000000,-22.895435,-22.895435,2.267635,7.150881
2019-06-11 00:00:00,-0.006194,183.657213,338.003293,11.060000,8430.000000,76.645587,6.668691,181.337069,145.069655,14.208529,-21.771480,-21.771480,2.153268,11.686171
2019-06-11 01:00:00,-0.006184,180.377922,338.083184,10.870000,8430.000000,75.998414,6.672693,452.137615,361.710092,31.349114,-22.407280,-22.407280,1.978524,11.531319
2019-06-11 02:00:00,-0.006172,172.674062,338.294339,9.920000,8430.000000,72.514887,21.422581,701.597361,561.277889,25.312929,-22.512240,-22.512240,1.778263,10.521290
2019-06-11 03:00:00,-0.006135,,338.581404,9.160000,8430.000000,,,912.663228,730.130582,18.868062,-22.336700,-22.336700,1.114577,9.542409
2019-06-11 04:00:00,-0.006099,,338.864008,10.080000,8430.000000,,,1081.307432,865.045946,18.594858,-21.671580,-21.671580,1.041305,10.614915
2019-06-11 05:00:00,-0.006071,,339.077051,5.228000,7945.000000,,,1188.835081,951.068065,21.610963,-20.974255,-20.974255,0.975794,5.870900
2019-06-11 06:00:00,-0.006048,,339.340856,3.605000,7945.000000,,,1230.228075,984.182460,39.964645,-19.663440,-19.663440,0.983150,3.968568
2019-06-11 07:00:00,-0.006036,,339.340990,3.580000,3810.000000,,,1185.395360,948.316288,65.413445,-17.131440,-17.131440,1.088447,3.612207
2019-06-11 08:00:00,-0.006011,,339.357575,5.376000,8430.000000,,,1073.251660,858.601328,22.588980,-19.984620,-19.984620,1.130382,5.599488
2019-06-11 09:00:00,-0.005968,,339.376049,3.977000,7945.000000,,,936.873648,749.498919,18.093784,-16.961040,-16.961040,1.110479,4.382042
2019-06-11 10:00:00,-0.005939,,339.406323,3.633000,7945.000000,,,728.756111,583.004889,34.306813,-16.734795,-16.734795,1.066542,3.997948
2019-06-11 11:00:00,-0.005921,,339.307578,2.979000,7945.000000,,,489.666517,391.733213,40.046141,-17.618505,-17.618505,0.872416,3.279435
2019-06-11 12:00:00,-0.005910,,339.431717,2.875000,8430.000000,,,255.368119,204.294495,20.358179,-20.972200,-20.972200,0.968685,2.995505
2019-06-11 13:00:00,-0.005905,,339.505011,4.035000,7945.000000,,,18.695033,14.956026,0.675485,-18.664025,-18.664025,1.176837,4.443764
2019-06-11 14:00:00,-0.005919,,339.681741,3.044000,7945.000000,,,0.000000,0.000000,0.000000,-20.206695,-20.206695,1.388758,3.352763
2019-06-11 15:00:00,-0.005942,,339.732884,1.128000,7945.000000,,,0.000000,0.000000,0.000000,-21.117510,-21.117510,1.518897,1.242556
2019-06-11 16:00:00,-0.005969,,339.773343,1.119000,7945.000000,,,0.000000,0.000000,0.000000,-22.611945,-22.611945,1.572128,1.232385
2019-06-11 17:00:00,-0.005980,,339.857446,1.420000,8430.000000,,,0.000000,0.000000,0.000000,-23.361600,-23.361600,1.664419,1.479920
2019-06-11 18:00:00,-0.005988,,339.689224,4.547000,7945.000000,,,0.000000,0.000000,0.000000,-23.179140,-23.179140,1.604608,5.003944
2019-06-11 19:00:00,-0.006012,,339.560838,1.711000,7945.000000,,,0.000000,0.000000,0.000000,-24.020860,-24.020860,1.353403,1.882029
2019-06-11 20:00:00,-0.006031,,339.283869,1.596000,8430.000000,,,0.000000,0.000000,0.000000,-21.493020,-21.493020,1.149194,1.662696
2019-06-11 21:00:00,-0.006051,,339.166988,1.229000,7945.000000,,,0.000000,0.000000,0.000000,-23.586155,-23.586155,1.023920,1.351332
2019-06-11 22:00:00,-0.006075,,339.152242,2.627000,7945.000000,,,0.000000,0.000000,0.000000,-22.837875,-22.837875,0.989753,2.888551
2019-06-11 23:00:00,-0.006091,,339.209480,4.172000,7945.000000,,,0.000000,0.000000,0.000000,-21.142355,-21.142355,1.066324,4.617773
2019-06-12 00:00:00,-0.006099,,339.441097,4.231000,7945.000000,,,164.055624,131.244499,3.957785,-21.199595,-21.199595,1.183847,4.682269
2019-06-12 01:00:00,-0.006084,,339.848685,3.415000,7945.000000,,,413.709598,330.967679,7.196697,-21.456020,-21.456020,1.120002,3.754814
2019-06-12 02:00:00,-0.006044,,340.279357,2.434000,7945.000000,,,659.054984,527.243988,10.312586,-21.039820,-21.039820,0.991707,2.675521
2019-06-12 03:00:00,-0.006005,119.588069,340.631538,2.941000,7945.000000,3.287739,20.062222,878.225872,702.580698,0.957351,-19.264525,-19.264525,0.883632,3.232858
2019-06-12 04:00:00,-0.005956,130.681790,340.834787,3.931000,7945.000000,14.199216,18.159068,1054.010348,843.208279,25.871461,-17.800180,-17.800180,0.813682,4.377083
2019-06-12 05:00:00,-0.005905,132.762120,341.034643,3.063000,7945.000000,15.936941,9.488808,1167.135817,933.708654,32.824854,-17.424025,-17.424025,0.624069,3.367034
2019-06-12 06:00:00,-0.005870,143.017232,341.093438,3.303000,3810.000000,25.562266,10.755096,1210.790579,968.632463,42.245225,-15.944800,-15.944800,0.512690,3.143634
2019-06-12 07:00:00,-0.005837,143.530609,341.089801,3.912000,3810.000000,24.857911,33.230854,1202.640914,962.112731,27.175311,-15.478480,-15.478480,0.309412,3.808773
2019-06-12 08:00:00,-0.005812,139.674853,340.872108,4.467000,7945.000000,17.396183,20.837413,1142.697560,914.158048,22.239458,-14.759860,-14.759860,0.209408,4.918659
2019-06-12 09:00:00,-0.005803,143.611656,340.692498,5.552000,7945.000000,18.453737,53.935101,987.087347,789.669878,63.154967,-13.351715,-13.351715,0.303454,6.203951
2019-06-12 10:00:00,-0.005792,147.963470,340.491098,5.542000,7945.000000,26.296333,42.226618,796.927814,637.542251,87.664278,-13.961760,-13.961760,0.416991,6.172435
2019-06-12 11:00:00,-0.005780,153.123066,340.473345,4.981000,7945.000000,35.686969,55.575687,565.399694,452.319755,84.088631,-14.720900,-14.720900,0.609845,5.510718
2019-06-12 12:00:00,-0.005777,163.434569,340.534116,5.218000,7945.000000,52.073922,46.855426,298.451747,238.761397,48.488945,-15.468185,-15.468185,0.796793,5.813545
2019-06-12 13:00:00,-0.005769,138.145648,340.689891,6.310000,7945.000000,20.172628,41.623663,21.313892,17.051113,2.911862,-16.370945,-16.370945,0.919745,7.082467
2019-06-12 14:00:00,-0.005746,139.540028,341.072377,5.879000,7945.000000,26.384277,68.469543,0.000000,0.000000,0.000000,-17.820130,-17.820130,0.857933,6.589025
2019-06-12 15:00:00,-0.005722,137.513075,341.422408,4.804000,7945.000000,23.191949,40.314362,0.000000,0.000000,0.000000,-17.678410,-17.678410,0.889848,5.324366
2019-06-12 16:00:00,-0.005687,134.420911,341.579836,4.112000,7945.000000,19.572564,25.731901,0.000000,0.000000,0.000000,-17.886735,-17.886735,0.938220,4.558115
2019-06-12 17:00:00,-0.005652,141.878054,341.411937,4.520000,7945.000000,31.709987,15.095384,0.000000,0.000000,0.000000,-18.545060,-18.545060,1.032565,5.057601
2019-06-12 18:00:00,-0.005627,151.210494,340.832893,6.131000,7945.000000,45.206491,16.739547,0.000000,0.000000,0.000000,-18.792435,-18.792435,1.226543,6.914191
2019-06-12 19:00:00,-0.005613,146.952769,340.343471,6.690000,7945.000000,39.544758,68.128929,0.000000,0.000000,0.000000,-18.849765,-18.849765,1.623837,7.612193
2019-06-12 20:00:00,-0.005605,121.151116,340.194997,6.902000,7945.000000,6.691873,60.992940,0.000000,0.000000,0.000000,-19.702525,-19.702525,1.978626,7.791419
2019-06-12 21:00:00,-0.005606,121.938975,340.055456,5.534000,7945.000000,9.322875,66.879629,0.000000,0.000000,0.000000,-20.243430,-20.243430,2.315602,6.213784
2019-06-12 22:00:00,-0.005608,115.564284,339.877118,4.963000,7945.000000,0.000000,25.481951,0.000000,0.000000,0.000000,-20.035240,-20.035240,2.560121,5.547460
2019-06-12 23:00:00,-0.005610,115.309266,340.010711,5.541000,7945.000000,0.000000,31.921876,0.000000,0.000000,0.000000,-20.157050,-20.157050,2.583277,6.264733
2019-06-13 00:00:00,-0.005614,111.781029,340.387447,6.521000,7945.000000,0.000000,33.535116,180.806463,144.645170,26.727590,-21.860670,-21.860670,2.508489,7.377870
2019-06-13 01:00:00,-0.005628,115.713404,340.860234,4.599000,7945.000000,4.913086,42.865604,446.710538,357.368430,64.821293,-21.693340,-21.693340,2.503461,5.140694
2019-06-13 02:00:00,-0.005660,117.180731,341.197837,2.651000,8430.000000,0.000000,28.973019,692.562639,554.050111,104.833794,-19.267200,-19.267200,1.931100,2.762518
2019-06-13 03:00:00,-0.005665,123.981818,341.309780,3.837000,7945.000000,7.741263,31.483914,905.863151,724.690521,98.497702,-18.726825,-18.726825,2.151363,4.303669
2019-06-13 04:00:00,-0.005683,128.226303,341.331406,4.367000,7945.000000,9.488297,4.417315,1056.308614,845.046891,104.202432,-17.343115,-17.343115,2.260670,4.865126
2019-06-13 05:00:00,-0.005704,149.219789,341.280318,5.208000,7945.000000,37.334270,45.740107,1168.487283,934.789826,89.335497,-17.042120,-17.042120,2.548346,5.840381
2019-06-13 06:00:00,-0.005721,165.182219,341.269671,4.996000,7945.000000,59.824843,52.047460,1208.187750,966.550200,80.345711,-17.257505,-17.257505,2.759548,5.571408
2019-06-13 07:00:00,-0.005755,198.125050,341.196309,6.353000,7945.000000,76.813319,21.826853,1185.864217,948.691374,73.588785,-17.208275,-17.208275,2.994878,7.137600
2019-06-13 08:00:00,-0.005784,170.076901,340.849035,9.080000,7945.000000,62.836403,63.235391,1104.991632,883.993306,55.641424,-16.704520,-16.704520,3.081678,10.362714
2019-06-13 09:00:00,-0.005805,170.321262,340.480812,10.270000,7945.000000,61.389413,55.062649,968.162624,774.530099,9.407199,-15.673525,-15.673525,3.316965,11.786300
2019-06-13 10:00:00,-0.005813,178.271913,340.342926,10.890000,7945.000000,65.756237,38.481462,784.070166,627.256133,14.230538,-16.080765,-16.080765,3.414232,12.411972
2019-06-13 11:00:00,-0.005826,179.828917,340.163506,10.690000,7945.000000,67.610610,41.625400,549.477025,439.581620,15.755131,-16.822530,-16.822530,3.545279,12.238247
2019-06-13 12:00:00,-0.005838,164.505507,339.926283,11.100000,7945.000000,61.049302,50.706384,287.224175,229.779340,8.343108,-17.263390,-17.263390,3.626079,12.736647
2019-06-13 13:00:00,-0.005852,160.810270,340.319773,10.240000,7945.000000,60.680675,59.206653,21.612617,17.290093,0.618626,-18.186060,-18.186060,3.647395,11.675937
2019-06-13 14:00:00,-0.005882,163.093858,340.598701,8.840000,7945.000000,64.657051,55.988989,0.000000,0.000000,0.000000,-19.893210,-19.893210,3.860857,10.052884
2019-06-13 15:00:00,-0.005912,154.077919,340.806109,9.120000,7945.000000,54.195409,75.922390,0.000000,0.000000,0.000000,-20.550360,-20.550360,4.025051,10.366486
2019-06-13 16:00:00,-0.005952,131.461440,341.018567,4.710000,7945.000000,24.077844,56.141955,0.000000,0.000000,0.000000,-20.846560,-20.846560,4.225314,5.287593
2019-06-13 17:00:00,-0.005986,124.138819,341.098317,6.903000,7945.000000,13.031089,45.864499,0.000000,0.000000,0.000000,-20.487330,-20.487330,4.397120,7.806959
2019-06-13 18:00:00,-0.006015,133.386574,340.715861,4.214000,7945.000000,28.797583,64.432953,0.000000,0.000000,0.000000,-21.583575,-21.583575,4.498755,4.702546
2019-06-13 19:00:00,-0.006036,115.970791,340.454662,3.157000,7945.000000,7.000331,20.445775,0.000000,0.000000,0.000000,-22.312580,-22.312580,4.589522,3.494095
2019-06-13 20:00:00,-0.006041,115.037393,340.167201,4.575000,7945.000000,0.000000,10.456597,0.000000,0.000000,0.000000,-20.287105,-20.287105,4.641208,5.125784
2019-06-13 21:00:00,-0.006039,115.857724,339.921065,6.132000,7945.000000,0.000000,14.965013,0.000000,0.000000,0.000000,-19.895295,-19.895295,4.745140,6.909916
2019-06-13 22:00:00,-0.006048,128.386995,339.822697,4.378000,7945.000000,22.515593,70.687099,0.000000,0.000000,0.000000,-21.783440,-21.783440,4.786181,4.884171
2019-06-13 23:00:00,-0.006064,126.897044,339.864853,3.841000,7945.000000,24.829734,58.131100,0.000000,0.000000,0.000000,-23.347920,-23.347920,4.695270,4.245839
2019-06-14 00:00:00,-0.006058,115.570045,340.175698,5.302000,7945.000000,0.000000,18.266492,178.437317,142.749853,3.380681,-20.032490,-20.032490,4.622136,5.961880
2019-06-14 01:00:00,-0.006035,118.018911,340.651416,6.209000,7945.000000,0.000000,29.639114,447.648190,358.118552,0.724169,-18.871675,-18.871675,4.600796,7.051631
2019-06-14 02:00:00,-0.006007,119.181005,341.110930,6.201000,7945.000000,0.000000,39.549560,708.907215,567.125772,1.363588,-18.326335,-18.326335,4.597034,7.021174
2019-06-14 03:00:00,-0.005988,119.667353,341.506444,5.491000,7945.000000,0.000000,38.900015,948.129241,758.503393,11.241041,-18.099140,-18.099140,4.516287,6.237313
2019-06-14 04:00:00,-0.005976,129.271022,341.643042,6.046000,7945.000000,12.174017,29.753374,1152.581499,922.065199,25.063379,-17.768280,-17.768280,4.547019,6.857582
2019-06-14 05:00:00,-0.005970,135.519633,341.691807,7.163000,7945.000000,21.417980,49.476460,1281.101828,1024.881462,51.706223,-18.002850,-18.002850,4.532595,8.233204
2019-06-14 06:00:00,-0.005956,159.771587,341.432146,8.880000,7945.000000,52.425984,56.991362,1325.747365,1060.597892,84.650788,-17.260180,-17.260180,4.638957,10.105661
2019-06-14 07:00:00,-0.005929,176.902051,341.185574,9.130000,7945.000000,66.265948,62.927557,1294.075021,1035.260016,204.711811,-16.845745,-16.845745,4.677934,10.532463
2019-06-14 08:00:00,-0.005901,165.162008,341.006369,9.310000,7945.000000,61.069657,66.977681,1167.074443,933.659554,237.848069,-17.070405,-17.070405,4.806207,10.616950
2019-06-14 09:00:00,-0.005897,187.549203,340.708526,10.620000,7945.000000,71.286028,53.856589,1008.950398,807.160319,195.032445,-16.846785,-16.846785,4.727524,12.094274
2019-06-14 10:00:00,-0.005917,159.437063,340.499625,9.560000,7945.000000,49.988810,24.753005,794.170461,635.336369,172.560857,-16.594885,-16.594885,4.836733,10.866163
2019-06-14 11:00:00,-0.005933,157.468361,340.557788,9.930000,7945.000000,48.112231,12.268965,549.236048,439.388839,115.826646,-16.869365,-16.869365,4.880710,11.263235
2019-06-14 12:00:00,-0.005943,155.509553,340.419119,8.750000,7945.000000,44.114658,43.607379,287.361591,229.889273,62.956138,-16.428415,-16.428415,4.977218,10.033421
2019-06-14 13:00:00,-0.005935,150.309054,340.565081,9.800000,7945.000000,34.084774,60.605947,22.191217,17.752973,4.595889,-15.461175,-15.461175,4.927502,11.227170
2019-06-14 14:00:00,-0.005923,152.420995,340.863659,9.220000,7945.000000,43.693939,55.004558,0.000000,0.000000,0.000000,-17.710315,-17.710315,4.748414,10.595041
2019-06-14 15:00:00,-0.005917,145.464241,341.002987,9.310000,7945.000000,39.087463,64.242757,0.000000,0.000000,0.000000,-19.394885,-19.394885,4.736685,10.616211
2019-06-14 16:00:00,-0.005897,153.079208,341.225659,8.540000,7945.000000,50.065765,61.772525,0.000000,0.000000,0.000000,-19.586785,-19.586785,4.650326,9.733940
2019-06-14 17:00:00,-0.005890,162.908724,341.340776,6.973000,7945.000000,63.647568,44.076741,0.000000,0.000000,0.000000,-19.630450,-19.630450,4.537178,7.952628
2019-06-14 18:00:00,-0.005881,161.668600,340.996076,8.010000,7945.000000,61.262667,15.275717,0.000000,0.000000,0.000000,-19.392305,-19.392305,4.451942,9.137559
2019-06-14 19:00:00,-0.005873,149.940546,340.485272,7.123000,7945.000000,46.167527,2.363622,0.000000,0.000000,0.000000,-19.725065,-19.725065,4.449139,8.095640
2019-06-14 20:00:00,-0.005881,131.239301,340.306101,6.304000,7945.000000,21.707603,11.825632,0.000000,0.000000,0.000000,-20.122305,-20.122305,4.533941,7.151984
2019-06-14 21:00:00,-0.005890,152.456302,340.049429,5.773000,7945.000000,50.976015,62.720665,0.000000,0.000000,0.000000,-20.200450,-20.200450,4.614451,6.488123
2019-06-14 22:00:00,-0.005887,159.662593,339.700812,4.758000,7945.000000,61.519188,54.906501,0.000000,0.000000,0.000000,-20.437735,-20.437735,4.762454,5.339387
2019-06-14 23:00:00,-0.005873,196.099486,339.676072,6.122000,7945.000000,80.108214,24.794966,0.000000,0.000000,0.000000,-20.095065,-20.095065,4.892191,6.970266
2019-06-15 00:00:00,-0.005883,191.739243,339.907293,4.906000,7945.000000,77.993745,31.995409,178.062600,142.450080,38.288183,-20.054115,-20.054115,5.018964,5.526114
2019-06-15 01:00:00,-0.005914,157.333213,340.088995,6.198000,7945.000000,62.322666,39.987002,433.137212,346.509769,110.229760,-20.432170,-20.432170,5.107240,7.062405
2019-06-15 02:00:00,-0.005951,140.204343,340.271638,6.728000,7945.000000,37.148965,50.735172,666.646899,533.317520,185.291998,-21.235655,-21.235655,5.193137,7.628573
2019-06-15 03:00:00,-0.005990,141.072448,340.473474,8.280000,7945.000000,35.365102,77.560960,874.018444,699.214755,231.714169,-20.190950,-20.190950,5.257533,9.462551
2019-06-15 04:00:00,-0.006035,151.977465,340.500008,9.160000,7945.000000,46.980764,79.100795,1029.198836,823.359069,242.845496,-19.041675,-19.041675,5.269685,10.450262
2019-06-15 05:00:00,-0.006077,153.987236,340.525213,11.950000,7945.000000,47.217810,79.404423,1127.284802,901.827842,222.058257,-18.179685,-18.179685,5.273140,13.849820
2019-06-15 06:00:00,-0.006113,155.741574,340.638086,12.760000,7945.000000,47.329876,87.312814,1187.592723,950.074179,202.166713,-17.402265,-17.402265,5.262444,14.686253
2019-06-15 07:00:00,-0.006148,156.649267,340.613675,12.510000,7945.000000,48.044326,90.569558,1180.315892,944.252714,87.542676,-17.223940,-17.223940,5.243461,14.335358
2019-06-15 08:00:00,-0.006184,154.475081,340.380321,12.800000,7945.000000,43.946616,95.883198,1126.326833,901.061467,43.208147,-16.846520,-16.846520,5.191258,14.756629
2019-06-15 09:00:00,-0.006190,150.492129,340.140662,12.480000,7945.000000,36.357471,90.696047,988.001289,790.401031,72.288806,-16.131950,-16.131950,5.227654,14.403977
2019-06-15 10:00:00,-0.006173,161.375236,339.992892,11.140000,7945.000000,47.793318,96.328657,790.270243,632.216194,70.851619,-14.986565,-14.986565,5.175107,12.788807
2019-06-15 11:00:00,-0.006157,145.315949,340.000475,11.300000,7945.000000,26.767649,55.560922,551.516812,441.213450,57.018046,-15.302085,-15.302085,5.189934,12.912896
2019-06-15 12:00:00,-0.006143,139.436783,340.048676,10.610000,7945.000000,18.316913,55.000583,289.672199,231.737759,32.519877,-15.169415,-15.169415,5.207634,12.083554
2019-06-15 13:00:00,-0.006147,124.848227,340.087588,10.410000,7945.000000,3.110945,56.327650,22.841355,18.273084,3.023169,-16.753035,-16.753035,5.232846,11.940836
2019-06-15 14:00:00,-0.006152,122.706636,340.322889,10.230000,7945.000000,5.910370,77.023281,0.000000,0.000000,0.000000,-18.697560,-18.697560,5.374941,11.764340
2019-06-15 15:00:00,-0.006145,122.029956,340.725787,9.360000,7945.000000,6.563070,36.218203,0.000000,0.000000,0.000000,-19.241225,-19.241225,5.271037,10.759197
2019-06-15 16:00:00,-0.006145,135.969919,340.951638,7.504000,7945.000000,24.746800,27.865966,0.000000,0.000000,0.000000,-18.931225,-18.931225,5.152264,8.485144
2019-06-15 17:00:00,-0.006138,139.738595,340.840167,5.589000,7945.000000,29.101598,22.666513,0.000000,0.000000,0.000000,-18.654890,-18.654890,5.117808,6.300622
2019-06-15 18:00:00,-0.006131,119.502205,340.409881,7.261000,7945.000000,3.413285,36.511220,0.000000,0.000000,0.000000,-19.348555,-19.348555,5.044140,8.269921
2019-06-15 19:00:00,-0.006123,117.807389,340.289548,6.085000,7945.000000,0.000000,19.609421,0.000000,0.000000,0.000000,-18.971315,-18.971315,5.007048,6.895035
2019-06-15 20:00:00,-0.006108,118.783096,339.956886,5.813000,7945.000000,0.743713,3.814814,0.000000,0.000000,0.000000,-18.767740,-18.767740,4.920358,6.576886
2019-06-15 21:00:00,-0.006098,131.083028,339.509061,5.872000,7945.000000,19.006664,13.095778,0.000000,0.000000,0.000000,-19.258690,-19.258690,4.815347,6.683592
2019-06-15 22:00:00,-0.006094,117.883119,339.415638,6.111000,7945.000000,1.360222,29.595995,0.000000,0.000000,0.000000,-19.405070,-19.405070,4.772311,6.936927
2019-06-15 23:00:00,-0.006100,116.456392,339.347808,7.729000,7945.000000,0.000000,17.842280,0.000000,0.000000,0.000000,-19.610500,-19.610500,4.772913,8.739538
2019-06-16 00:00:00,-0.006101,116.357553,339.582181,8.040000,7945.000000,0.759230,23.283246,180.980653,144.784522,22.856334,-19.921405,-19.921405,4.726767,9.126530
2019-06-16 01:00:00,-0.006083,116.720605,339.875976,8.050000,7945.000000,0.000000,55.104335,458.342167,366.673734,40.902775,-19.485115,-19.485115,4.770141,9.302412
2019-06-16 02:00:00,-0.006062,118.212246,339.934013,9.240000,7945.000000,1.813779,40.475286,728.806655,583.045324,51.565243,-19.406110,-19.406110,4.762519,10.880083
2019-06-16 03:00:00,-0.006054,126.082723,340.297387,9.740000,7945.000000,11.872489,42.207790,959.111390,767.289112,67.954038,-19.158870,-19.158870,4.786997,11.209827
2019-06-16 04:00:00,-0.006060,132.295041,340.424269,8.880000,7945.000000,18.384863,46.611044,1138.957043,911.165634,68.563187,-18.474300,-18.474300,4.746858,10.274520
2019-06-16 05:00:00,-0.006040,139.305260,340.403450,11.050000,7945.000000,26.227911,69.585214,1267.835909,1014.268727,103.917566,-17.876200,-17.876200,4.722301,12.840632
2019-06-16 06:00:00,-0.006028,155.263323,340.392118,10.370000,7945.000000,45.676431,86.136116,1324.198614,1059.358891,118.368500,-17.065340,-17.065340,4.727487,12.047589
2019-06-16 07:00:00,-0.006000,157.922941,340.483346,9.610000,7945.000000,47.123757,79.117093,1322.501649,1058.001319,188.931502,-16.330000,-16.330000,4.847546,11.131695
2019-06-16 08:00:00,-0.005970,166.211614,340.304678,9.420000,7945.000000,57.578626,65.890710,1243.642964,994.914371,237.570721,-16.032850,-16.032850,4.945628,10.775449
2019-06-16 09:00:00,-0.005953,164.764809,339.884573,9.170000,7945.000000,54.134728,66.547543,1084.194721,867.355777,215.185634,-15.547465,-15.547465,5.026063,10.524481
2019-06-16 10:00:00,-0.005939,166.318928,339.882475,11.230000,7945.000000,58.031821,58.845309,872.741153,698.192922,166.871241,-16.134795,-16.134795,5.061850,12.820062
2019-06-16 11:00:00,-0.005927,163.210640,339.814652,11.640000,7945.000000,54.463898,68.948660,609.317345,487.453876,99.269618,-16.363935,-16.363935,4.930359,13.306868
2019-06-16 12:00:00,-0.005919,157.055230,339.481870,11.750000,7945.000000,46.255360,78.300156,319.865008,255.892007,51.408699,-16.436695,-16.436695,4.791868,13.582845
2019-06-16 13:00:00,-0.005930,164.229206,339.032369,11.950000,7945.000000,56.882502,66.151413,25.608049,20.486439,3.961617,-16.706650,-16.706650,4.811328,13.946792
2019-06-16 14:00:00,-0.005940,151.111480,339.295787,12.690000,7945.000000,47.426611,86.669992,0.000000,0.000000,0.000000,-19.605700,-19.605700,4.865157,14.597234
2019-06-16 15:00:00,-0.005956,162.052613,339.725962,10.350000,7945.000000,66.164098,55.502013,0.000000,0.000000,0.000000,-20.920180,-20.920180,4.865787,11.687067
2019-06-16 16:00:00,-0.005963,167.763631,339.918256,9.710000,7945.000000,72.748151,47.999278,0.000000,0.000000,0.000000,-20.486515,-20.486515,4.898113,11.078279
2019-06-16 17:00:00,-0.005968,160.448543,339.998187,6.913000,7945.000000,60.857125,49.086706,0.000000,0.000000,0.000000,-19.831040,-19.831040,4.881135,7.875055
2019-06-16 18:00:00,-0.005972,164.249237,339.557259,6.223000,7945.000000,65.638811,32.800550,0.000000,0.000000,0.000000,-19.684660,-19.684660,4.953498,7.050751
2019-06-16 19:00:00,-0.005974,165.437186,339.452996,4.654000,7945.000000,68.190068,31.429906,0.000000,0.000000,0.000000,-20.006470,-20.006470,5.002636,5.190389
2019-06-16 20:00:00,-0.005980,165.772582,338.669796,4.295000,7945.000000,70.550809,25.006250,0.000000,0.000000,0.000000,-20.671900,-20.671900,5.107600,4.741252
2019-06-16 21:00:00,-0.005989,160.692517,338.360532,5.974000,7945.000000,64.386963,33.774870,0.000000,0.000000,0.000000,-20.950045,-20.950045,5.304396,6.641049
2019-06-16 22:00:00,-0.006000,162.311743,338.139413,10.340000,7945.000000,67.255073,38.969338,0.000000,0.000000,0.000000,-21.180000,-21.180000,5.336082,11.783350
2019-06-16 23:00:00,-0.006011,146.022796,338.187721,10.310000,7945.000000,47.012913,29.133776,0.000000,0.000000,0.000000,-21.909955,-21.909955,5.307803,11.726672
2019-06-17 00:00:00,-0.006022,134.266222,338.420311,10.110000,7945.000000,30.441546,47.227915,199.107131,159.285705,30.652975,-21.739910,-21.739910,5.217097,11.451843
2019-06-17 01:00:00,-0.006040,128.192665,338.745510,10.200000,7945.000000,22.481928,43.961952,493.283997,394.627198,75.170968,-21.866200,-21.866200,4.974357,11.538524
2019-06-17 02:00:00,-0.006057,126.063142,338.731606,11.230000,7945.000000,17.297948,54.527103,767.565142,614.052114,101.386553,-21.061585,-21.061585,4.770127,12.760153
