,LAPSE,LW_IN_AVG,PRESS,REF_WS,REF_Z,RH,RH_err,SW_IN_AVG,SW_OUT_AVG,SW_err,T_109,T_HMP,T_err,WS_AVG
2019-05-26 13:00:00,-0.006672,164.808866,336.940935,3.790000,7945.000000,77.911490,8.373232,0.000000,0.000000,0.000000,-23.778160,-23.778160,3.119862,4.195622
2019-05-26 14:00:00,-0.006666,157.146214,336.967629,4.208000,7945.000000,72.559099,30.827296,0.000000,0.000000,0.000000,-25.672730,-25.672730,3.040746,4.629653
2019-05-26 15:00:00,-0.006682,150.175487,337.072466,4.120000,7945.000000,67.381146,61.967725,0.000000,0.000000,0.000000,-27.317210,-27.317210,3.166247,4.557013
2019-05-26 16:00:00,-0.006711,145.050044,337.358002,3.125000,8430.000000,63.161591,67.642839,0.000000,0.000000,0.000000,-28.388620,-28.388620,3.327359,3.255470
2019-05-26 17:00:00,-0.006746,142.201712,337.182795,2.969000,6464.000000,52.484700,67.102388,0.000000,0.000000,0.000000,-25.815956,-25.815956,3.518914,2.350971
2019-05-26 18:00:00,-0.006791,139.066695,336.801053,3.090000,6464.000000,49.546614,60.696489,0.000000,0.000000,0.000000,-26.323326,-26.323326,3.740854,2.181059
2019-05-26 19:00:00,-0.006836,133.314722,336.439281,2.869000,6464.000000,43.334723,60.653508,0.000000,0.000000,0.000000,-26.950696,-26.950696,3.849787,2.875003
2019-05-26 20:00:00,-0.006873,121.189391,336.218513,2.954000,7945.000000,29.774367,69.368157,0.000000,0.000000,0.000000,-28.110065,-28.110065,3.939451,3.249928
2019-05-26 21:00:00,-0.006896,119.286851,335.949603,4.433000,7945.000000,26.389951,67.252838,0.000000,0.000000,0.000000,-27.810880,-27.810880,3.997970,4.877266
2019-05-26 22:00:00,-0.006907,114.806314,335.875849,4.292000,7945.000000,21.012350,59.549633,0.000000,0.000000,0.000000,-28.100835,-28.100835,4.080487,4.722846
2019-05-26 23:00:00,-0.006907,117.197271,335.958327,4.714000,7945.000000,23.920745,72.649867,0.000000,0.000000,0.000000,-27.960835,-27.960835,4.098332,5.186966
2019-05-27 00:00:00,-0.006899,106.725761,336.202670,3.574000,7945.000000,10.788949,37.907546,157.930096,126.344077,21.461354,-28.423595,-28.423595,3.997472,3.931420
2019-05-27 01:00:00,-0.006883,105.111361,336.701662,4.255000,7945.000000,8.204089,41.809381,426.729357,341.383485,57.620121,-28.279115,-28.279115,3.850411,4.681794
