,record#,T_HMP,T_109,RH,WS_MAX,WS_AVG,WDIR,WS_MAX_2,WS_AVG_2,WDIR_2,SW_IN_SAMP,SW_IN_MAX,SW_IN_AVG,SW_OUT_SAMP,SW_OUT_MAX,SW_OUT_AVG,LW_IN_SAMP,LW_IN_MAX,LW_IN_AVG,LW_OUT_SAMP,LW_OUT_MAX,LW_OUT_AVG,NET,PRESS
2019-09-15 20:00:00,2414.000,-15.375,-15.470,62.433,7.697,4.120,228.000,7.830,4.117,123.500,-5.664,-2.686,0.000,-0.474,2.400,0.000,150.025,150.761,149.289,217.369,220.228,213.911,-72.533,383.830
2019-09-15 21:00:00,2415.000,-15.295,-15.410,62.242,7.697,4.451,242.500,7.830,4.450,109.900,-5.312,-3.606,0.000,-0.778,2.028,0.000,149.347,150.756,149.827,213.124,221.677,216.969,-68.311,383.710
2019-09-15 22:00:00,2416.000,-14.875,-15.090,60.408,7.464,4.075,226.100,7.530,4.064,125.600,-4.601,-2.873,0.000,-0.595,2.535,0.000,148.880,150.986,149.716,212.349,221.318,214.524,-67.475,383.480
2019-09-15 23:00:00,2417.000,-15.725,-15.980,58.708,7.164,3.984,218.300,7.330,4.032,133.900,-4.928,-2.216,0.000,-0.754,2.138,0.000,147.626,150.643,148.073,205.679,217.840,211.774,-62.227,383.550
2019-09-16 00:00:00,2418.000,-16.387,-16.900,58.967,5.931,3.899,212.200,6.098,3.911,139.600,4.497,4.497,0.000,7.739,7.739,0.000,149.532,149.532,147.512,211.121,212.320,207.747,-64.830,383.690
2019-09-16 01:00:00,2419.000,-16.765,-17.170,61.448,5.098,3.402,197.000,5.331,3.362,154.700,41.247,41.247,36.006,44.069,44.069,25.866,149.313,150.234,183.320,204.377,211.030,206.023,-57.886,383.820
2019-09-16 02:00:00,2420.000,-16.532,-15.870,68.410,5.664,3.137,188.700,5.864,3.014,161.200,471.445,562.766,307.646,231.819,265.946,151.020,158.573,161.783,156.367,222.403,225.485,212.758,175.796,384.020
2019-09-16 03:00:00,2421.000,-15.418,-14.650,56.272,8.060,4.375,210.200,8.560,4.479,142.000,660.090,850.213,657.939,402.050,483.401,363.518,181.820,184.437,173.750,244.338,246.487,237.467,195.522,384.170
2019-09-16 04:00:00,2422.000,-14.578,-13.750,55.243,7.264,4.039,223.600,7.497,4.135,128.900,822.303,822.303,761.951,620.743,620.743,511.851,184.068,184.068,175.976,259.598,259.598,251.178,126.030,384.160
2019-09-16 05:00:00,2423.000,-13.795,-13.090,54.772,8.100,4.787,233.800,8.260,4.889,119.000,690.425,960.745,738.214,521.284,735.205,553.399,191.922,204.868,199.845,257.928,266.701,260.052,103.135,384.180
2019-09-16 06:00:00,2424.000,-13.438,-12.780,53.802,8.760,5.091,233.300,9.000,5.203,119.500,1088.251,1088.270,870.378,722.416,774.308,645.493,168.362,191.905,176.607,266.266,269.131,263.389,267.932,383.980
2019-09-16 07:00:00,2425.000,-13.542,-12.940,70.508,10.300,5.816,253.100,10.330,5.930,99.600,884.018,1327.210,1095.261,643.756,825.802,707.525,252.208,266.887,194.743,274.557,280.048,272.346,217.912,383.770
2019-09-16 08:00:00,2426.000,-13.507,-13.070,83.680,9.900,6.467,256.100,10.260,6.607,96.600,1085.649,1360.693,924.212,724.516,830.495,669.138,204.591,262.831,187.770,277.057,277.057,272.759,288.666,383.450
2019-09-16 09:00:00,2427.000,-13.238,-12.620,85.783,13.360,7.665,251.500,13.760,7.898,101.400,1126.409,1584.829,939.573,760.779,1165.492,654.462,216.792,262.666,212.631,276.332,281.115,274.490,306.091,383.160
2019-09-16 10:00:00,2428.000,-13.253,-12.990,86.950,11.500,7.791,262.200,11.560,7.939,90.900,577.214,1031.405,552.615,477.350,865.522,501.712,252.795,260.986,228.080,270.302,275.348,270.497,82.356,383.030
2019-09-16 11:00:00,2429.000,-12.960,-12.570,87.500,10.960,7.755,253.400,11.230,7.966,99.200,355.874,743.429,455.289,505.425,800.401,436.636,224.156,259.038,241.854,270.869,273.861,269.111,-196.265,383.020
2019-09-16 12:00:00,2430.000,-13.025,-12.900,87.967,14.230,6.342,252.600,14.330,6.505,99.600,33.225,378.825,161.427,28.353,464.119,115.967,254.142,258.818,226.595,259.706,271.106,262.562,-0.691,383.090
2019-09-16 13:00:00,2431.000,-13.342,-13.240,87.733,7.730,4.392,262.200,7.797,4.413,90.600,-0.405,30.068,0.000,0.235,25.790,0.000,249.378,258.327,253.636,256.736,260.651,258.567,-7.999,383.400
2019-09-16 14:00:00,2432.000,-13.250,-13.120,87.967,7.097,3.035,262.300,7.164,2.967,91.400,-0.473,0.333,0.000,-0.385,0.616,0.000,257.406,258.564,255.161,258.823,259.673,258.231,-1.505,383.770
2019-09-16 15:00:00,2433.000,-13.378,-13.360,87.633,5.531,3.278,247.000,5.431,3.265,105.700,-1.034,0.184,0.000,-0.089,0.305,0.000,250.038,258.072,254.832,256.240,258.707,257.891,-7.148,383.840
2019-09-16 16:00:00,2434.000,-13.860,-13.890,87.217,5.998,3.863,252.400,6.131,3.860,100.100,-0.086,0.365,0.000,0.309,0.748,0.000,249.390,255.247,240.760,254.647,257.081,252.711,-5.652,383.860
2019-09-16 17:00:00,2435.000,-13.947,-14.000,87.300,5.131,3.073,256.000,5.065,3.073,97.400,-1.854,-0.192,0.000,0.952,0.952,0.000,235.443,252.945,240.581,248.711,255.203,251.940,-16.074,383.830
2019-09-16 18:00:00,2436.000,-14.153,-14.160,87.133,5.898,3.146,255.200,6.031,3.156,98.300,-1.568,-0.401,0.000,0.706,0.996,0.000,241.060,245.180,240.344,250.632,252.336,250.513,-11.846,383.600
2019-09-16 19:00:00,2437.000,-14.138,-14.090,87.217,10.030,5.131,254.400,10.460,5.186,98.700,-1.108,0.194,0.000,0.151,0.730,0.000,247.571,253.917,246.188,254.157,254.461,252.950,-7.845,383.350
2019-09-16 20:00:00,2438.000,-13.943,-13.870,87.283,9.760,5.927,250.100,9.860,6.029,102.200,-1.153,-0.047,0.000,0.315,0.372,0.000,244.915,255.269,249.245,253.064,256.378,254.861,-9.617,382.990
2019-09-16 21:00:00,2439.000,-14.117,-14.080,87.083,12.500,6.679,256.200,12.760,6.772,96.700,-0.352,-0.049,0.000,-0.108,0.397,0.000,253.611,254.592,252.908,254.666,255.232,254.785,-1.299,382.790
2019-09-16 22:00:00,2440.000,-14.435,-14.530,86.683,8.530,3.589,270.100,8.600,3.537,83.900,-3.986,-0.060,0.000,1.238,1.238,0.000,227.468,253.816,242.259,243.199,254.677,250.296,-20.955,382.680
2019-09-16 23:00:00,2441.000,-15.228,-15.230,86.200,5.065,3.036,246.500,5.298,2.980,107.100,-0.964,-0.313,0.000,0.554,1.644,0.000,243.017,244.459,235.712,247.337,247.439,244.783,-5.838,382.890
2019-09-17 00:00:00,2442.000,-15.362,-15.600,85.917,6.131,3.278,225.200,6.297,3.345,127.600,1.557,1.557,0.000,5.403,5.403,0.000,224.595,240.304,229.289,237.733,247.366,241.663,-16.984,383.070
2019-09-17 01:00:00,2443.000,-15.942,-16.360,85.767,5.731,2.096,208.500,6.198,2.052,143.600,34.628,34.628,24.004,34.155,34.155,20.460,222.800,226.026,215.245,234.992,238.551,236.240,-11.718,383.270
2019-09-17 02:00:00,2444.000,-16.163,-15.660,85.267,4.898,2.905,214.500,5.165,3.020,137.900,464.248,464.248,252.968,249.455,249.455,129.909,234.063,234.295,227.499,255.003,255.003,242.073,193.852,383.600
2019-09-17 03:00:00,2445.000,-14.505,-13.270,85.083,5.531,3.386,221.000,5.731,3.441,131.300,636.810,636.810,560.982,419.567,419.567,335.637,188.350,235.033,214.110,246.036,257.339,250.789,159.558,383.940
2019-09-17 04:00:00,2446.000,-13.157,-12.590,86.250,6.897,3.986,256.900,6.831,3.952,95.900,737.244,903.163,669.731,623.370,683.400,499.801,185.557,234.656,185.378,260.570,263.899,255.104,38.861,384.060
2019-09-17 05:00:00,2447.000,-11.690,-11.550,87.133,7.197,4.341,247.200,7.264,4.382,105.900,985.748,1002.060,762.312,724.433,753.513,658.584,254.344,257.908,190.684,278.593,278.605,266.577,237.065,383.880
2019-09-17 06:00:00,2448.000,-11.723,-10.750,86.517,11.200,7.182,247.200,11.500,7.369,105.500,731.269,1338.405,910.579,611.326,941.260,685.815,258.486,260.752,242.547,269.344,279.707,271.736,109.085,383.840
2019-09-17 07:00:00,2449.000,-11.600,-10.050,86.933,10.900,7.382,244.500,11.500,7.569,108.500,1204.960,1392.060,948.293,750.224,984.533,706.693,182.963,260.830,238.086,274.395,276.125,272.318,363.304,383.670
2019-09-17 08:00:00,2450.000,-12.030,-10.250,86.033,11.860,7.833,246.400,12.100,8.070,106.200,939.601,1179.831,863.784,613.625,743.978,683.481,179.075,188.888,176.620,270.907,273.673,270.505,234.145,383.330
2019-09-17 09:00:00,2451.000,-11.613,-9.490,86.433,11.900,7.972,247.100,12.400,8.260,105.400,771.085,1140.820,878.015,642.607,919.373,692.667,258.651,259.226,229.024,273.575,278.332,274.453,113.553,383.240
2019-09-17 10:00:00,2452.000,-11.990,-9.930,85.717,12.530,8.390,243.000,12.630,8.680,109.600,137.688,812.310,664.609,462.509,705.145,566.499,175.269,258.047,227.839,263.083,276.866,269.720,-412.635,383.070
2019-09-17 11:00:00,2453.000,-12.770,-11.060,86.300,12.990,7.848,245.300,13.730,8.100,107.400,203.344,657.635,506.730,339.175,601.104,431.926,198.831,255.933,226.517,262.184,268.332,264.516,-199.185,383.170
2019-09-17 12:00:00,2454.000,-13.290,-13.360,86.300,11.430,7.032,243.700,11.730,7.233,108.300,127.607,127.607,332.699,283.585,283.585,283.585,187.945,187.945,224.230,259.877,259.877,259.877,-227.911,383.340
2019-09-17 13:00:00,2455.000,-15.630,-15.630,,12.400,8.450,241.600,13.130,8.710,110.700,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.230
2019-09-17 14:00:00,2456.000,-16.640,-16.640,,11.900,7.770,246.900,12.360,8.030,105.200,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.530
2019-09-17 15:00:00,2457.000,-15.170,-15.170,,14.630,8.480,245.100,14.790,8.700,107.400,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.840
2019-09-17 16:00:00,2458.000,-15.480,-15.480,,12.230,6.874,241.700,12.400,7.083,111.400,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.780
2019-09-17 17:00:00,2459.000,-15.580,-15.580,,11.630,5.898,243.500,12.260,6.050,109.500,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.660
2019-09-17 18:00:00,2460.000,-15.260,-15.260,,14.190,8.210,238.000,14.560,8.490,114.200,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.440
2019-09-17 19:00:00,2461.000,-15.440,-15.440,,14.090,8.600,239.300,14.360,8.900,113.100,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,383.160
2019-09-17 20:00:00,2462.000,-15.510,-15.510,,15.590,10.110,240.300,16.290,10.470,112.100,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,382.870
2019-09-17 21:00:00,2463.000,-15.400,-15.400,,17.130,12.490,246.800,17.860,12.950,105.000,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,382.440
2019-09-17 22:00:00,2464.000,-15.200,-15.200,,17.660,13.070,246.400,18.130,13.690,105.200,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,382.470
2019-09-17 23:00:00,2465.000,-15.330,-15.330,,18.460,12.860,247.100,18.690,13.230,104.100,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,382.690
2019-09-18 00:00:00,2466.000,-15.420,-15.420,,16.530,11.800,247.400,16.990,11.930,104.100,127.607,,0.000,283.585,,0.000,187.945,,,259.877,,,-227.911,382.660
2019-09-18 01:00:00,2467.000,-15.380,-15.380,,15.230,10.950,246.900,14.530,10.830,106.200,127.607,,,283.585,,,187.945,,,259.877,,,-227.911,383.330
2019-09-18 02:00:00,2468.000,-15.297,-15.210,85.850,20.030,11.790,293.400,19.530,11.340,60.460,200.270,200.270,162.804,170.018,170.018,136.115,251.913,252.063,251.091,253.739,254.176,253.397,28.426,383.290
2019-09-18 03:00:00,2469.000,-15.262,-15.110,85.800,20.730,13.830,312.000,20.430,13.040,43.430,305.309,314.986,255.122,262.143,268.027,216.601,249.703,252.881,250.626,254.616,255.960,254.460,38.253,383.540
2019-09-18 04:00:00,2470.000,-15.250,-15.030,85.800,24.520,14.960,312.800,23.290,14.490,42.420,436.842,446.094,372.040,376.629,384.090,321.392,252.317,252.317,251.200,256.086,256.398,255.240,56.444,383.530
2019-09-18 05:00:00,2471.000,-15.075,-14.970,85.617,22.160,14.480,316.400,20.990,13.960,38.650,488.178,488.178,445.590,423.550,423.550,386.129,252.185,253.035,252.213,255.552,256.520,255.714,61.261,383.530
2019-09-18 06:00:00,2472.000,-15.110,-14.910,85.480,22.760,14.180,322.000,21.320,13.470,33.890,542.333,582.966,542.837,461.142,499.261,465.350,251.757,253.048,251.827,257.258,257.939,256.724,75.690,383.800
2019-09-18 07:00:00,2473.000,-14.845,-14.630,85.500,19.830,11.500,297.200,18.690,11.270,57.060,582.787,693.754,609.779,479.953,581.530,507.513,253.326,254.562,252.555,260.689,262.927,259.506,95.471,383.800
2019-09-18 08:00:00,2474.000,-14.620,-14.310,85.500,17.260,11.760,253.900,17.930,12.050,99.200,483.036,617.675,519.645,400.118,508.529,430.319,251.980,254.628,252.436,259.254,261.020,259.945,75.644,383.560
2019-09-18 09:00:00,2475.000,-14.218,-14.010,85.917,15.390,10.370,243.500,15.590,10.730,108.900,428.435,534.279,437.513,354.099,439.574,363.450,251.679,253.316,251.825,258.735,259.790,258.744,67.280,383.390
2019-09-18 10:00:00,2476.000,-14.385,-14.040,86.000,13.960,10.470,242.500,14.660,10.850,109.300,362.551,436.066,362.276,294.023,361.430,298.767,251.126,252.039,250.898,258.005,259.240,257.792,61.649,383.280
2019-09-18 11:00:00,2477.000,-14.178,-13.740,86.283,13.360,9.870,252.500,15.530,10.620,98.200,387.624,687.722,383.465,339.648,600.467,327.387,251.131,252.595,250.620,262.934,265.394,260.627,36.173,383.320
2019-09-18 12:00:00,2478.000,-14.558,-14.200,85.933,11.960,8.450,253.400,14.360,9.780,97.100,26.441,347.601,136.553,21.718,301.674,118.316,246.682,251.085,248.156,252.973,262.633,257.220,-1.568,383.540
2019-09-18 13:00:00,2479.000,-15.330,-15.240,86.067,11.360,7.478,251.800,13.430,8.390,97.900,-0.232,23.305,0.000,0.041,19.137,0.000,248.504,249.175,247.238,250.525,252.886,251.413,-2.295,384.070
2019-09-18 14:00:00,2480.000,-15.368,-15.330,86.183,12.590,8.060,246.600,13.330,8.600,103.500,-0.698,-0.111,0.000,0.185,0.280,0.000,232.249,248.891,246.465,250.482,251.345,250.899,-19.115,384.240
2019-09-18 15:00:00,2481.000,-15.557,-15.540,85.933,13.130,8.090,250.200,12.760,7.843,100.800,-0.930,0.379,0.000,-0.125,0.573,0.000,240.373,249.014,236.829,249.818,250.434,248.802,-10.250,384.460
2019-09-18 16:00:00,2482.000,-15.615,-15.580,85.867,12.930,8.130,247.700,12.890,8.090,102.500,-0.669,-0.067,0.000,-0.052,0.250,0.000,245.721,248.607,245.707,248.741,249.708,249.370,-3.637,384.450
2019-09-18 17:00:00,2483.000,-16.105,-16.040,85.450,12.160,8.400,247.000,12.660,8.470,103.500,-0.778,0.016,0.000,0.318,0.705,0.000,238.680,245.730,239.781,246.896,248.661,246.894,-9.312,384.260
2019-09-18 18:00:00,2484.000,-15.932,-15.890,85.700,12.000,7.867,248.500,11.600,8.060,102.800,-0.439,0.122,0.000,-0.057,0.545,0.000,246.493,248.198,245.514,248.232,248.943,248.257,-2.122,383.930
2019-09-18 19:00:00,2485.000,-16.280,-16.200,85.283,14.830,9.620,248.600,13.130,8.950,103.200,-0.077,0.026,0.000,0.259,0.360,0.000,243.463,245.723,242.362,247.129,248.144,246.797,-4.002,383.630
2019-09-18 20:00:00,2486.000,-16.008,-15.940,85.667,14.330,10.390,250.800,13.930,10.240,101.300,-0.246,0.085,0.000,-0.013,0.466,0.000,247.530,247.767,246.079,249.059,249.204,248.542,-1.761,383.500
2019-09-18 21:00:00,2487.000,-15.978,-15.870,85.580,15.190,10.330,250.100,14.660,10.110,104.000,-0.414,-0.050,0.000,0.102,0.200,0.000,243.817,247.913,244.411,247.252,249.340,248.339,-3.951,383.160
2019-09-18 22:00:00,2488.000,-16.250,-16.160,85.383,13.860,9.510,249.700,13.290,9.870,103.100,-0.775,0.125,0.000,-0.145,0.397,0.000,244.549,246.905,242.452,247.464,248.001,247.216,-3.545,382.900
2019-09-18 23:00:00,2489.000,-16.468,-16.410,85.100,11.430,7.971,246.600,15.330,9.770,103.800,-0.978,0.238,0.000,-0.025,0.420,0.000,231.253,246.655,242.468,244.733,247.615,246.147,-14.433,382.970
2019-09-19 00:00:00,2490.000,-17.438,-17.350,84.350,7.764,6.524,241.200,11.660,7.494,108.400,2.372,2.372,0.000,2.108,2.108,0.000,241.310,241.842,235.704,242.913,244.504,241.891,-1.339,383.190
2019-09-19 01:00:00,2491.000,-17.460,-17.350,84.417,7.630,6.257,242.600,12.060,7.030,106.000,18.148,43.211,17.149,14.052,29.430,12.855,230.753,242.158,239.486,242.696,243.212,242.867,-7.847,383.270
2019-09-19 02:00:00,2492.000,-17.180,-17.020,84.683,14.960,8.660,250.400,14.830,9.440,99.700,108.841,140.410,75.147,81.032,104.698,56.573,244.386,245.540,242.607,248.117,248.117,245.109,24.078,383.460
2019-09-19 03:00:00,2493.000,-16.262,-15.940,85.283,13.330,9.000,248.600,12.630,9.110,103.300,139.618,493.267,190.283,102.441,329.491,137.908,236.392,245.779,238.744,251.115,252.059,249.716,22.454,383.770
2019-09-19 04:00:00,2494.000,-15.303,-14.940,86.067,13.160,7.901,248.200,13.930,8.710,103.900,386.513,487.745,316.259,280.787,357.545,229.690,245.657,245.947,241.718,253.597,253.855,251.970,97.786,383.860
2019-09-19 05:00:00,2495.000,-14.552,-14.020,86.350,15.560,9.250,252.200,15.630,9.760,100.000,527.931,727.428,510.975,384.915,530.868,375.608,249.832,249.832,245.788,259.177,259.177,256.245,133.671,384.090
2019-09-19 06:00:00,2496.000,-12.992,-11.910,87.683,12.100,7.829,253.700,13.860,8.610,98.700,747.849,950.226,694.083,630.270,768.826,540.235,251.996,255.776,250.698,268.715,268.715,263.598,100.860,383.900
2019-09-19 07:00:00,2497.000,-12.778,-11.650,87.367,12.460,7.421,257.500,14.530,8.210,95.100,568.620,768.585,618.721,463.317,642.517,499.356,251.491,254.956,251.725,259.348,268.036,262.485,97.445,383.710
2019-09-19 08:00:00,2498.000,-13.465,-12.050,86.883,14.930,7.086,256.100,14.960,7.710,96.500,549.731,728.992,584.053,445.357,629.128,473.084,248.381,252.694,248.017,264.146,264.969,260.536,88.610,383.530
2019-09-19 09:00:00,2499.000,-13.378,-12.150,86.917,13.130,8.190,254.500,13.790,8.670,98.500,521.858,637.718,516.222,417.009,520.452,409.973,250.254,254.798,251.134,259.027,265.288,260.760,96.076,383.450
2019-09-19 10:00:00,2500.000,-14.120,-13.260,86.650,13.930,7.404,257.700,13.960,7.907,94.800,227.684,541.367,337.557,189.363,432.268,281.029,228.599,251.185,242.622,258.570,260.396,257.881,8.351,383.430
2019-09-19 11:00:00,2501.000,-14.497,-13.940,86.250,14.130,7.780,255.300,14.390,8.030,97.800,114.238,392.183,178.582,94.769,312.107,167.251,246.350,249.295,230.827,252.442,257.479,253.636,13.377,383.580
2019-09-19 12:00:00,2502.000,-15.388,-15.060,85.767,9.730,6.733,244.800,9.800,6.930,108.800,17.390,131.615,65.117,14.965,133.190,60.139,230.873,245.677,226.817,247.787,252.286,249.391,-14.489,383.740
2019-09-19 13:00:00,2503.000,-16.168,-16.070,85.367,9.400,5.343,255.600,9.800,5.545,98.200,-1.087,8.886,0.000,0.327,9.617,0.000,221.132,240.916,230.220,245.287,247.458,246.441,-25.569,384.020
2019-09-19 14:00:00,2504.000,-16.448,-16.400,85.183,11.630,6.291,261.500,11.360,6.419,91.500,-1.380,-1.142,0.000,0.765,0.782,0.000,189.594,221.533,202.714,240.548,244.636,242.245,-53.100,384.140
2019-09-19 15:00:00,2505.000,-17.092,-17.070,84.633,10.500,6.475,251.400,10.730,6.662,102.200,-1.245,-0.792,0.000,0.721,1.419,0.000,206.776,209.886,182.774,238.456,240.009,236.805,-33.646,384.320
2019-09-19 16:00:00,2506.000,-17.502,-17.550,84.367,9.500,5.651,239.000,9.500,5.912,115.200,0.752,0.752,0.000,0.911,1.559,0.000,238.556,238.642,199.139,240.031,240.031,236.945,-1.634,384.270
2019-09-19 17:00:00,2507.000,-17.465,-17.480,84.500,9.360,6.019,237.200,10.060,6.294,116.800,-0.727,0.882,0.000,0.141,0.929,0.000,229.988,241.280,234.820,241.575,243.029,241.853,-12.455,383.980
2019-09-19 18:00:00,2508.000,-17.707,-17.650,84.033,10.430,6.662,249.800,11.160,6.952,103.900,-2.111,-0.223,0.000,0.278,0.363,0.000,208.586,236.969,228.677,235.991,242.029,240.249,-29.794,383.560
2019-09-19 19:00:00,2509.000,-18.230,-18.150,83.850,15.890,9.290,254.000,16.090,9.750,98.800,-0.765,0.662,0.000,0.462,1.011,0.000,224.289,235.826,225.656,240.071,240.274,238.874,-17.008,383.310
2019-09-19 20:00:00,2510.000,-17.840,-17.940,84.133,14.860,9.230,261.100,15.130,9.660,91.400,-1.793,-0.838,0.000,0.212,0.471,0.000,212.052,232.608,218.045,238.654,240.121,239.458,-28.607,382.850
2019-09-19 21:00:00,2511.000,-18.170,-18.170,,13.060,8.100,262.900,13.490,8.460,89.200,-1.793,,0.000,0.212,,0.000,212.052,,,238.654,,,-28.607,382.600
2019-09-19 22:00:00,2512.000,-18.540,-18.540,,17.130,9.550,267.800,17.490,9.860,83.900,-1.793,,0.000,0.212,,0.000,212.052,,,238.654,,,-28.607,382.320
2019-09-19 23:00:00,2513.000,-18.290,-18.290,,22.220,9.750,262.200,22.260,10.060,89.700,-1.793,,0.000,0.212,,0.000,212.052,,,238.654,,,-28.607,382.510
2019-09-20 00:00:00,2514.000,-18.130,-18.130,,21.690,9.810,267.200,21.890,10.170,84.900,-1.793,,0.000,0.212,,0.000,212.052,,,238.654,,,-28.607,382.480
2019-09-20 01:00:00,2515.000,-18.320,-18.320,,21.390,9.750,272.400,20.490,9.800,80.300,165.338,191.057,151.567,131.893,148.868,119.822,238.560,238.865,236.579,242.268,242.551,241.661,29.736,382.690
2019-09-20 02:00:00,2516.000,-17.870,-17.710,83.767,16.930,9.730,254.200,16.990,9.930,97.500,285.922,396.602,244.251,234.310,314.771,198.309,238.369,241.533,237.907,244.524,245.024,243.629,45.457,383.020
2019-09-20 03:00:00,2517.000,-17.750,-17.460,83.583,14.960,8.630,249.400,15.490,8.800,102.800,237.472,888.384,394.122,177.168,555.499,284.574,184.023,239.751,220.037,241.094,248.714,245.196,3.234,383.280
2019-09-20 04:00:00,2518.000,-18.223,-17.870,82.717,15.930,9.900,248.500,15.860,10.060,103.800,688.545,848.101,526.377,513.572,626.236,375.863,177.970,219.022,180.465,243.986,246.050,241.259,108.957,383.100
2019-09-20 05:00:00,2519.000,-18.470,-18.000,82.250,18.460,11.730,266.000,18.290,11.840,86.200,604.891,868.098,685.260,432.524,638.744,496.567,198.695,205.854,186.401,247.323,249.062,246.835,123.739,383.160
2019-09-20 06:00:00,2520.000,-17.868,-17.310,81.615,19.790,10.830,259.800,19.590,10.960,93.000,1033.343,1252.163,834.752,654.716,794.927,587.454,169.657,212.847,201.461,253.150,257.124,251.593,295.134,383.210
2019-09-20 07:00:00,2521.000,-17.745,-17.220,81.457,18.560,10.760,266.300,17.990,10.870,86.300,516.899,1438.291,813.689,436.625,980.312,589.781,194.988,237.154,205.030,256.150,256.150,252.433,19.111,383.160
2019-09-20 08:00:00,2522.000,-17.832,-17.500,82.217,19.760,11.970,272.700,19.360,12.010,79.670,463.417,1191.321,670.728,392.746,953.731,547.912,185.662,241.673,226.857,249.548,256.810,251.386,6.785,382.920
2019-09-20 09:00:00,2523.000,-17.672,-16.960,82.317,16.430,10.370,263.000,16.960,10.520,89.900,421.207,983.135,680.654,373.942,829.539,595.180,201.961,238.314,194.554,256.677,258.166,252.921,-7.451,382.680
2019-09-20 10:00:00,2524.000,-17.353,-16.980,82.583,17.990,11.550,262.800,17.660,11.780,90.200,299.550,725.904,502.876,341.924,647.201,425.366,193.775,240.870,203.105,246.496,255.618,249.204,-95.094,382.570
2019-09-20 11:00:00,2525.000,-17.202,-16.800,80.578,20.630,12.200,255.600,20.530,12.580,97.600,82.026,472.228,446.582,266.672,619.874,377.749,155.614,217.915,206.087,244.419,251.317,246.731,-273.452,382.600
2019-09-20 12:00:00,2526.000,-17.400,-16.960,80.447,18.690,10.260,255.400,18.630,10.500,97.900,29.247,168.169,202.840,77.022,295.750,171.575,140.812,185.446,202.711,233.906,244.422,239.593,-140.868,382.750
2019-09-20 13:00:00,2527.000,-18.625,-18.690,76.680,15.930,8.580,253.600,15.830,8.780,99.300,-4.547,29.763,0.000,0.452,68.345,0.000,133.653,147.880,139.188,222.226,233.591,226.546,-93.571,383.010
2019-09-20 14:00:00,2528.000,-19.662,-20.230,63.477,14.590,8.210,253.600,14.660,8.370,99.500,-5.216,-4.081,0.000,-1.249,0.549,0.000,120.682,134.736,126.303,211.824,222.423,217.297,-95.109,383.320
2019-09-20 15:00:00,2529.000,-20.083,-20.860,37.707,12.360,6.608,241.600,12.890,6.592,111.100,-4.354,-4.029,0.000,0.711,1.229,0.000,129.050,129.050,121.036,209.506,211.960,210.311,-85.521,383.660
2019-09-20 16:00:00,2530.000,-20.110,-21.100,35.815,7.430,3.717,217.400,7.530,3.281,133.900,-5.157,-3.269,0.000,0.134,1.429,0.000,123.837,136.803,128.846,200.121,210.142,205.213,-81.575,383.540
2019-09-20 17:00:00,2531.000,-20.227,-21.560,37.542,4.365,2.567,203.000,4.098,1.960,148.600,-3.934,-2.200,0.000,1.622,2.338,0.000,123.639,125.667,124.230,198.193,200.192,197.719,-80.109,383.330
2019-09-20 18:00:00,2532.000,-19.803,-21.320,29.548,4.265,2.748,207.900,4.165,2.483,144.500,-5.278,-2.100,0.000,-0.630,2.612,0.000,125.777,128.279,125.425,195.262,198.859,196.481,-74.133,383.130
2019-09-20 19:00:00,2533.000,-20.220,-21.560,33.008,5.964,3.414,204.800,5.998,3.134,145.200,-3.902,-2.254,0.000,0.617,2.080,0.000,130.763,135.253,129.122,199.233,200.482,197.454,-72.988,382.990
2019-09-20 20:00:00,2534.000,-21.108,-21.320,81.073,6.164,3.924,220.300,6.198,3.603,132.300,-4.282,-2.645,0.000,0.800,2.123,0.000,152.246,152.246,135.907,207.321,207.461,203.379,-60.157,382.700
2019-09-20 21:00:00,2535.000,-21.047,-21.030,84.750,7.164,4.342,255.300,7.197,4.270,97.700,-5.579,-3.206,0.000,0.524,1.691,0.000,154.780,174.377,153.771,209.734,212.121,210.749,-61.057,382.330
2019-09-20 22:00:00,2536.000,-21.355,-21.620,78.597,5.564,3.790,222.600,5.698,3.813,129.500,-6.447,-3.973,0.000,-0.657,2.009,0.000,151.348,156.962,154.539,204.264,210.763,208.503,-58.706,382.110
2019-09-20 23:00:00,2537.000,-21.640,-22.440,64.760,4.598,2.787,210.300,4.765,2.684,139.300,-4.986,-3.818,0.000,1.641,2.038,0.000,145.781,151.882,148.383,199.028,204.726,200.482,-59.874,382.090
