Ablation,0.002276
Melt,0.002345
T,4.024297
lhf,7.701559
lw,23.274893
qg,8.899110
qmelt,6.521389
rh,0.224649
seb,10.781657
shf,16.055895
sub,0.000325
sw,17.371644
ts,5.996288
wind,4.917870
