Ablation,0.005170
Melt,0.005241
T,3.028084
lhf,4.999022
lw,20.205517
qg,9.929344
qmelt,14.574547
rh,0.239241
seb,16.651748
shf,6.612576
sub,0.000211
sw,16.188461
ts,6.348482
wind,1.065918
