Ablation,0.000853
Melt,0.000803
T,4.292018
lhf,6.222888
lw,14.237310
qg,6.187172
qmelt,2.232952
rh,0.198542
seb,6.431858
shf,13.690189
sub,0.000263
sw,18.751710
ts,6.093691
wind,5.347732
