Ablation,0.001732
Melt,0.001025
T,257.969732
lhf,-16.085505
lw,-50.720393
qg,0.094731
qmelt,2.851182
rh,0.649040
seb,2.756451
shf,4.389059
sub,0.000707
sw,65.173290
ts,256.913945
wind,6.606674
