Ablation,0.004690
Melt,0.004832
T,3.028084
lhf,10.091109
lw,21.131720
qg,9.667457
qmelt,13.437193
rh,0.239241
seb,15.484204
shf,15.322284
sub,0.000425
sw,16.188461
ts,5.946939
wind,1.065918
