Ablation,0.001345
Melt,0.000021
T,252.498235
lhf,-31.058762
lw,-50.414903
qg,0.069277
qmelt,0.058305
rh,0.634130
seb,-0.010972
shf,11.822566
sub,0.001324
sw,69.640127
ts,251.728935
wind,7.922135
