Ablation,0.005541
Melt,0.005244
T,267.416167
lhf,-6.893392
lw,-38.301903
qg,0.181575
qmelt,14.582948
rh,0.676960
seb,14.401373
shf,2.006729
sub,0.000297
sw,57.589939
ts,263.717015
wind,1.530085
